PLAYER_NAME,Season,DIST_MILES_DEF,AVG_SPEED_DEF
DeMar DeRozan,2019-20,1.1,3.65
DeMarre Carroll,2019-20,0.42,3.75
Dean Wade,2019-20,0.22,4.02
Deandre Ayton,2019-20,1.09,3.69
Dejounte Murray,2019-20,0.95,4.22
Delon Wright,2019-20,0.74,4.03
Dennis Schroder,2019-20,1.09,3.92
Dennis Smith Jr.,2019-20,0.55,3.94
Denzel Valentine,2019-20,0.47,3.92
Deonte Burton,2019-20,0.32,3.88
Derrick Favors,2019-20,0.84,3.83
Derrick Jones Jr.,2019-20,0.84,4.0
Derrick Rose,2019-20,0.86,3.72
Derrick Walton Jr.,2019-20,0.34,4.12
Derrick White,2019-20,0.85,3.8
Devin Booker,2019-20,1.19,3.68
Devon Hall,2019-20,0.23,3.46
Devontae Cacok,2019-20,0.35,3.62
Devonte' Graham,2019-20,1.12,3.64
Dewan Hernandez,2019-20,0.17,4.07
Dewayne Dedmon,2019-20,0.59,3.72
Dillon Brooks,2019-20,1.02,3.93
Dion Waiters,2019-20,0.66,3.39
Domantas Sabonis,2019-20,1.18,3.8
Donovan Mitchell,2019-20,1.08,3.59
Donta Hall,2019-20,0.51,4.15
Donte DiVincenzo,2019-20,0.86,4.05
Dorian Finney-Smith,2019-20,1.07,4.06
Doug McDermott,2019-20,0.71,4.11
Dragan Bender,2019-20,0.64,3.81
Draymond Green,2019-20,0.93,3.56
Drew Eubanks,2019-20,0.45,3.97
Duncan Robinson,2019-20,0.99,3.82
Dusty Hannahs,2019-20,0.21,3.22
Dwayne Bacon,2019-20,0.59,3.82
Dwight Howard,2019-20,0.64,3.78
Dwight Powell,2019-20,0.89,3.88
Dzanan Musa,2019-20,0.42,3.92
E'Twaun Moore,2019-20,0.65,3.96
Ed Davis,2019-20,0.37,3.92
Edmond Sumner,2019-20,0.54,4.09
Elfrid Payton,2019-20,0.96,3.91
Elie Okobo,2019-20,0.47,4.13
Emmanuel Mudiay,2019-20,0.53,3.91
Enes Freedom,2019-20,0.58,3.9
Eric Bledsoe,2019-20,0.98,3.84
Eric Gordon,2019-20,0.92,3.45
Eric Mika,2019-20,0.68,3.92
Eric Paschall,2019-20,0.98,4.0
Ersan Ilyasova,2019-20,0.55,3.92
Evan Fournier,2019-20,1.09,3.92
Evan Turner,2019-20,0.45,3.83
Frank Jackson,2019-20,0.49,3.94
Frank Kaminsky,2019-20,0.65,3.78
Frank Mason III,2019-20,0.46,3.88
Frank Ntilikina,2019-20,0.73,3.93
Fred VanVleet,2019-20,1.21,3.74
Furkan Korkmaz,2019-20,0.76,4.01
Gabe Vincent,2019-20,0.26,3.86
Garrett Temple,2019-20,0.94,3.86
Garrison Mathews,2019-20,0.49,4.14
Gary Clark,2019-20,0.48,3.92
Gary Harris,2019-20,1.07,3.93
Gary Payton II,2019-20,0.6,4.47
Gary Trent Jr.,2019-20,0.74,3.97
George Hill,2019-20,0.74,3.95
Georges Niang,2019-20,0.48,3.96
Giannis Antetokounmpo,2019-20,1.01,3.56
Glenn Robinson III,2019-20,1.08,4.18
Goga Bitadze,2019-20,0.29,3.88
Goran Dragic,2019-20,0.9,3.61
Gordon Hayward,2019-20,1.18,3.91
Gorgui Dieng,2019-20,0.57,3.71
Grant Williams,2019-20,0.54,4.01
Grayson Allen,2019-20,0.7,4.04
Hamidou Diallo,2019-20,0.69,4.08
Harrison Barnes,2019-20,1.21,3.89
Harry Giles III,2019-20,0.5,3.87
Hassan Whiteside,2019-20,0.97,3.75
Henry Ellenson,2019-20,0.11,4.1
Ian Mahinmi,2019-20,0.73,3.9
Ignas Brazdeikis,2019-20,0.19,3.86
Iman Shumpert,2019-20,0.68,4.01
Isaac Bonga,2019-20,0.71,4.14
Isaiah Hartenstein,2019-20,0.44,4.13
Isaiah Roby,2019-20,0.12,4.5
Isaiah Thomas,2019-20,0.67,3.36
Ish Smith,2019-20,0.92,3.81
Ivica Zubac,2019-20,0.64,3.84
J.J. Barea,2019-20,0.49,3.64
J.P. Macura,2019-20,0.02,0.0
JJ Redick,2019-20,0.95,3.91
JR Smith,2019-20,0.48,3.84
Ja Morant,2019-20,1.06,3.82
JaKarr Sampson,2019-20,0.5,4.14
JaMychal Green,2019-20,0.72,3.78
JaVale McGee,2019-20,0.58,3.91
Jabari Parker,2019-20,0.88,4.06
Jacob Evans,2019-20,0.53,4.14
Jae Crowder,2019-20,0.98,3.81
Jahlil Okafor,2019-20,0.55,3.86
Jake Layman,2019-20,0.8,4.0
Jakob Poeltl,2019-20,0.66,4.11
Jalen Brunson,2019-20,0.62,3.93
Jalen Lecque,2019-20,0.24,4.0
Jalen McDaniels,2019-20,0.66,4.12
Jamal Crawford,2019-20,0.17,4.27
Jamal Murray,2019-20,1.07,3.82
James Ennis III,2019-20,0.66,4.21
James Harden,2019-20,1.08,3.22
James Johnson,2019-20,0.65,3.7
Jared Dudley,2019-20,0.26,3.61
Jared Harper,2019-20,0.07,3.51
Jaren Jackson Jr.,2019-20,0.98,3.83
Jarred Vanderbilt,2019-20,0.13,3.94
Jarrell Brantley,2019-20,0.33,3.8
Jarrett Allen,2019-20,0.87,3.66
Jarrett Culver,2019-20,0.82,3.85
Jarrod Uthoff,2019-20,0.27,4.04
Javonte Green,2019-20,0.36,4.12
Jaxson Hayes,2019-20,0.62,3.89
Jaylen Brown,2019-20,1.18,3.86
Jaylen Hoard,2019-20,0.31,4.4
Jaylen Nowell,2019-20,0.36,4.0
Jayson Tatum,2019-20,1.12,3.63
Jeff Green,2019-20,0.66,3.68
Jeff Teague,2019-20,0.74,3.33
Jerami Grant,2019-20,0.88,3.8
Jeremiah Martin,2019-20,0.39,4.13
Jeremy Lamb,2019-20,0.97,3.94
Jeremy Pargo,2019-20,0.53,3.79
Jerian Grant,2019-20,0.46,3.77
Jerome Robinson,2019-20,0.58,4.15
Jevon Carter,2019-20,0.62,4.4
Jimmy Butler,2019-20,1.15,3.93
Joakim Noah,2019-20,0.33,3.76
Joe Chealey,2019-20,0.32,4.32
Joe Harris,2019-20,1.03,3.83
Joe Ingles,2019-20,1.01,3.89
Joel Embiid,2019-20,0.91,3.52
John Collins,2019-20,1.13,3.78
John Henson,2019-20,0.49,3.8
John Konchar,2019-20,0.33,4.12
Johnathan Motley,2019-20,0.11,3.72
Johnathan Williams,2019-20,0.42,3.95
Jonah Bolden,2019-20,0.23,4.29
Jonas Valanciunas,2019-20,0.87,3.73
Jonathan Isaac,2019-20,0.99,3.84
Jordan Bell,2019-20,0.3,3.94
Jordan Bone,2019-20,0.15,3.92
Jordan Clarkson,2019-20,0.83,4.0
Jordan McLaughlin,2019-20,0.7,4.08
Jordan McRae,2019-20,0.69,3.6
Jordan Poole,2019-20,0.72,3.61
Josh Gray,2019-20,0.44,4.26
Josh Hart,2019-20,0.98,3.91
Josh Jackson,2019-20,0.61,3.9
Josh Magette,2019-20,0.14,3.96
Josh Okogie,2019-20,0.94,4.18
Josh Reaves,2019-20,0.25,3.93
Josh Richardson,2019-20,1.06,3.99
Jrue Holiday,2019-20,1.2,3.72
Juan Toscano-Anderson,2019-20,0.75,4.09
Juancho Hernangomez,2019-20,0.62,4.16
Julius Randle,2019-20,1.03,3.61
Justin Anderson,2019-20,0.34,3.7
Justin Holiday,2019-20,0.88,3.94
Justin Jackson,2019-20,0.53,3.99
Justin James,2019-20,0.25,4.23
Justin Patton,2019-20,0.17,3.58
Justin Robinson,2019-20,0.15,3.55
Justin Wright-Foreman,2019-20,0.37,3.99
Justise Winslow,2019-20,1.05,3.74
Jusuf Nurkic,2019-20,1.07,3.87
Juwan Morgan,2019-20,0.22,3.98
KZ Okpala,2019-20,0.19,3.78
Kadeem Allen,2019-20,0.38,3.59
Karl-Anthony Towns,2019-20,1.11,3.65
Kawhi Leonard,2019-20,1.09,3.7
Keita Bates-Diop,2019-20,0.57,3.84
Kelan Martin,2019-20,0.58,3.98
Keldon Johnson,2019-20,0.66,4.04
Kelly Olynyk,2019-20,0.65,3.77
Kelly Oubre Jr.,2019-20,1.16,3.74
Kemba Walker,2019-20,1.03,3.7
Kendrick Nunn,2019-20,0.96,3.75
Kenrich Williams,2019-20,0.78,4.03
Kent Bazemore,2019-20,0.9,4.1
Kentavious Caldwell-Pope,2019-20,0.9,3.96
Kevin Hervey,2019-20,0.18,3.78
Kevin Huerter,2019-20,1.12,3.98
Kevin Knox II,2019-20,0.61,3.88
Kevin Love,2019-20,0.98,3.63
Kevin Porter Jr.,2019-20,0.82,4.1
Kevon Looney,2019-20,0.45,3.95
Khem Birch,2019-20,0.68,4.08
Khris Middleton,2019-20,1.05,3.78
Khyri Thomas,2019-20,0.26,4.13
Kostas Antetokounmpo,2019-20,0.13,3.73
Kris Dunn,2019-20,0.92,4.05
Kristaps Porzingis,2019-20,0.98,3.58
Ky Bowman,2019-20,0.85,4.28
Kyle Alexander,2019-20,0.28,4.93
Kyle Anderson,2019-20,0.69,3.91
Kyle Guy,2019-20,0.13,4.44
Kyle Korver,2019-20,0.61,4.06
Kyle Kuzma,2019-20,0.88,3.9
Kyle Lowry,2019-20,1.13,3.41
Kyle O'Quinn,2019-20,0.32,3.64
Kyrie Irving,2019-20,1.07,3.58
LaMarcus Aldridge,2019-20,1.06,3.68
Lance Thomas,2019-20,0.5,4.21
Landry Shamet,2019-20,1.02,4.09
Langston Galloway,2019-20,0.89,4.02
Larry Nance Jr.,2019-20,0.88,3.86
Lauri Markkanen,2019-20,1.03,3.8
LeBron James,2019-20,1.03,3.32
Lonnie Walker IV,2019-20,0.56,3.89
Lonzo Ball,2019-20,1.09,3.79
Lou Williams,2019-20,0.89,3.4
Louis King,2019-20,0.21,3.85
Luc Mbah a Moute,2019-20,0.29,3.63
Luguentz Dort,2019-20,0.85,4.2
Luka Doncic,2019-20,1.01,3.46
Luka Samanic,2019-20,0.62,3.96
Luke Kennard,2019-20,1.08,3.82
Luke Kornet,2019-20,0.53,3.85
Malcolm Brogdon,2019-20,0.98,3.59
Malcolm Miller,2019-20,0.22,4.29
Malik Beasley,2019-20,0.74,3.82
Malik Monk,2019-20,0.69,3.84
Malik Newman,2019-20,0.08,3.17
Marc Gasol,2019-20,0.83,3.44
Marco Belinelli,2019-20,0.54,3.84
Marcus Morris Sr.,2019-20,1.03,3.69
Marcus Smart,2019-20,1.05,3.62
Marial Shayok,2019-20,0.25,4.15
Mario Hezonja,2019-20,0.55,3.83
Markelle Fultz,2019-20,0.97,3.92
Markieff Morris,2019-20,0.66,3.64
Marko Guduric,2019-20,0.39,4.0
Marques Bolden,2019-20,0.11,3.32
Marquese Chriss,2019-20,0.71,3.84
Marvin Bagley III,2019-20,0.98,4.2
Marvin Williams,2019-20,0.65,3.88
Mason Plumlee,2019-20,0.6,3.88
Matisse Thybulle,2019-20,0.74,4.32
Matt Mooney,2019-20,0.2,4.5
Matt Thomas,2019-20,0.4,4.27
Matthew Dellavedova,2019-20,0.48,3.84
Maurice Harkless,2019-20,0.85,4.09
Max Strus,2019-20,0.14,4.19
Maxi Kleber,2019-20,0.82,3.71
Melvin Frazier Jr.,2019-20,0.23,3.95
Meyers Leonard,2019-20,0.63,3.68
Mfiondu Kabengele,2019-20,0.17,4.07
Michael Carter-Williams,2019-20,0.65,3.99
Michael Frazier II,2019-20,0.46,4.38
Michael Kidd-Gilchrist,2019-20,0.42,4.11
Michael Porter Jr.,2019-20,0.57,4.08
Mikal Bridges,2019-20,1.05,4.15
Mike Conley,2019-20,0.97,3.81
Mike Muscala,2019-20,0.41,3.81
Mike Scott,2019-20,0.61,4.0
Miles Bridges,2019-20,1.1,4.07
Mitchell Robinson,2019-20,0.81,3.93
Miye Oni,2019-20,0.39,4.26
Mo Bamba,2019-20,0.48,3.92
Monte Morris,2019-20,0.73,3.8
Montrezl Harrell,2019-20,0.89,3.5
Moritz Wagner,2019-20,0.66,3.87
Moses Brown,2019-20,0.13,4.17
Mychal Mulder,2019-20,0.98,3.77
Myles Turner,2019-20,0.97,3.75
Nassir Little,2019-20,0.43,4.27
Naz Mitrou-Long,2019-20,0.27,3.34
Naz Reid,2019-20,0.57,3.86
Nemanja Bjelica,2019-20,0.93,3.74
Nerlens Noel,2019-20,0.63,3.77
Nic Claxton,2019-20,0.41,4.02
Nickeil Alexander-Walker,2019-20,0.45,3.95
Nicolas Batum,2019-20,0.8,4.02
Nicolo Melli,2019-20,0.61,3.97
Nigel Williams-Goss,2019-20,0.15,3.93
Nikola Jokic,2019-20,0.99,3.58
Nikola Vucevic,2019-20,1.04,3.62
Noah Vonleh,2019-20,0.35,3.73
Norman Powell,2019-20,1.03,3.93
Norvel Pelle,2019-20,0.31,3.74
OG Anunoby,2019-20,1.1,4.04
Omari Spellman,2019-20,0.63,3.98
Oshae Brissett,2019-20,0.25,4.04
Otto Porter Jr.,2019-20,0.87,3.99
P.J. Dozier,2019-20,0.49,3.82
P.J. Tucker,2019-20,1.22,3.87
P.J. Washington,2019-20,1.03,3.87
Pascal Siakam,2019-20,1.21,3.78
Pat Connaughton,2019-20,0.69,4.1
Patrick Beverley,2019-20,0.93,3.9
Patrick McCaw,2019-20,0.89,4.0
Patrick Patterson,2019-20,0.43,3.75
Patty Mills,2019-20,0.82,4.0
Paul George,2019-20,0.99,3.7
Paul Millsap,2019-20,0.81,3.82
Paul Watson,2019-20,0.31,4.05
Quinn Cook,2019-20,0.34,4.12
Quinndary Weatherspoon,2019-20,0.27,4.1
RJ Barrett,2019-20,1.09,4.01
Rajon Rondo,2019-20,0.67,3.66
Raul Neto,2019-20,0.42,4.03
Rayjon Tucker,2019-20,0.27,4.14
Reggie Bullock,2019-20,0.81,3.92
Reggie Jackson,2019-20,0.79,3.68
Richaun Holmes,2019-20,0.98,3.83
Ricky Rubio,2019-20,1.03,3.7
Robert Covington,2019-20,1.02,3.67
Robert Williams III,2019-20,0.48,3.83
Robin Lopez,2019-20,0.48,3.85
Rodions Kurucs,2019-20,0.5,3.87
Rodney Hood,2019-20,1.02,3.99
Rodney McGruder,2019-20,0.59,4.14
Romeo Langford,2019-20,0.43,4.2
Rondae Hollis-Jefferson,2019-20,0.72,4.18
Royce O'Neale,2019-20,0.98,3.89
Rudy Gay,2019-20,0.73,3.8
Rudy Gobert,2019-20,1.14,3.78
Rui Hachimura,2019-20,1.1,4.08
Russell Westbrook,2019-20,1.19,3.52
Ryan Anderson,2019-20,0.08,5.54
Ryan Arcidiacono,2019-20,0.6,4.2
Ryan Broekhoff,2019-20,0.38,4.03
Sekou Doumbouya,2019-20,0.7,4.03
Semi Ojeleye,2019-20,0.5,3.85
Serge Ibaka,2019-20,0.89,3.64
Seth Curry,2019-20,0.78,3.74
Shabazz Napier,2019-20,0.76,3.65
Shai Gilgeous-Alexander,2019-20,1.16,3.77
Shake Milton,2019-20,0.68,3.99
Shamorie Ponds,2019-20,0.09,4.47
Shaquille Harrison,2019-20,0.43,4.29
Sindarius Thornwell,2019-20,0.63,4.17
Skal Labissiere,2019-20,0.6,3.99
Solomon Hill,2019-20,0.63,3.81
Spencer Dinwiddie,2019-20,0.97,3.48
Stanley Johnson,2019-20,0.21,3.95
Stanton Kidd,2019-20,0.14,4.74
Stephen Curry,2019-20,0.96,3.78
Sterling Brown,2019-20,0.55,4.19
Steven Adams,2019-20,0.89,3.73
Svi Mykhailiuk,2019-20,0.75,3.94
T.J. Leaf,2019-20,0.27,4.07
T.J. McConnell,2019-20,0.72,4.3
T.J. Warren,2019-20,1.2,4.13
Tacko Fall,2019-20,0.15,3.35
Taj Gibson,2019-20,0.56,3.88
Talen Horton-Tucker,2019-20,0.48,3.94
Tariq Owens,2019-20,0.19,4.21
Taurean Prince,2019-20,0.93,3.59
Terance Mann,2019-20,0.34,4.27
Terence Davis,2019-20,0.63,4.06
Terrance Ferguson,2019-20,0.83,4.21
Terrence Ross,2019-20,0.92,3.83
Terry Rozier,2019-20,1.19,3.98
Thabo Sefolosha,2019-20,0.37,3.96
Thaddeus Young,2019-20,0.86,3.89
Thanasis Antetokounmpo,2019-20,0.26,4.23
Theo Pinson,2019-20,0.4,3.91
Thomas Bryant,2019-20,0.84,3.76
Thon Maker,2019-20,0.46,4.11
Tim Frazier,2019-20,0.45,3.92
Tim Hardaway Jr.,2019-20,0.97,3.77
Timothe Luwawu-Cabarrot,2019-20,0.68,4.12
Tobias Harris,2019-20,1.12,3.78
Tomas Satoransky,2019-20,1.08,4.14
Tony Bradley,2019-20,0.4,4.09
Tony Snell,2019-20,0.87,3.71
Torrey Craig,2019-20,0.68,4.35
Trae Young,2019-20,1.14,3.58
Tremont Waters,2019-20,0.39,3.91
Treveon Graham,2019-20,0.61,4.07
Trevor Ariza,2019-20,0.94,3.79
Trey Burke,2019-20,0.55,4.07
Trey Lyles,2019-20,0.7,3.94
Tristan Thompson,2019-20,1.0,3.95
Troy Brown Jr.,2019-20,0.92,3.94
Troy Daniels,2019-20,0.34,4.01
Ty Jerome,2019-20,0.34,3.74
Tyler Cook,2019-20,0.13,3.78
Tyler Herro,2019-20,0.97,4.06
Tyler Johnson,2019-20,0.64,3.9
Tyler Zeller,2019-20,0.07,3.35
Tyrone Wallace,2019-20,0.42,4.08
Tyson Chandler,2019-20,0.28,3.92
Tyus Jones,2019-20,0.66,4.02
Udonis Haslem,2019-20,0.34,3.67
Vic Law,2019-20,0.31,3.98
Victor Oladipo,2019-20,0.97,3.95
Vince Carter,2019-20,0.46,3.64
Vincent Poirier,2019-20,0.22,4.2
Vlatko Cancar,2019-20,0.11,3.62
Wayne Ellington,2019-20,0.49,3.71
Wendell Carter Jr.,2019-20,1.02,3.84
Wenyen Gabriel,2019-20,0.29,3.96
Wes Iwundu,2019-20,0.66,4.08
Wesley Matthews,2019-20,0.9,3.96
Will Barton,2019-20,1.13,3.92
William Howard,2019-20,0.26,3.86
Willie Cauley-Stein,2019-20,0.74,4.07
Willy Hernangomez,2019-20,0.42,3.93
Wilson Chandler,2019-20,0.7,3.67
Yogi Ferrell,2019-20,0.37,3.93
Yuta Watanabe,2019-20,0.21,4.03
Zach Collins,2019-20,0.91,3.87
Zach LaVine,2019-20,1.24,3.94
Zach Norvell Jr.,2019-20,0.28,4.35
Zhaire Smith,2019-20,0.18,4.34
Zion Williamson,2019-20,1.01,3.95
Zylan Cheatham,2019-20,0.49,4.23
Aaron Gordon,2020-21,0.89,3.71
Aaron Holiday,2020-21,0.66,3.98
Aaron Nesmith,2020-21,0.54,4.15
Abdel Nader,2020-21,0.53,4.1
Adam Mokoka,2020-21,0.15,3.99
Al Horford,2020-21,0.85,3.57
Al-Farouq Aminu,2020-21,0.64,3.91
Alec Burks,2020-21,0.87,3.95
Alekesej Pokusevski,2020-21,0.81,3.86
Alen Smailagic,2020-21,0.2,4.12
Alex Caruso,2020-21,0.76,4.08
Alex Len,2020-21,0.55,3.94
Alfonzo McKinnie,2020-21,0.25,4.39
Alize Johnson,2020-21,0.39,4.24
Amida Brimah,2020-21,0.22,3.76
Amir Coffey,2020-21,0.3,3.88
Anderson Varejao,2020-21,0.25,4.23
Andre Drummond,2020-21,0.9,3.79
Andre Iguodala,2020-21,0.74,3.85
Andre Roberson,2020-21,0.47,4.19
Andrew Wiggins,2020-21,1.16,3.81
Anfernee Simons,2020-21,0.59,4.08
Anthony Davis,2020-21,1.03,3.61
Anthony Edwards,2020-21,1.05,3.7
Anthony Gill,2020-21,0.3,3.88
Anthony Lamb,2020-21,0.61,3.99
Anthony Tolliver,2020-21,0.31,3.77
Anzejs Pasecniks,2020-21,0.18,4.68
Armoni Brooks,2020-21,0.88,3.76
Aron Baynes,2020-21,0.64,3.87
Ashton Hagans,2020-21,0.1,5.19
Austin Rivers,2020-21,0.79,3.87
Avery Bradley,2020-21,0.83,4.11
Axel Toupane,2020-21,0.32,4.18
Bam Adebayo,2020-21,1.14,3.78
Ben McLemore,2020-21,0.63,4.25
Ben Simmons,2020-21,1.09,3.77
Bismack Biyombo,2020-21,0.7,3.84
Blake Griffin,2020-21,0.74,3.42
Boban Marjanovic,2020-21,0.28,3.81
Bobby Portis,2020-21,0.73,3.89
Bogdan Bogdanovic,2020-21,0.99,3.86
Bojan Bogdanovic,2020-21,1.03,3.82
Bol Bol,2020-21,0.17,4.23
Brad Wanamaker,2020-21,0.58,3.75
Bradley Beal,2020-21,1.23,3.8
Brandon Clarke,2020-21,0.86,4.05
Brandon Goodwin,2020-21,0.45,4.03
Brandon Ingram,2020-21,1.12,3.68
Brian Bowen II,2020-21,0.1,3.85
Brodric Thomas,2020-21,0.44,4.11
Brook Lopez,2020-21,0.91,3.62
Bruce Brown,2020-21,0.82,4.0
Bruno Caboclo,2020-21,0.22,3.66
Bruno Fernando,2020-21,0.23,3.92
Bryn Forbes,2020-21,0.69,3.88
Buddy Hield,2020-21,1.2,3.97
CJ Elleby,2020-21,0.23,4.08
CJ McCollum,2020-21,1.13,3.8
Caleb Martin,2020-21,0.6,4.18
Cam Reddish,2020-21,1.06,4.09
Cam Reynolds,2020-21,0.29,3.88
Cameron Johnson,2020-21,0.83,3.95
Cameron Oliver,2020-21,0.73,3.66
Cameron Payne,2020-21,0.61,3.89
Caris LeVert,2020-21,1.07,3.67
Carmelo Anthony,2020-21,0.71,3.46
