PLAYER_NAME,Season,DIST_MILES_DEF,AVG_SPEED_DEF
Duncan Robinson,2021-22,0.85,3.73
Dwight Howard,2021-22,0.54,3.82
Dwight Powell,2021-22,0.76,4.11
Dylan Windler,2021-22,0.33,4.14
Ed Davis,2021-22,0.22,3.93
Elfrid Payton,2021-22,0.39,4.02
Elijah Hughes,2021-22,0.41,3.84
Emanuel Terry,2021-22,0.22,4.29
Emmanuel Mudiay,2021-22,0.24,3.82
Enes Freedom,2021-22,0.37,3.63
Eric Bledsoe,2021-22,0.8,3.57
Eric Gordon,2021-22,0.87,3.33
Eric Paschall,2021-22,0.45,4.03
Eugene Omoruyi,2021-22,0.15,3.71
Evan Fournier,2021-22,1.01,3.99
Evan Mobley,2021-22,1.13,3.85
Facundo Campazzo,2021-22,0.62,3.87
Feron Hunt,2021-22,0.15,4.06
Frank Jackson,2021-22,0.78,3.98
Frank Kaminsky,2021-22,0.68,3.8
Frank Ntilikina,2021-22,0.41,3.97
Franz Wagner,2021-22,1.09,3.98
Fred VanVleet,2021-22,1.23,3.69
Freddie Gillespie,2021-22,0.49,4.21
Furkan Korkmaz,2021-22,0.73,3.92
Gabe Vincent,2021-22,0.8,3.85
Gabe York,2021-22,0.44,3.98
Gabriel Deck,2021-22,0.28,3.97
Gabriel Lundberg,2021-22,0.4,3.86
Garrett Temple,2021-22,0.66,3.97
Garrison Mathews,2021-22,0.92,3.95
Gary Clark,2021-22,0.34,3.85
Gary Harris,2021-22,1.07,4.21
Gary Payton II,2021-22,0.72,4.45
Gary Trent Jr.,2021-22,1.15,3.73
George Hill,2021-22,0.81,3.87
George King,2021-22,0.18,4.11
Georges Niang,2021-22,0.79,3.89
Georgios Kalaitzakis,2021-22,0.55,3.92
Giannis Antetokounmpo,2021-22,1.06,3.45
Goga Bitadze,2021-22,0.52,3.94
Goran Dragic,2021-22,0.81,3.77
Gordon Hayward,2021-22,1.1,3.78
Gorgui Dieng,2021-22,0.28,3.69
Grant Williams,2021-22,0.84,3.96
Grayson Allen,2021-22,1.0,4.01
Greg Brown III,2021-22,0.5,4.07
Greg Monroe,2021-22,0.49,3.85
Hamidou Diallo,2021-22,0.78,4.05
Harrison Barnes,2021-22,1.18,3.91
Hassan Whiteside,2021-22,0.6,3.82
Hassani Gravett,2021-22,0.75,3.97
Haywood Highsmith,2021-22,0.33,4.2
Herbert Jones,2021-22,1.06,3.97
Ignas Brazdeikis,2021-22,0.45,3.99
Immanuel Quickley,2021-22,0.81,3.95
Isaac Bonga,2021-22,0.18,4.46
Isaac Okoro,2021-22,1.07,4.13
Isaiah Hartenstein,2021-22,0.65,4.08
Isaiah Jackson,2021-22,0.55,3.99
Isaiah Joe,2021-22,0.42,4.23
Isaiah Livers,2021-22,0.73,4.09
Isaiah Roby,2021-22,0.68,3.77
Isaiah Stewart,2021-22,0.87,3.84
Isaiah Thomas,2021-22,0.51,3.72
Isaiah Todd,2021-22,0.22,3.88
Ish Smith,2021-22,0.59,3.87
Ish Wainright,2021-22,0.29,4.09
Ivica Zubac,2021-22,0.82,3.86
JT Thor,2021-22,0.28,4.02
Ja Morant,2021-22,1.09,3.77
JaMychal Green,2021-22,0.55,3.91
JaQuori McLaughlin,2021-22,0.1,3.95
JaVale McGee,2021-22,0.51,3.69
Jabari Parker,2021-22,0.33,3.79
Jaden McDaniels,2021-22,0.99,4.2
Jaden Springer,2021-22,0.09,3.99
Jae Crowder,2021-22,0.93,3.67
Jae'Sean Tate,2021-22,0.91,3.88
Jahmi'us Ramsey,2021-22,0.26,3.99
Jaime Echenique,2021-22,0.09,4.25
Jake Layman,2021-22,0.25,3.91
Jakob Poeltl,2021-22,1.06,4.01
Jalen Brunson,2021-22,1.03,3.8
Jalen Green,2021-22,1.08,3.84
Jalen Johnson,2021-22,0.2,4.03
Jalen McDaniels,2021-22,0.59,4.01
Jalen Smith,2021-22,0.64,4.0
Jalen Suggs,2021-22,0.94,3.84
James Bouknight,2021-22,0.38,4.08
James Ennis III,2021-22,0.29,3.85
James Harden,2021-22,1.06,3.25
James Johnson,2021-22,0.64,3.76
Jamorko Pickett,2021-22,0.49,4.09
Jared Butler,2021-22,0.28,3.67
Jared Harper,2021-22,0.27,3.59
Jaren Jackson Jr.,2021-22,0.93,3.88
Jarred Vanderbilt,2021-22,0.96,4.24
Jarrett Allen,2021-22,1.03,3.73
Jarrett Culver,2021-22,0.32,3.91
Jarron Cumberland,2021-22,0.14,3.41
Javin DeLaurier,2021-22,0.13,3.92
Javonte Green,2021-22,0.85,4.15
Javonte Smart,2021-22,0.42,3.99
Jaxson Hayes,2021-22,0.69,3.88
Jay Huff,2021-22,0.19,4.03
Jay Scrubb,2021-22,0.27,4.06
Jaylen Brown,2021-22,1.1,3.74
Jaylen Hoard,2021-22,1.2,4.15
Jaylen Morris,2021-22,0.19,4.02
Jaylen Nowell,2021-22,0.58,3.95
Jaysean Paige,2021-22,0.25,5.08
Jayson Tatum,2021-22,1.11,3.51
Jeff Dowtin,2021-22,0.41,3.91
Jeff Green,2021-22,0.79,3.74
Jemerrio Jones,2021-22,0.27,3.52
Jerami Grant,2021-22,1.01,3.57
Jeremiah Robinson-Earl,2021-22,0.79,3.97
Jeremy Lamb,2021-22,0.55,3.77
Jericho Sims,2021-22,0.47,3.95
Jevon Carter,2021-22,0.54,4.26
Jimmy Butler,2021-22,1.15,3.81
Jock Landale,2021-22,0.39,3.92
Joe Harris,2021-22,1.04,3.97
Joe Ingles,2021-22,0.84,3.8
Joe Johnson,2021-22,0.06,6.15
Joe Wieskamp,2021-22,0.26,4.04
Joel Ayayi,2021-22,0.11,4.07
Joel Embiid,2021-22,1.05,3.55
John Collins,2021-22,1.05,3.84
John Konchar,2021-22,0.66,4.18
Jon Teske,2021-22,0.06,3.72
Jonas Valanciunas,2021-22,0.98,3.72
Jonathan Kuminga,2021-22,0.61,3.97
Jordan Bell,2021-22,0.08,5.81
Jordan Clarkson,2021-22,0.9,3.8
Jordan Goodwin,2021-22,0.1,4.06
Jordan McLaughlin,2021-22,0.55,4.05
Jordan Nwora,2021-22,0.7,4.0
Jordan Poole,2021-22,0.96,3.56
Jordan Schakel,2021-22,0.29,4.2
Jose Alvarado,2021-22,0.61,4.33
Josh Christopher,2021-22,0.65,4.02
Josh Giddey,2021-22,1.08,3.88
Josh Green,2021-22,0.62,4.55
Josh Hart,2021-22,1.13,3.82
Josh Jackson,2021-22,0.56,3.85
Josh Okogie,2021-22,0.42,4.26
Josh Richardson,2021-22,0.85,3.84
Joshua Primo,2021-22,0.71,4.03
Jrue Holiday,2021-22,1.16,3.8
Juan Toscano-Anderson,2021-22,0.49,3.91
Juancho Hernangomez,2021-22,0.41,4.17
Julius Randle,2021-22,1.09,3.59
Justin Anderson,2021-22,0.68,3.84
Justin Champagnie,2021-22,0.3,4.45
Justin Holiday,2021-22,0.94,3.81
Justin Jackson,2021-22,0.15,3.53
Justin Robinson,2021-22,0.47,4.24
Justise Winslow,2021-22,0.58,3.96
Jusuf Nurkic,2021-22,0.94,3.77
Juwan Morgan,2021-22,0.56,3.62
KZ Okpala,2021-22,0.41,4.04
Kai Jones,2021-22,0.11,4.01
Karl-Anthony Towns,2021-22,1.11,3.71
Keifer Sykes,2021-22,0.65,4.03
Keita Bates-Diop,2021-22,0.6,4.02
Kelan Martin,2021-22,0.54,4.03
Keldon Johnson,2021-22,1.1,3.78
Keljin Blevins,2021-22,0.42,4.13
Kelly Olynyk,2021-22,0.62,3.64
Kelly Oubre Jr.,2021-22,0.93,3.87
Kemba Walker,2021-22,0.82,3.75
Kenrich Williams,2021-22,0.78,3.92
Kent Bazemore,2021-22,0.56,4.42
Kentavious Caldwell-Pope,2021-22,0.99,3.78
Kenyon Martin Jr.,2021-22,0.72,3.87
Keon Johnson,2021-22,0.68,3.9
Kessler Edwards,2021-22,0.73,4.1
Kevin Durant,2021-22,1.16,3.43
Kevin Huerter,2021-22,1.0,3.86
Kevin Knox II,2021-22,0.27,4.11
Kevin Love,2021-22,0.71,3.66
Kevin Pangos,2021-22,0.24,4.37
Kevin Porter Jr.,2021-22,1.05,3.85
Kevon Looney,2021-22,0.74,3.88
Khem Birch,2021-22,0.62,4.0
Khris Middleton,2021-22,1.1,3.63
Killian Hayes,2021-22,0.88,3.94
Killian Tillie,2021-22,0.46,4.15
Kira Lewis Jr.,2021-22,0.53,4.2
Klay Thompson,2021-22,1.01,3.77
Kris Dunn,2021-22,0.9,4.04
Kristaps Porzingis,2021-22,0.92,3.67
Kyle Anderson,2021-22,0.74,3.89
Kyle Guy,2021-22,0.34,4.12
Kyle Kuzma,2021-22,1.1,3.78
Kyle Lowry,2021-22,1.03,3.4
Kyrie Irving,2021-22,1.18,3.53
LaMarcus Aldridge,2021-22,0.74,3.8
LaMelo Ball,2021-22,1.15,3.95
Lamar Stevens,2021-22,0.58,4.08
Lance Stephenson,2021-22,0.56,3.46
Landry Shamet,2021-22,0.74,4.01
Langston Galloway,2021-22,0.55,3.92
Larry Nance Jr.,2021-22,0.78,3.88
Lauri Markkanen,2021-22,1.02,3.8
LeBron James,2021-22,1.1,3.3
Leandro Bolmaro,2021-22,0.27,4.3
Lindell Wigginton,2021-22,0.38,4.02
Lindy Waters III,2021-22,0.65,3.98
Lonnie Walker IV,2021-22,0.78,3.71
Lonzo Ball,2021-22,1.2,3.81
Lou Williams,2021-22,0.43,3.5
Louis King,2021-22,0.39,4.05
Luguentz Dort,2021-22,1.1,3.77
Luka Doncic,2021-22,1.01,3.34
Luka Garza,2021-22,0.45,4.2
Luke Kennard,2021-22,0.89,3.68
Luke Kornet,2021-22,0.22,3.96
M.J. Walker,2021-22,0.16,4.03
Mac McClung,2021-22,0.42,3.72
Malachi Flynn,2021-22,0.44,4.06
Malcolm Brogdon,2021-22,1.08,3.59
Malcolm Hill,2021-22,0.42,4.09
Malik Beasley,2021-22,0.85,3.74
Malik Fitts,2021-22,0.14,3.91
Malik Monk,2021-22,0.97,3.84
Malik Newman,2021-22,0.22,2.76
Mamadi Diakite,2021-22,0.5,3.97
Marcus Garrett,2021-22,0.41,4.48
Marcus Morris Sr.,2021-22,0.9,3.57
Marcus Smart,2021-22,1.02,3.57
Markelle Fultz,2021-22,0.71,4.0
Markieff Morris,2021-22,0.59,3.74
Marko Simonovic,2021-22,0.15,4.17
Markus Howard,2021-22,0.2,3.96
Marquese Chriss,2021-22,0.36,3.97
Marvin Bagley III,2021-22,0.88,4.14
Mason Jones,2021-22,0.45,3.88
Mason Plumlee,2021-22,0.86,3.92
Matisse Thybulle,2021-22,0.97,4.28
Matt Mooney,2021-22,0.09,5.5
Matt Ryan,2021-22,0.18,4.34
Matt Thomas,2021-22,0.42,4.16
Maurice Harkless,2021-22,0.64,3.96
Max Strus,2021-22,0.8,3.87
Maxi Kleber,2021-22,0.77,3.67
McKinley Wright IV,2021-22,0.14,4.15
Melvin Frazier Jr.,2021-22,1.32,3.89
Micah Potter,2021-22,0.43,4.67
Michael Porter Jr.,2021-22,1.05,3.98
Mikal Bridges,2021-22,1.28,4.09
Mike Conley,2021-22,0.95,3.76
Mike Muscala,2021-22,0.48,3.78
Miles Bridges,2021-22,1.22,3.79
Miles McBride,2021-22,0.35,4.32
Mitchell Robinson,2021-22,0.87,3.92
Miye Oni,2021-22,0.1,4.18
Mo Bamba,2021-22,0.88,3.88
Monte Morris,2021-22,0.95,3.69
Montrezl Harrell,2021-22,0.75,3.69
Moritz Wagner,2021-22,0.52,3.79
Moses Brown,2021-22,0.3,4.07
Moses Moody,2021-22,0.38,3.78
Moses Wright,2021-22,0.12,4.22
Mychal Mulder,2021-22,0.5,3.87
Myles Powell,2021-22,0.19,4.34
Myles Turner,2021-22,1.0,3.81
Naji Marshall,2021-22,0.49,4.12
Nassir Little,2021-22,0.9,3.95
Nate Hinton,2021-22,0.06,3.42
Nathan Knight,2021-22,0.25,3.73
Naz Reid,2021-22,0.57,3.92
Neemias Queta,2021-22,0.29,3.9
Nemanja Bjelica,2021-22,0.54,3.76
Nerlens Noel,2021-22,0.76,3.86
Nic Claxton,2021-22,0.75,3.99
Nick Richards,2021-22,0.27,4.21
Nickeil Alexander-Walker,2021-22,0.79,3.95
Nicolas Batum,2021-22,0.88,4.02
Nik Stauskas,2021-22,0.16,3.99
Nikola Jokic,2021-22,1.05,3.61
Nikola Vucevic,2021-22,1.05,3.62
Norman Powell,2021-22,1.1,3.78
Norvel Pelle,2021-22,0.19,4.17
OG Anunoby,2021-22,1.22,3.84
Obi Toppin,2021-22,0.63,4.06
Olivier Sarr,2021-22,0.67,4.0
Omer Yurtseven,2021-22,0.44,3.96
Onyeka Okongwu,2021-22,0.71,3.97
Oshae Brissett,2021-22,0.84,3.98
Otto Porter Jr.,2021-22,0.76,3.83
P.J. Dozier,2021-22,0.64,3.8
P.J. Tucker,2021-22,0.97,3.95
P.J. Washington,2021-22,0.94,3.77
Paris Bass,2021-22,0.19,4.22
Pascal Siakam,2021-22,1.22,3.67
Pat Connaughton,2021-22,0.92,3.88
Patrick Beverley,2021-22,0.82,3.67
Patrick Williams,2021-22,0.92,4.09
Patty Mills,2021-22,1.04,4.06
Paul George,2021-22,1.12,3.59
Paul Millsap,2021-22,0.39,3.91
Paul Reed,2021-22,0.29,4.08
Paul Watson,2021-22,0.63,4.01
Payton Pritchard,2021-22,0.48,4.01
Petr Cornelie,2021-22,0.11,4.03
Precious Achiuwa,2021-22,0.83,4.0
Quentin Grimes,2021-22,0.61,3.94
Quinndary Weatherspoon,2021-22,0.24,4.02
R.J. Hampton,2021-22,0.78,4.04
RJ Barrett,2021-22,1.21,3.99
RJ Nembhard Jr.,2021-22,0.15,3.91
Rajon Rondo,2021-22,0.58,3.75
Raul Neto,2021-22,0.66,3.86
Rayjon Tucker,2021-22,0.54,4.19
Reggie Bullock,2021-22,0.97,4.04
Reggie Jackson,2021-22,1.0,3.65
Reggie Perry,2021-22,0.64,3.78
Richaun Holmes,2021-22,0.8,3.74
Ricky Rubio,2021-22,0.91,3.69
Rob Edwards,2021-22,0.18,4.15
Robert Covington,2021-22,0.89,3.64
Robert Williams III,2021-22,0.97,3.79
Robert Woodard II,2021-22,0.13,3.7
Robin Lopez,2021-22,0.56,3.78
Rodney Hood,2021-22,0.46,3.76
Rodney McGruder,2021-22,0.55,4.12
Romeo Langford,2021-22,0.59,4.12
Royce O'Neale,2021-22,1.07,3.84
Rudy Gay,2021-22,0.63,3.77
Rudy Gobert,2021-22,1.09,3.82
Rui Hachimura,2021-22,0.74,3.78
Russell Westbrook,2021-22,1.1,3.55
Ryan Arcidiacono,2021-22,0.28,4.23
Saben Lee,2021-22,0.6,4.13
Saddiq Bey,2021-22,1.11,3.81
Sam Dekker,2021-22,0.03,0.0
Sam Hauser,2021-22,0.2,4.04
Sam Merrill,2021-22,0.35,4.06
Sandro Mamukelashvili,2021-22,0.35,4.08
Santi Aldama,2021-22,0.41,4.23
Scottie Barnes,2021-22,1.27,4.02
Scottie Lewis,2021-22,0.12,3.28
Scotty Hopson,2021-22,0.65,3.95
Sekou Doumbouya,2021-22,0.32,3.74
Semi Ojeleye,2021-22,0.48,3.94
Serge Ibaka,2021-22,0.53,3.67
Seth Curry,2021-22,1.04,3.68
Shai Gilgeous-Alexander,2021-22,1.07,3.5
Shake Milton,2021-22,0.72,3.87
Shaq Buchanan,2021-22,0.18,4.42
Shaquille Harrison,2021-22,0.46,4.31
Sharife Cooper,2021-22,0.11,4.21
Skylar Mays,2021-22,0.27,3.85
Solomon Hill,2021-22,0.36,3.76
Spencer Dinwiddie,2021-22,0.89,3.48
Stanley Johnson,2021-22,0.81,3.96
Stephen Curry,2021-22,1.1,3.5
Sterling Brown,2021-22,0.47,4.25
Steven Adams,2021-22,0.87,3.83
Svi Mykhailiuk,2021-22,0.48,4.17
T.J. McConnell,2021-22,0.91,4.25
Tacko Fall,2021-22,0.16,3.5
Taj Gibson,2021-22,0.63,3.88
Talen Horton-Tucker,2021-22,0.85,3.82
Taurean Prince,2021-22,0.59,3.82
Terance Mann,2021-22,1.03,4.06
Terence Davis,2021-22,0.64,3.91
Terrence Ross,2021-22,0.77,3.75
Terry Rozier,2021-22,1.22,4.05
Terry Taylor,2021-22,0.8,4.11
Thaddeus Young,2021-22,0.55,3.87
Thanasis Antetokounmpo,2021-22,0.36,4.16
Theo Maledon,2021-22,0.62,3.92
Theo Pinson,2021-22,0.26,3.83
Thomas Bryant,2021-22,0.53,3.73
Tim Frazier,2021-22,0.61,3.97
Tim Hardaway Jr.,2021-22,0.96,3.72
Timothe Luwawu-Cabarrot,2021-22,0.48,4.13
Tobias Harris,2021-22,1.14,3.76
Tomas Satoransky,2021-22,0.61,4.13
Tony Bradley,2021-22,0.36,3.94
Tony Snell,2021-22,0.52,3.76
Torrey Craig,2021-22,0.75,4.16
Trae Young,2021-22,1.06,3.46
Trayvon Palmer,2021-22,0.69,4.1
Tre Jones,2021-22,0.63,4.16
Tre Mann,2021-22,0.78,3.95
Tremont Waters,2021-22,0.57,3.43
Trendon Watford,2021-22,0.62,3.77
Trent Forrest,2021-22,0.46,4.21
Trevelin Queen,2021-22,0.27,3.96
Trevon Scott,2021-22,0.18,4.42
Trevor Ariza,2021-22,0.66,3.91
Trey Burke,2021-22,0.37,4.06
Trey Lyles,2021-22,0.69,3.77
Trey Murphy III,2021-22,0.51,4.16
Tristan Thompson,2021-22,0.55,4.01
Troy Brown Jr.,2021-22,0.59,4.25
Ty Jerome,2021-22,0.54,3.63
Tyler Cook,2021-22,0.35,4.09
Tyler Hall,2021-22,0.07,5.49
Tyler Herro,2021-22,1.13,3.92
Tyler Johnson,2021-22,0.53,4.02
Tyrell Terry,2021-22,0.05,3.65
Tyrese Haliburton,2021-22,1.23,3.89
Tyrese Maxey,2021-22,1.24,4.06
Tyrone Wallace,2021-22,0.43,4.01
Tyus Jones,2021-22,0.74,3.94
Udoka Azubuike,2021-22,0.38,3.87
Udonis Haslem,2021-22,0.19,3.44
Usman Garuba,2021-22,0.36,3.9
Vernon Carey Jr.,2021-22,0.24,3.99
Victor Oladipo,2021-22,0.74,3.64
Vit Krejci,2021-22,0.75,3.84
Vlatko Cancar,2021-22,0.4,3.78
Wayne Ellington,2021-22,0.67,3.97
Wayne Selden,2021-22,0.26,4.41
Wendell Carter Jr.,2021-22,0.97,3.62
Wenyen Gabriel,2021-22,0.51,3.91
Wes Iwundu,2021-22,0.99,4.07
Wesley Matthews,2021-22,0.76,3.84
Will Barton,2021-22,1.07,3.86
Willie Cauley-Stein,2021-22,0.32,4.08
Willy Hernangomez,2021-22,0.59,3.94
Xavier Moon,2021-22,0.5,3.91
Xavier Sneed,2021-22,0.15,3.69
Xavier Tillman Sr.,2021-22,0.48,4.05
Yuta Watanabe,2021-22,0.44,4.14
Yves Pons,2021-22,0.22,4.11
Zach Collins,2021-22,0.61,3.8
Zach LaVine,2021-22,1.17,3.82
Zavier Simpson,2021-22,1.39,3.77
Zeke Nnaji,2021-22,0.61,4.07
Ziaire Williams,2021-22,0.75,4.01
Zylan Cheatham,2021-22,0.23,3.66
