PLAYER_NAME,Season,DEF Handoff PPP Rank,DEF Handoff FREQ Rank,GP Rank,DEF Isolation PPP Rank,DEF Isolation FREQ Rank,DEF OffScreen PPP Rank,DEF OffScreen FREQ Rank,DEF Postup PPP Rank,DEF Postup FREQ Rank,DEF PRBallHandler PPP Rank,DEF PRBallHandler FREQ Rank,DEF PRRollman PPP Rank,DEF PRRollman FREQ Rank,DEF Spotup PPP Rank,DEF Spotup FREQ Rank,FREQ 3 Pointers Rank,PLUSMINUS 3 Pointers Rank,FREQ Less Than 6Ft Rank,PLUSMINUS Less Than 6Ft Rank,FREQ Less Than 10Ft Rank,PLUSMINUS Less Than 10Ft Rank,MIN Rank,DEFLECTIONS Rank,PCT_LOOSE_BALLS_RECOVERED_DEF Rank,REB_CONTEST_PCT Rank,AVG_REB_DIST Rank,DIST_MILES_DEF Rank,AVG_SPEED_DEF Rank,DEFLECTIONS Per36 Rank
Marcus Smart,2021-22,0.5362116991643454,0.924791086350975,0.7701949860724234,0.09192200557103064,0.12395543175487465,0.6935933147632312,0.48885793871866295,0.16434540389972144,0.7019498607242339,0.8314763231197771,0.8008356545961003,0.4568245125348189,0.48746518105849584,0.11420612813370473,0.3607242339832869,0.9777158774373259,0.22841225626740946,0.025069637883008356,0.7075208913649025,0.011142061281337047,0.7465181058495822,0.8105849582172702,0.9693593314763231,0.6100278551532033,0.6086350974930362,0.7715877437325905,0.7423398328690808,0.08217270194986072,0.8969359331476323
Terance Mann,2021-22,0.5403899721448467,0.903899721448468,0.9832869080779945,0.40807799442896936,0.41086350974930363,0.3412256267409471,0.8537604456824512,0.17270194986072424,0.6225626740947076,0.41643454038997213,0.7938718662952646,0.8189415041782729,0.4610027855153203,0.4456824512534819,0.26740947075208915,0.2381615598885794,0.5571030640668524,0.7771587743732591,0.3231197771587744,0.841225626740947,0.3384401114206128,0.6545961002785515,0.5139275766016713,0.2604456824512535,0.6142061281337048,0.3161559888579387,0.7576601671309192,0.871866295264624,0.3426183844011142
Tyrese Maxey,2021-22,0.4860724233983287,0.8147632311977716,0.8732590529247911,0.5988857938718662,0.13649025069637882,0.5222841225626741,0.66991643454039,0.8050139275766016,0.3203342618384401,0.5612813370473537,0.9554317548746518,0.8217270194986073,0.6963788300835655,0.6504178272980501,0.22284122562674094,0.6977715877437326,0.44986072423398327,0.11559888579387187,0.47493036211699163,0.14623955431754876,0.6072423398328691,0.9526462395543176,0.5403899721448467,0.9944289693593314,0.06267409470752089,0.9261838440111421,0.9944289693593314,0.871866295264624,0.1671309192200557
Khris Middleton,2021-22,0.8440111420612814,0.7729805013927576,0.616991643454039,0.8426183844011143,0.807799442896936,0.5598885793871866,0.6392757660167131,0.5515320334261838,0.181058495821727,0.7910863509749304,0.4972144846796657,0.8607242339832869,0.43454038997214484,0.6949860724233984,0.7896935933147632,0.883008356545961,0.6713091922005571,0.20055710306406685,0.5515320334261838,0.11281337047353761,0.5389972144846796,0.8175487465181058,0.8746518105849582,0.5682451253481894,0.37186629526462395,0.4860724233983287,0.8676880222841226,0.116991643454039,0.7214484679665738
Gary Harris,2021-22,0.807799442896936,0.9777158774373259,0.5041782729805014,0.33565459610027853,0.22284122562674094,0.6128133704735376,0.6392757660167131,0.7186629526462396,0.5403899721448467,0.7200557103064067,0.8454038997214485,0.25487465181058494,0.3969359331476323,0.3064066852367688,0.2827298050139276,0.8105849582172702,0.628133704735376,0.06963788300835655,0.7158774373259053,0.13509749303621169,0.46518105849582175,0.6448467966573816,0.7019498607242339,0.7883008356545961,0.04178272980501393,0.9456824512534819,0.8161559888579387,0.9721448467966574,0.6518105849582173
Mikal Bridges,2021-22,0.5222841225626741,0.6671309192200557,0.9944289693593314,0.5111420612813371,0.27715877437325903,0.6518105849582173,0.8997214484679665,0.5376044568245125,0.2757660167130919,0.4596100278551532,0.9721448467966574,0.7576601671309192,0.43454038997214484,0.6504178272980501,0.20612813370473537,0.5194986072423399,0.4206128133704735,0.4832869080779944,0.6601671309192201,0.36908077994428967,0.5793871866295265,0.9289693593314763,0.8272980501392758,0.6420612813370473,0.66991643454039,0.6796657381615598,1.0,0.8969359331476323,0.6016713091922006
Russell Westbrook,2021-22,0.6824512534818942,0.9401114206128134,0.9442896935933147,0.47075208913649025,0.2562674094707521,0.6267409470752089,0.575208913649025,0.2604456824512535,0.415041782729805,0.5947075208913649,0.6727019498607242,0.8997214484679665,0.6323119777158774,0.38857938718662954,0.4972144846796657,0.6142061281337048,0.628133704735376,0.46935933147632314,0.8871866295264624,0.3286908077994429,0.9387186629526463,0.8955431754874652,0.7423398328690808,0.7409470752089137,0.5710306406685237,0.43036211699164345,0.8676880222841226,0.06824512534818941,0.46518105849582175
Trae Young,2021-22,0.9192200557103064,0.7186629526462396,0.8997214484679665,0.16434540389972144,0.10306406685236769,0.8802228412256268,0.5919220055710307,0.3746518105849582,0.5668523676880223,0.8105849582172702,0.7284122562674095,0.3565459610027855,0.7270194986072424,0.7270194986072424,0.35097493036211697,0.786908077994429,0.5194986072423399,0.12256267409470752,0.8871866295264624,0.19080779944289694,0.8844011142061281,0.935933147632312,0.6866295264623955,0.4387186629526462,0.011142061281337047,0.9749303621169917,0.8008356545961003,0.034818941504178275,0.3816155988857939
Donovan Mitchell,2021-22,0.8662952646239555,0.9930362116991643,0.6532033426183844,0.8008356545961003,0.052924791086350974,0.467966573816156,0.616991643454039,0.7061281337047354,0.14763231197771587,0.6350974930362117,0.8565459610027855,0.9665738161559888,0.25348189415041783,0.15459610027855153,0.36908077994428967,0.8105849582172702,0.4206128133704735,0.24512534818941503,0.9401114206128134,0.22423398328690808,0.9442896935933147,0.8802228412256268,0.9025069637883009,0.7270194986072424,0.3328690807799443,0.8899721448467967,0.7423398328690808,0.019498607242339833,0.7298050139275766
Jordan Poole,2021-22,0.9108635097493036,0.9860724233983287,0.8997214484679665,0.8774373259052924,0.20891364902506965,0.6323119777158774,0.8537604456824512,0.9317548746518106,0.3593314763231198,0.14206128133704735,0.5348189415041783,0.2924791086350975,0.6323119777158774,0.40668523676880225,0.6434540389972145,0.8565459610027855,0.5194986072423399,0.24512534818941503,0.6350974930362117,0.3286908077994429,0.5863509749303621,0.7353760445682451,0.3969359331476323,0.5557103064066853,0.08217270194986072,0.8537604456824512,0.6364902506963789,0.07381615598885793,0.17827298050139276
Jordan Clarkson,2021-22,0.7841225626740947,1.0,0.9596100278551533,0.11142061281337047,0.13649025069637882,0.33147632311977715,0.8788300835654597,0.22562674094707522,0.116991643454039,0.25487465181058494,0.596100278551532,0.924791086350975,0.5571030640668524,0.6462395543175488,0.5083565459610028,0.8913649025069638,0.16573816155988857,0.15459610027855153,0.5835654596100278,0.16016713091922005,0.5487465181058496,0.5738161559888579,0.4373259052924791,0.3551532033426184,0.35097493036211697,0.6183844011142061,0.5598885793871866,0.37604456824512533,0.3203342618384401
Royce O'Neale,2021-22,0.7520891364902507,0.9832869080779945,0.9261838440111421,0.5376044568245125,0.5710306406685237,0.8161559888579387,0.7994428969359332,0.6963788300835655,0.3997214484679666,0.5612813370473537,0.9651810584958217,0.3161559888579387,0.26740947075208915,0.6239554317548747,0.12256267409470752,0.45264623955431754,0.7896935933147632,0.383008356545961,0.3955431754874652,0.2883008356545961,0.5543175487465181,0.7674094707520891,0.7144846796657381,0.5988857938718662,0.41225626740947074,0.4860724233983287,0.8161559888579387,0.47493036211699163,0.5459610027855153
Olivier Sarr,2021-22,0.07938718662952646,0.07938718662952646,0.025069637883008356,0.10167130919220056,0.08495821727019498,0.09610027855153204,0.09610027855153204,0.21030640668523676,0.8746518105849582,0.054317548746518104,0.052924791086350974,0.7674094707520891,0.9944289693593314,0.7896935933147632,0.03064066852367688,0.20891364902506965,0.9832869080779945,0.8537604456824512,0.7743732590529248,0.9220055710306406,0.692200557103064,0.23119777158774374,0.0988857938718663,0.052924791086350974,0.8259052924791086,0.2590529247910863,0.2381615598885794,0.7883008356545961,0.1894150417827298
Derrick Favors,2021-22,0.07938718662952646,0.07938718662952646,0.19498607242339833,0.03899721448467967,0.29526462395543174,0.09610027855153204,0.09610027855153204,0.5654596100278552,0.9554317548746518,0.054317548746518104,0.052924791086350974,0.8774373259052924,0.9596100278551533,0.7994428969359332,0.005571030640668524,0.11142061281337047,0.7144846796657381,0.20055710306406685,0.17409470752089137,0.11281337047353761,0.2757660167130919,0.09749303621169916,0.17827298050139276,0.005571030640668524,0.9498607242339833,0.11838440111420613,0.03064066852367688,0.37604456824512533,0.4958217270194986
Robin Lopez,2021-22,0.07938718662952646,0.07938718662952646,0.17270194986072424,0.6727019498607242,0.036211699164345405,0.09610027855153204,0.09610027855153204,0.9972144846796658,0.181058495821727,0.054317548746518104,0.052924791086350974,0.27298050139275765,0.9888579387186629,0.9442896935933147,0.0988857938718663,0.08635097493036212,0.10306406685236769,0.7103064066852368,0.2883008356545961,0.4818941504178273,0.5515320334261838,0.11002785515320335,0.002785515320334262,0.10445682451253482,1.0,0.24233983286908078,0.0584958217270195,0.33565459610027853,0.002785515320334262
Keon Johnson,2021-22,0.07938718662952646,0.07938718662952646,0.025069637883008356,0.6727019498607242,0.3565459610027855,0.31058495821727017,0.9456824512534819,0.628133704735376,0.8885793871866295,0.31197771587743733,0.45264623955431754,0.116991643454039,0.116991643454039,0.2520891364902507,0.9303621169916435,0.5194986072423399,0.06406685236768803,0.9540389972144847,0.8481894150417827,0.8732590529247911,0.935933147632312,0.21587743732590528,0.479108635097493,1.0,0.6142061281337048,0.83008356545961,0.2479108635097493,0.6002785515320335,0.724233983286908
