PLAYER_NAME,DEF Handoff PPP,DEF Handoff FREQ,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36,Cluster,Archetype
Cameron Johnson,1.111,0.063,0.869,0.106,1.125,0.07,0.833,0.063,0.72,0.292,0.9,0.017,0.943,0.303,0.343,-0.004,0.355,-0.019,0.455,-0.045,0.553,0.252,7.8,0.88,3.79,1.7450381679389313,0, Positional Perimeter Guard
Kyrie Irving,1.111,0.097,1.091,0.059,1.111,0.048,0.975,0.108,0.795,0.355,0.0,0.0,0.837,0.263,0.347,-0.01,0.385,-0.068,0.472,-0.038,0.594,0.189,8.4,1.18,3.53,2.575531914893617,2,Off-Ball Chaser
Malcolm Brogdon,1.026,0.092,0.515,0.078,1.097,0.073,0.826,0.055,0.812,0.429,0.667,0.028,1.049,0.192,0.32,-0.027,0.368,-0.018,0.487,-0.005,0.4,0.259,8.3,1.08,3.59,1.461492537313433,0, Positional Perimeter Guard
Tobias Harris,0.889,0.061,0.806,0.139,0.962,0.07,0.942,0.07,0.847,0.238,1.029,0.046,1.047,0.26,0.308,-0.069,0.376,0.05,0.47,0.015,0.559,0.266,6.1,1.14,3.76,1.2724137931034485,6,Versatile Positional Wing
Eric Bledsoe,0.851,0.096,1.158,0.039,0.438,0.033,1.1,0.041,0.9,0.389,0.833,0.025,1.03,0.337,0.394,0.003,0.358,0.001,0.481,-0.034,0.486,0.192,9.4,0.8,3.57,2.642857142857143,5,Perimeter Ball-Hawk
Kevin Durant,0.8,0.076,0.98,0.075,0.73,0.056,1.174,0.035,0.944,0.163,1.333,0.023,1.051,0.448,0.436,-0.002,0.338,-0.084,0.404,-0.061,0.413,0.27,7.3,1.16,3.43,1.529032258064516,0, Positional Perimeter Guard
Marcus Morris Sr.,1.139,0.081,0.871,0.14,0.727,0.05,1.0,0.029,1.188,0.155,0.636,0.025,1.131,0.396,0.448,-0.002,0.325,0.03,0.398,0.032,0.48,0.199,7.7,0.9,3.57,0.9682758620689657,0, Positional Perimeter Guard
Kevin Porter Jr.,0.976,0.061,1.077,0.076,1.06,0.073,0.932,0.064,0.941,0.37,1.0,0.023,1.031,0.279,0.366,-0.021,0.426,0.072,0.504,0.082,0.414,0.251,7.3,1.05,3.85,2.426837060702875,5,Perimeter Ball-Hawk
Shai Gilgeous-Alexander,0.854,0.076,0.542,0.038,1.056,0.057,1.13,0.036,0.857,0.243,0.0,0.0,1.263,0.487,0.437,0.063,0.375,-0.031,0.441,-0.013,0.511,0.245,7.9,1.07,3.5,2.7804034582132564,2,Off-Ball Chaser
Immanuel Quickley,0.82,0.079,1.257,0.056,1.051,0.062,1.0,0.024,0.788,0.337,1.0,0.035,1.056,0.367,0.419,-0.016,0.339,-0.053,0.413,-0.055,0.526,0.11,8.6,0.81,3.95,1.7610389610389607,0, Positional Perimeter Guard
Joshua Primo,1.024,0.104,0.742,0.078,0.75,0.081,1.12,0.063,0.915,0.296,1.083,0.03,1.026,0.291,0.316,0.014,0.391,-0.046,0.526,-0.055,0.429,0.31,8.1,0.71,4.03,1.6414507772020726,0, Positional Perimeter Guard
Hamidou Diallo,1.024,0.091,0.833,0.08,1.257,0.078,0.677,0.069,0.958,0.267,0.0,0.0,1.128,0.332,0.394,0.041,0.378,-0.054,0.452,-0.046,0.604,0.277,6.2,0.78,4.05,3.55068493150685,2,Off-Ball Chaser
Ja Morant,0.933,0.075,0.806,0.052,0.567,0.05,0.8,0.05,0.902,0.357,1.0,0.025,1.104,0.337,0.343,-0.007,0.403,-0.082,0.493,-0.075,0.557,0.218,8.2,1.09,3.77,2.1752265861027187,0, Positional Perimeter Guard
Will Barton,0.724,0.095,1.206,0.056,1.182,0.108,0.865,0.06,0.828,0.237,1.0,0.029,1.071,0.369,0.389,-0.002,0.373,0.028,0.45,0.034,0.536,0.176,6.1,1.07,3.86,1.502803738317757,0, Positional Perimeter Guard
Malik Monk,0.56,0.106,0.852,0.076,0.839,0.088,1.071,0.04,0.833,0.263,1.304,0.033,1.022,0.322,0.338,-0.017,0.401,0.034,0.505,0.023,0.424,0.184,7.1,0.97,3.84,1.4604982206405692,0, Positional Perimeter Guard
Joe Ingles,1.049,0.123,0.368,0.057,0.788,0.099,0.0,0.0,0.688,0.374,0.0,0.0,0.649,0.231,0.425,-0.108,0.281,0.103,0.371,0.117,0.385,0.176,10.0,0.84,3.8,1.4746987951807229,2,Off-Ball Chaser
Saddiq Bey,1.024,0.064,0.734,0.121,0.947,0.058,0.972,0.109,0.854,0.199,0.462,0.02,1.106,0.331,0.349,0.006,0.377,-0.039,0.482,-0.023,0.41,0.247,7.5,1.11,3.81,1.6800000000000002,0, Positional Perimeter Guard
Chris Duarte,1.0,0.081,1.029,0.064,0.977,0.083,1.185,0.051,0.939,0.31,0.0,0.0,0.852,0.368,0.365,-0.084,0.389,-0.027,0.469,-0.02,0.632,0.195,7.9,1.03,4.14,2.1085714285714285,2,Off-Ball Chaser
P.J. Tucker,0.956,0.056,0.756,0.112,0.936,0.058,0.949,0.048,0.978,0.167,1.222,0.033,0.929,0.402,0.453,-0.007,0.282,-0.006,0.365,-0.01,0.492,0.362,6.6,0.97,3.95,1.793548387096774,0, Positional Perimeter Guard
Jarred Vanderbilt,0.935,0.075,1.129,0.113,0.884,0.07,1.0,0.05,0.839,0.151,1.08,0.041,0.919,0.382,0.357,-0.028,0.403,-0.049,0.48,-0.037,0.657,0.394,5.0,0.96,4.24,3.855118110236221,5,Perimeter Ball-Hawk
Dillon Brooks,0.935,0.11,1.043,0.055,0.844,0.076,1.063,0.038,0.757,0.325,1.5,0.024,1.097,0.32,0.376,0.039,0.32,-0.029,0.425,-0.042,0.464,0.242,9.0,1.02,4.0,2.9631768953068587,5,Perimeter Ball-Hawk
Harrison Barnes,0.683,0.082,0.889,0.082,1.052,0.075,1.053,0.049,1.039,0.265,0.786,0.036,1.352,0.306,0.358,0.04,0.376,0.006,0.469,0.005,0.489,0.291,7.0,1.18,3.91,1.0178571428571428,0, Positional Perimeter Guard
Aaron Wiggins,1.189,0.077,1.2,0.073,0.698,0.089,1.364,0.023,0.834,0.351,0.0,0.0,1.012,0.355,0.373,-0.039,0.359,0.022,0.446,0.046,0.615,0.298,7.4,0.92,4.24,1.9338842975206607,2,Off-Ball Chaser
Jalen Suggs,0.936,0.097,1.208,0.05,0.778,0.075,0.679,0.058,0.756,0.356,0.7,0.021,1.11,0.321,0.398,-0.026,0.357,-0.047,0.437,-0.055,0.485,0.251,7.2,0.94,3.84,3.2823529411764705,5,Perimeter Ball-Hawk
Malik Beasley,0.898,0.094,0.788,0.063,1.085,0.09,1.263,0.036,0.75,0.176,1.154,0.025,0.973,0.431,0.436,-0.032,0.331,0.005,0.415,0.023,0.581,0.172,9.5,0.85,3.74,1.1664,0, Positional Perimeter Guard
D'Angelo Russell,0.815,0.08,1.167,0.071,0.815,0.04,1.067,0.044,0.896,0.227,1.063,0.024,0.916,0.457,0.389,-0.051,0.376,0.019,0.457,0.023,0.485,0.162,9.3,1.01,3.56,2.1329153605015674,0, Positional Perimeter Guard
Bradley Beal,1.125,0.095,0.611,0.043,0.909,0.078,1.086,0.083,0.795,0.265,0.727,0.026,1.079,0.359,0.426,-0.029,0.343,0.036,0.403,0.04,0.467,0.265,7.9,1.16,3.74,1.93,0, Positional Perimeter Guard
Danny Green,1.047,0.078,0.681,0.085,0.833,0.076,1.0,0.065,0.945,0.328,1.667,0.038,1.036,0.301,0.351,0.048,0.334,0.022,0.435,0.018,0.667,0.223,8.3,0.82,4.25,3.2532110091743114,5,Perimeter Ball-Hawk
Mike Conley,0.804,0.075,0.825,0.054,1.132,0.051,0.852,0.036,0.767,0.485,0.765,0.023,0.907,0.231,0.371,0.015,0.311,-0.01,0.416,-0.018,0.558,0.157,10.2,0.95,3.76,2.555244755244755,5,Perimeter Ball-Hawk
Anthony Edwards,0.714,0.086,0.83,0.064,1.267,0.061,0.967,0.041,0.872,0.213,0.667,0.016,0.986,0.473,0.419,0.01,0.377,-0.01,0.446,-0.012,0.575,0.187,7.9,1.11,3.63,2.623906705539359,5,Perimeter Ball-Hawk
Darius Garland,0.852,0.076,0.824,0.048,0.915,0.083,1.067,0.042,0.815,0.365,1.611,0.025,1.06,0.281,0.389,0.007,0.344,0.053,0.431,0.046,0.378,0.138,11.1,1.13,3.66,1.9260504201680668,0, Positional Perimeter Guard
Tim Hardaway Jr.,1.306,0.098,0.926,0.073,1.375,0.043,0.692,0.071,0.793,0.329,1.25,0.043,0.928,0.302,0.371,-0.01,0.358,0.016,0.44,0.034,0.722,0.288,8.0,0.96,3.72,1.5932432432432433,0, Positional Perimeter Guard
Jalen Green,1.022,0.079,0.658,0.065,1.029,0.118,1.122,0.07,0.982,0.281,1.455,0.019,1.125,0.301,0.366,0.035,0.441,0.053,0.513,0.068,0.5,0.181,7.4,1.08,3.84,1.4670846394984327,0, Positional Perimeter Guard
Jalen Brunson,0.783,0.085,0.7,0.042,0.93,0.061,0.657,0.05,0.894,0.293,0.647,0.024,0.993,0.405,0.445,-0.007,0.308,0.053,0.393,0.046,0.563,0.155,9.1,1.03,3.8,1.162382445141066,0, Positional Perimeter Guard
Kyle Kuzma,0.758,0.089,0.707,0.142,0.714,0.05,0.924,0.095,0.952,0.21,0.889,0.026,1.043,0.236,0.252,-0.026,0.422,-0.053,0.538,-0.062,0.433,0.28,5.2,1.1,3.78,0.8946107784431138,4,Versatile Rim Protector
Isaac Okoro,0.635,0.101,0.783,0.082,0.788,0.071,1.0,0.03,0.88,0.443,0.8,0.021,1.013,0.213,0.34,-0.055,0.343,0.002,0.458,-0.022,0.422,0.299,10.4,1.07,4.13,1.6662162162162162,0, Positional Perimeter Guard
Bogdan Bogdanovic,1.021,0.071,1.0,0.077,1.179,0.059,0.909,0.05,0.925,0.304,1.294,0.026,1.029,0.363,0.383,0.021,0.336,0.022,0.436,0.021,0.6,0.224,7.6,0.97,3.75,2.395904436860068,5,Perimeter Ball-Hawk
Cory Joseph,0.96,0.092,0.956,0.083,1.0,0.048,1.14,0.079,1.012,0.312,0.889,0.033,0.836,0.305,0.343,0.004,0.412,-0.009,0.497,0.01,0.528,0.241,8.8,0.89,4.1,1.873170731707317,0, Positional Perimeter Guard
Dorian Finney-Smith,0.676,0.066,0.767,0.08,0.782,0.073,0.939,0.046,0.892,0.336,1.108,0.034,1.055,0.287,0.345,-0.003,0.329,-0.034,0.425,-0.016,0.485,0.368,7.2,1.13,4.02,2.1927272727272724,5,Perimeter Ball-Hawk
De'Andre Hunter,1.195,0.064,0.891,0.086,0.96,0.078,0.789,0.03,0.847,0.368,0.769,0.02,1.006,0.282,0.379,0.022,0.313,-0.009,0.403,-0.018,0.56,0.335,7.0,1.0,3.78,1.618791946308725,0, Positional Perimeter Guard
Austin Rivers,0.942,0.098,1.294,0.064,0.818,0.062,0.852,0.051,0.849,0.399,0.9,0.019,1.007,0.254,0.355,0.007,0.351,0.048,0.454,0.031,0.7,0.175,10.1,0.75,3.92,2.361990950226244,5,Perimeter Ball-Hawk
Troy Brown Jr.,0.907,0.121,1.25,0.071,1.273,0.098,0.947,0.042,0.886,0.254,0.294,0.038,1.143,0.313,0.356,0.026,0.364,0.027,0.47,0.022,0.577,0.32,6.9,0.59,4.25,1.4625,0, Positional Perimeter Guard
Terry Rozier,0.891,0.07,0.842,0.072,1.094,0.041,1.0,0.033,0.878,0.324,1.115,0.033,1.023,0.388,0.376,0.012,0.37,0.022,0.458,0.036,0.564,0.217,8.3,1.22,4.05,2.093768545994065,0, Positional Perimeter Guard
Luguentz Dort,0.891,0.081,0.5,0.036,1.245,0.078,1.1,0.015,0.854,0.497,0.9,0.015,1.028,0.26,0.482,-0.015,0.274,0.01,0.346,0.023,0.697,0.245,8.4,1.1,3.77,1.9376146788990825,0, Positional Perimeter Guard
Reggie Jackson,0.731,0.084,1.222,0.056,0.718,0.049,0.907,0.054,0.871,0.31,0.964,0.035,0.959,0.365,0.388,-0.038,0.342,-0.052,0.439,-0.042,0.465,0.16,9.4,1.0,3.65,1.3038461538461537,0, Positional Perimeter Guard
Coby White,0.833,0.105,1.323,0.054,1.0,0.056,0.862,0.051,0.989,0.323,0.417,0.021,0.946,0.325,0.347,-0.014,0.388,0.003,0.493,0.017,0.5,0.214,7.9,0.92,3.83,1.1781818181818182,0, Positional Perimeter Guard
Grant Williams,1.159,0.057,0.843,0.173,0.773,0.028,1.036,0.072,0.984,0.163,0.964,0.036,1.041,0.283,0.352,0.015,0.331,-0.012,0.436,-0.033,0.556,0.35,6.3,0.84,3.96,1.5196721311475412,6,Versatile Positional Wing
Alec Burks,0.864,0.07,0.673,0.058,0.865,0.061,0.875,0.038,0.948,0.413,1.13,0.027,0.953,0.299,0.423,-0.04,0.313,0.028,0.392,0.018,0.542,0.206,7.5,0.97,3.9,2.114685314685315,0, Positional Perimeter Guard
Miles Bridges,1.238,0.043,0.954,0.111,1.208,0.049,0.818,0.056,0.932,0.181,1.121,0.034,0.961,0.422,0.39,-0.019,0.353,-0.029,0.433,-0.022,0.441,0.3,6.4,1.22,3.79,1.5109859154929577,0, Positional Perimeter Guard
Evan Fournier,0.839,0.089,0.864,0.063,1.109,0.066,1.333,0.03,0.912,0.278,1.091,0.016,0.926,0.41,0.378,-0.034,0.357,0.036,0.44,0.041,0.526,0.243,10.7,1.01,3.99,2.086779661016949,0, Positional Perimeter Guard
Bruce Brown,0.743,0.1,0.756,0.058,0.843,0.073,0.82,0.071,0.8,0.377,0.769,0.018,0.925,0.265,0.351,-0.058,0.364,-0.067,0.473,-0.058,0.412,0.31,6.3,0.87,4.0,3.3804878048780487,5,Perimeter Ball-Hawk
Talen Horton-Tucker,1.178,0.074,1.051,0.097,0.929,0.069,1.032,0.051,0.884,0.283,1.2,0.033,0.98,0.326,0.418,-0.007,0.323,0.001,0.436,-0.007,0.552,0.29,8.0,0.85,3.82,2.6142857142857143,5,Perimeter Ball-Hawk
Raul Neto,1.104,0.092,1.026,0.074,0.964,0.053,1.214,0.08,0.827,0.385,1.067,0.029,1.135,0.254,0.349,0.006,0.356,0.049,0.465,0.037,0.512,0.112,10.2,0.66,3.86,2.406122448979592,5,Perimeter Ball-Hawk
Pat Connaughton,1.082,0.081,1.033,0.05,0.821,0.047,0.659,0.068,0.721,0.173,1.588,0.028,1.092,0.453,0.458,0.004,0.309,0.024,0.401,0.048,0.643,0.293,7.2,0.92,3.88,1.7307692307692308,0, Positional Perimeter Guard
Gary Trent Jr.,1.019,0.078,1.038,0.08,0.902,0.077,1.273,0.033,0.763,0.286,0.824,0.026,1.128,0.364,0.415,0.029,0.357,0.048,0.421,0.045,0.746,0.173,9.1,1.15,3.73,3.4971428571428573,5,Perimeter Ball-Hawk
Avery Bradley,0.93,0.105,0.966,0.054,1.051,0.072,1.083,0.044,0.877,0.435,1.045,0.041,1.122,0.212,0.386,0.038,0.358,0.137,0.453,0.112,0.75,0.228,9.8,0.84,4.2,2.458149779735683,5,Perimeter Ball-Hawk
Bojan Bogdanovic,0.855,0.102,1.056,0.117,1.25,0.059,0.906,0.053,1.13,0.152,0.739,0.038,1.061,0.298,0.388,0.047,0.336,-0.026,0.435,-0.02,0.455,0.253,7.8,1.05,3.81,0.8621359223300971,0, Positional Perimeter Guard
Monte Morris,0.779,0.098,1.209,0.062,0.809,0.068,1.031,0.046,0.836,0.327,0.81,0.03,1.07,0.311,0.384,-0.041,0.347,0.046,0.458,0.064,0.535,0.133,10.0,0.95,3.69,1.3966555183946487,0, Positional Perimeter Guard
Austin Reaves,1.149,0.077,0.779,0.126,1.167,0.059,0.95,0.033,0.756,0.328,1.217,0.038,0.978,0.3,0.351,-0.062,0.374,0.007,0.479,0.006,0.476,0.264,8.1,0.85,4.12,1.7534482758620689,0, Positional Perimeter Guard
Patty Mills,1.0,0.08,0.925,0.079,0.934,0.091,0.882,0.05,0.929,0.294,0.688,0.024,0.937,0.307,0.408,-0.018,0.337,0.034,0.429,0.022,0.543,0.122,10.9,1.04,4.06,1.2413793103448276,0, Positional Perimeter Guard
Franz Wagner,0.771,0.083,0.9,0.095,0.956,0.08,1.071,0.05,0.769,0.251,1.032,0.037,1.021,0.344,0.371,0.011,0.338,-0.085,0.431,-0.072,0.483,0.261,8.7,1.09,3.98,2.181107491856678,0, Positional Perimeter Guard
Reggie Bullock,0.786,0.117,1.017,0.098,0.634,0.068,1.278,0.03,0.882,0.367,0.824,0.028,0.881,0.252,0.294,-0.054,0.397,0.023,0.495,0.03,0.621,0.216,8.3,0.97,4.04,1.62,0, Positional Perimeter Guard
Ayo Dosunmu,0.733,0.098,0.766,0.061,1.083,0.062,0.813,0.042,0.899,0.505,1.333,0.016,0.942,0.178,0.286,-0.045,0.424,0.007,0.533,0.014,0.614,0.21,8.9,0.98,4.06,1.7737226277372269,0, Positional Perimeter Guard
Chris Paul,0.918,0.104,0.591,0.038,0.703,0.063,0.757,0.063,0.855,0.294,0.231,0.022,0.995,0.36,0.415,-0.017,0.361,0.03,0.423,0.026,0.629,0.193,9.0,0.96,3.21,2.9434650455927054,5,Perimeter Ball-Hawk
De'Anthony Melton,0.812,0.113,0.974,0.062,1.065,0.102,0.697,0.054,0.803,0.349,1.133,0.025,1.094,0.262,0.312,0.052,0.466,0.017,0.556,0.008,0.554,0.244,7.1,0.79,3.91,4.472246696035242,5,Perimeter Ball-Hawk
Jayson Tatum,0.687,0.104,0.8,0.088,0.837,0.054,1.021,0.059,0.939,0.267,0.611,0.023,0.891,0.311,0.377,-0.029,0.379,-0.065,0.452,-0.048,0.418,0.229,6.7,1.11,3.51,1.5442896935933148,0, Positional Perimeter Guard
Dejounte Murray,0.967,0.071,1.043,0.054,0.939,0.058,1.093,0.051,0.904,0.454,1.429,0.025,1.019,0.252,0.344,0.004,0.468,-0.028,0.538,-0.001,0.585,0.218,6.2,1.23,3.87,4.127586206896552,5,Perimeter Ball-Hawk
Zach LaVine,0.784,0.1,0.929,0.075,1.088,0.077,1.03,0.044,0.844,0.285,1.471,0.023,1.353,0.335,0.457,0.081,0.304,-0.006,0.381,-0.021,0.381,0.175,6.4,1.17,3.82,1.0685878962536022,0, Positional Perimeter Guard
Cade Cunningham,1.093,0.073,0.838,0.101,1.138,0.079,0.925,0.072,1.042,0.226,0.824,0.023,1.05,0.38,0.352,0.011,0.421,-0.051,0.518,-0.029,0.523,0.284,6.9,1.09,3.73,2.539877300613497,6,Versatile Positional Wing
Deni Avdija,0.766,0.089,0.95,0.138,0.932,0.085,1.148,0.063,1.004,0.258,0.952,0.024,0.955,0.283,0.329,-0.036,0.391,-0.058,0.504,-0.055,0.417,0.292,4.6,0.83,3.91,1.91900826446281,4,Versatile Rim Protector
Devonte' Graham,1.071,0.083,1.143,0.052,1.2,0.067,1.094,0.047,0.858,0.322,1.0,0.03,1.072,0.348,0.43,0.002,0.303,0.073,0.403,0.052,0.547,0.159,11.4,0.94,3.74,2.07887323943662,0, Positional Perimeter Guard
Cole Anthony,0.952,0.084,1.063,0.064,1.196,0.068,0.941,0.068,0.948,0.386,1.048,0.028,1.01,0.279,0.374,0.031,0.323,0.004,0.42,0.007,0.489,0.172,6.8,1.08,3.8,1.453627760252366,0, Positional Perimeter Guard
Desmond Bane,0.845,0.086,0.96,0.061,0.923,0.095,0.735,0.041,0.822,0.369,1.038,0.032,0.996,0.282,0.39,-0.02,0.309,-0.045,0.405,-0.06,0.473,0.204,7.1,1.02,3.9,2.1624161073825503,0, Positional Perimeter Guard
Matisse Thybulle,0.741,0.111,0.957,0.064,0.878,0.101,0.864,0.03,0.832,0.413,1.056,0.025,0.681,0.226,0.331,-0.116,0.353,-0.018,0.459,-0.025,0.763,0.252,9.7,0.97,4.28,5.308235294117647,5,Perimeter Ball-Hawk
Corey Kispert,0.772,0.154,1.102,0.096,0.98,0.097,1.071,0.055,0.816,0.201,1.083,0.023,1.211,0.287,0.333,0.003,0.377,0.0,0.475,-0.009,0.512,0.201,8.8,0.82,3.99,0.9384615384615383,0, Positional Perimeter Guard
DeMar DeRozan,1.216,0.076,0.838,0.055,0.955,0.066,1.3,0.06,0.784,0.187,1.476,0.031,0.891,0.385,0.329,-0.013,0.423,0.018,0.511,0.005,0.444,0.217,8.2,1.11,3.5,1.5457063711911356,0, Positional Perimeter Guard
Jimmy Butler,1.088,0.11,1.091,0.064,0.789,0.074,1.065,0.06,0.724,0.259,1.333,0.023,0.935,0.36,0.449,-0.049,0.325,0.02,0.395,0.029,0.415,0.375,6.8,1.15,3.81,2.771681415929204,5,Perimeter Ball-Hawk
Devin Vassell,1.105,0.092,0.909,0.071,1.059,0.082,0.806,0.05,0.8,0.372,0.0,0.0,1.026,0.249,0.308,0.011,0.447,-0.032,0.538,-0.017,0.729,0.317,6.4,1.0,3.96,2.452747252747253,2,Off-Ball Chaser
RJ Barrett,0.926,0.069,0.678,0.06,0.848,0.067,1.122,0.042,0.844,0.36,0.92,0.026,0.997,0.335,0.421,-0.023,0.331,0.014,0.398,0.018,0.5,0.222,7.3,1.21,3.99,0.9495652173913044,0, Positional Perimeter Guard
Devin Booker,0.851,0.093,0.855,0.078,0.917,0.06,0.974,0.048,0.912,0.286,1.0,0.02,0.931,0.365,0.382,-0.032,0.349,-0.053,0.427,-0.03,0.485,0.184,8.0,1.12,3.63,1.8365217391304347,0, Positional Perimeter Guard
De'Aaron Fox,0.865,0.093,0.55,0.05,0.972,0.045,0.821,0.035,1.052,0.438,1.357,0.018,1.022,0.287,0.39,0.019,0.361,0.049,0.443,0.051,0.417,0.149,9.6,1.2,3.74,2.5801699716713884,5,Perimeter Ball-Hawk
Andrew Wiggins,0.73,0.096,0.833,0.071,0.965,0.061,0.848,0.035,0.821,0.312,0.759,0.031,1.045,0.334,0.404,-0.014,0.358,-0.045,0.453,-0.05,0.359,0.324,6.7,1.08,3.74,1.6363636363636365,0, Positional Perimeter Guard
Herbert Jones,0.857,0.082,1.038,0.085,0.935,0.049,1.14,0.046,0.878,0.383,1.053,0.02,1.092,0.29,0.403,0.019,0.319,-0.027,0.413,-0.015,0.441,0.314,9.0,1.06,3.97,3.7565217391304353,5,Perimeter Ball-Hawk
Aaron Gordon,1.0,0.077,1.066,0.087,1.0,0.066,1.0,0.023,0.824,0.35,0.833,0.034,0.961,0.291,0.35,-0.017,0.358,-0.021,0.465,-0.025,0.38,0.374,6.6,1.04,3.81,1.0334384858044166,0, Positional Perimeter Guard
Javonte Green,1.0,0.113,0.932,0.074,1.125,0.054,0.905,0.071,0.876,0.284,0.75,0.02,1.123,0.272,0.359,0.012,0.373,-0.043,0.474,-0.027,0.551,0.373,6.2,0.85,4.15,3.261538461538462,5,Perimeter Ball-Hawk
Jrue Holiday,0.985,0.074,0.7,0.043,0.75,0.069,0.727,0.036,0.879,0.392,0.611,0.019,1.075,0.33,0.448,0.035,0.289,-0.02,0.375,-0.026,0.636,0.342,7.9,1.16,3.8,2.987234042553192,5,Perimeter Ball-Hawk
Kentavious Caldwell-Pope,1.03,0.086,0.933,0.059,0.981,0.071,0.914,0.076,0.925,0.42,1.5,0.024,1.062,0.231,0.35,-0.019,0.376,0.029,0.464,0.026,0.458,0.199,8.7,0.99,3.78,2.3125827814569537,5,Perimeter Ball-Hawk
Kevin Huerter,0.873,0.1,1.048,0.079,1.13,0.087,0.8,0.038,0.881,0.351,0.938,0.02,0.941,0.277,0.375,0.0,0.347,0.032,0.448,0.031,0.548,0.201,9.0,1.0,3.86,2.1405405405405404,0, Positional Perimeter Guard
Grayson Allen,1.045,0.114,1.214,0.047,1.074,0.092,1.087,0.039,0.894,0.176,1.034,0.049,0.984,0.431,0.463,-0.023,0.296,-0.031,0.389,-0.019,0.578,0.158,8.7,1.0,4.01,1.912087912087912,0, Positional Perimeter Guard
Davion Mitchell,0.933,0.094,0.733,0.057,1.033,0.077,0.939,0.042,0.779,0.45,1.105,0.024,0.967,0.229,0.403,-0.009,0.312,-0.012,0.399,-0.027,0.521,0.148,10.6,0.97,3.92,1.9104693140794224,0, Positional Perimeter Guard
Jaylen Brown,0.947,0.107,0.947,0.054,0.811,0.075,1.02,0.07,0.929,0.298,1.0,0.031,1.014,0.307,0.392,-0.013,0.344,-0.015,0.44,-0.023,0.379,0.257,6.9,1.1,3.74,1.8964285714285716,0, Positional Perimeter Guard
Keldon Johnson,1.042,0.089,0.712,0.074,0.942,0.065,0.984,0.08,0.857,0.279,1.235,0.021,1.062,0.283,0.362,-0.006,0.383,-0.067,0.472,-0.058,0.54,0.287,5.7,1.1,3.78,1.4783699059561128,0, Positional Perimeter Guard
Marcus Smart,0.881,0.106,0.585,0.052,1.0,0.054,0.686,0.064,0.982,0.355,0.864,0.028,0.877,0.278,0.454,-0.028,0.285,0.017,0.361,0.024,0.527,0.306,8.9,1.02,3.57,3.221052631578948,5,Perimeter Ball-Hawk
Terance Mann,0.882,0.104,0.862,0.071,0.75,0.078,0.708,0.059,0.83,0.352,1.227,0.027,1.005,0.258,0.319,0.001,0.402,-0.034,0.512,-0.025,0.421,0.309,6.1,1.03,4.06,1.6741258741258742,0, Positional Perimeter Guard
Tyrese Maxey,0.852,0.095,0.959,0.053,0.902,0.066,1.103,0.042,0.874,0.42,1.229,0.038,1.058,0.242,0.392,-0.008,0.32,-0.014,0.414,0.006,0.792,0.138,10.2,1.24,4.06,1.3869688385269123,0, Positional Perimeter Guard
Khris Middleton,1.086,0.092,1.129,0.111,0.918,0.064,0.962,0.034,0.957,0.243,1.3,0.026,1.07,0.372,0.428,0.012,0.332,-0.003,0.406,-0.005,0.513,0.236,7.1,1.1,3.63,2.477777777777778,5,Perimeter Ball-Hawk
Gary Harris,1.056,0.122,0.829,0.059,0.947,0.064,1.063,0.054,0.927,0.369,0.333,0.025,0.955,0.261,0.413,0.008,0.31,0.018,0.412,-0.015,0.59,0.123,10.5,1.07,4.21,2.218309859154929,5,Perimeter Ball-Hawk
Mikal Bridges,0.871,0.084,0.912,0.062,0.967,0.082,0.953,0.039,0.843,0.433,1.138,0.026,1.058,0.236,0.37,-0.01,0.361,0.01,0.443,0.003,0.538,0.335,8.3,1.28,4.09,2.1206896551724137,0, Positional Perimeter Guard
Russell Westbrook,0.965,0.11,0.894,0.061,0.957,0.059,0.811,0.048,0.881,0.305,1.346,0.034,0.983,0.303,0.382,0.008,0.36,0.049,0.437,0.061,0.569,0.293,6.8,1.1,3.55,1.910204081632653,0, Positional Perimeter Guard
Trae Young,1.181,0.088,0.683,0.05,1.204,0.06,0.867,0.055,0.97,0.322,0.758,0.04,1.076,0.275,0.408,-0.002,0.322,0.049,0.42,0.043,0.484,0.095,10.9,1.06,3.46,1.7742120343839545,0, Positional Perimeter Guard
Donovan Mitchell,1.099,0.133,1.083,0.039,0.868,0.062,1.053,0.031,0.894,0.37,1.545,0.018,0.894,0.279,0.413,-0.01,0.337,0.064,0.424,0.065,0.563,0.227,9.7,1.02,3.37,2.513609467455621,5,Perimeter Ball-Hawk
Jordan Poole,1.165,0.13,1.158,0.058,0.961,0.078,1.276,0.044,0.621,0.258,0.636,0.034,0.991,0.333,0.421,-0.002,0.337,0.007,0.437,0.004,0.511,0.154,9.4,0.96,3.56,1.416,0, Positional Perimeter Guard
