PLAYER_NAME,Season,Cut PPP,Cut FREQ,GP,Handoff PPP,Handoff FREQ,Isolation PPP,Isolation FREQ,OffScreen PPP,OffScreen FREQ,Postup PPP,Postup FREQ,PRBallHandler PPP,PRBallHandler FREQ,PRRollman PPP,PRRollman FREQ,OffRebound PPP,OffRebound FREQ,Spotup PPP,Spotup FREQ,Transition PPP,Transition FREQ,MIN,DRIVE_PASSES_PCT,FG3A,USG_PCT,POTENTIAL_AST FREQ,Restricted Area FREQ,In The Paint (Non-RA) FREQ,Mid-Range FREQ,3P FREQ,Drives FREQ,PULL_UP FREQ,CATCH_SHOOT FREQ,Cluster,Archetype
Damion Lee,2021-22,1.444,0.099,63,0.829,0.09,0.0,0.0,1.121,0.127,0.0,0.0,0.4,0.044,0.0,0.0,1.5,0.022,0.961,0.393,1.175,0.125,19.9,0.427,3.0,0.156,0.3098591549295774,0.4516129032258064,0.2580645161290322,0.2903225806451613,0.4918032786885246,0.4225352112676056,0.2131147540983606,0.4590163934426229,6,Spot-Up Shooter
Zach LaVine,2021-22,1.641,0.026,67,1.065,0.051,1.02,0.13,1.0,0.067,0.769,0.026,0.959,0.338,1.2,0.007,0.714,0.009,1.19,0.136,1.277,0.168,34.7,0.278,7.1,0.284,0.3826086956521739,0.4905660377358491,0.160377358490566,0.3490566037735849,0.4011299435028249,0.4304347826086956,0.480225988700565,0.1581920903954802,13,Iso-Wing Creator
Devin Booker,2021-22,1.488,0.025,68,0.738,0.062,0.916,0.13,1.034,0.085,0.889,0.026,0.99,0.277,1.1,0.006,1.138,0.017,1.147,0.126,1.213,0.203,34.5,0.324,7.0,0.313,0.3320158102766798,0.2071428571428571,0.3,0.4928571428571429,0.3349282296650718,0.383399209486166,0.5645933014354068,0.1722488038277512,13,Iso-Wing Creator
Grant Williams,2021-22,1.255,0.095,77,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.047,0.9,0.019,1.087,0.043,1.185,0.05,1.139,0.484,1.186,0.161,24.4,0.43,3.4,0.123,0.2941176470588236,0.5909090909090908,0.3181818181818181,0.0909090909090909,0.6071428571428572,0.2352941176470588,0.0714285714285714,0.5535714285714286,14,Glue Guy
Josh Green,2021-22,1.4,0.14,67,0.2,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.044,0.0,0.0,0.846,0.04,0.919,0.383,1.28,0.255,15.5,0.51,1.2,0.13,0.5,0.5769230769230769,0.2692307692307692,0.1538461538461538,0.3157894736842105,0.5227272727272726,0.1578947368421052,0.2894736842105263,14,Glue Guy
Tyler Herro,2021-22,1.386,0.032,66,0.895,0.103,0.783,0.093,0.92,0.063,0.0,0.0,0.879,0.328,0.0,0.0,1.529,0.012,1.225,0.15,1.064,0.158,32.6,0.395,6.7,0.278,0.3894230769230768,0.2884615384615384,0.3173076923076923,0.3942307692307691,0.3941176470588235,0.5673076923076923,0.4823529411764705,0.2117647058823529,9,Aggressive Guard
Lamar Stevens,2021-22,1.173,0.133,63,1.235,0.043,0.588,0.043,0.0,0.0,0.462,0.033,0.895,0.049,0.0,0.0,1.16,0.064,0.844,0.345,1.184,0.223,16.1,0.243,1.0,0.169,0.2833333333333333,0.5365853658536585,0.2682926829268292,0.1951219512195121,0.196078431372549,0.3999999999999999,0.2156862745098039,0.2352941176470588,3,Versatile Wing Slasher
Taj Gibson,2021-22,1.277,0.214,52,0.0,0.0,0.0,0.0,0.0,0.0,1.182,0.05,0.0,0.0,0.86,0.195,0.854,0.218,1.257,0.159,1.2,0.068,18.2,0.6,0.7,0.099,0.3095238095238096,0.5833333333333334,0.2083333333333333,0.2083333333333333,0.2187499999999999,0.0238095238095238,0.03125,0.40625,12,Stretch Big
Will Barton,2021-22,1.475,0.037,71,0.843,0.065,0.893,0.078,0.853,0.031,0.4,0.009,0.797,0.219,0.0,0.0,1.032,0.029,0.943,0.242,1.175,0.248,32.1,0.389,6.1,0.205,0.4489795918367347,0.4615384615384615,0.3076923076923077,0.2307692307692307,0.4841269841269841,0.4149659863945578,0.3174603174603174,0.3174603174603174,3,Versatile Wing Slasher
Derrick Jones Jr.,2021-22,1.311,0.176,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152,0.129,1.175,0.156,0.779,0.301,1.696,0.18,17.6,0.182,1.2,0.119,0.24,0.8846153846153845,0.1153846153846153,0.0,0.3157894736842105,0.12,0.0,0.3157894736842105,2,Off-Ball Big
Kevin Durant,2021-22,1.261,0.031,55,1.043,0.064,1.097,0.195,1.13,0.104,1.126,0.091,1.045,0.165,0.667,0.016,1.286,0.009,1.117,0.133,1.192,0.138,37.2,0.305,5.5,0.31,0.4,0.1621621621621621,0.3378378378378378,0.5,0.270935960591133,0.362962962962963,0.5615763546798029,0.2167487684729064,13,Iso-Wing Creator
Corey Kispert,2021-22,1.541,0.063,77,0.717,0.078,0.0,0.0,0.681,0.08,0.0,0.0,1.1,0.034,1.0,0.024,1.259,0.046,1.108,0.441,1.29,0.182,23.4,0.385,4.2,0.142,0.2195121951219512,0.5599999999999999,0.2799999999999999,0.16,0.6268656716417911,0.1707317073170731,0.1194029850746268,0.582089552238806,6,Spot-Up Shooter
Kentavious Caldwell-Pope,2021-22,1.39,0.042,77,0.771,0.071,0.754,0.062,1.147,0.096,0.0,0.0,0.831,0.126,1.412,0.017,0.889,0.018,1.091,0.344,1.086,0.189,30.2,0.346,5.3,0.185,0.2903225806451613,0.2727272727272727,0.2363636363636363,0.4909090909090909,0.4907407407407407,0.282258064516129,0.3611111111111111,0.4166666666666666,0,Off-Guard Shot-Creator
Malik Monk,2021-22,1.357,0.042,76,0.903,0.062,0.698,0.053,1.078,0.064,0.0,0.0,0.886,0.177,1.444,0.036,1.706,0.017,1.015,0.26,1.242,0.241,28.1,0.566,5.8,0.195,0.4210526315789473,0.6078431372549019,0.2549019607843137,0.1372549019607843,0.5321100917431192,0.5263157894736842,0.2935779816513761,0.3302752293577982,3,Versatile Wing Slasher
Pat Connaughton,2021-22,1.4,0.072,65,1.067,0.082,0.0,0.0,1.0,0.047,0.0,0.0,0.762,0.038,1.297,0.067,1.364,0.02,1.161,0.438,1.274,0.192,26.0,0.504,5.7,0.137,0.3125,0.7,0.2,0.1,0.7500000000000001,0.2375,0.0394736842105263,0.7236842105263158,6,Spot-Up Shooter
Rui Hachimura,2021-22,1.333,0.095,42,1.4,0.034,0.714,0.079,0.0,0.0,0.93,0.097,0.813,0.036,1.438,0.036,1.438,0.036,1.006,0.38,1.26,0.165,22.5,0.231,2.9,0.205,0.2019230769230769,0.3548387096774194,0.2419354838709677,0.4032258064516129,0.3186813186813186,0.2788461538461538,0.2967032967032967,0.3626373626373626,7,Big-Wing Secondary Creator
Torrey Craig,2021-22,1.302,0.128,51,0.636,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.0,0.0,1.281,0.096,0.906,0.382,1.148,0.182,20.5,0.375,3.0,0.139,0.3666666666666666,0.6153846153846154,0.2307692307692307,0.1538461538461538,0.5263157894736842,0.2499999999999999,0.1403508771929824,0.4912280701754385,14,Glue Guy
Trendon Watford,2021-22,1.077,0.147,48,0.0,0.0,1.133,0.042,0.0,0.0,1.154,0.073,0.0,0.0,0.882,0.096,1.286,0.099,0.778,0.153,1.239,0.26,18.1,0.333,0.8,0.169,0.5072463768115941,0.5416666666666667,0.3958333333333333,0.0625,0.1428571428571428,0.3333333333333333,0.1071428571428571,0.1964285714285714,1,Versatile Big Creator
OG Anunoby,2021-22,1.571,0.042,48,0.776,0.059,0.614,0.122,0.957,0.028,0.84,0.113,0.705,0.073,0.941,0.02,1.13,0.055,1.06,0.3,1.367,0.154,36.0,0.455,6.6,0.204,0.2941176470588235,0.55,0.2125,0.2375,0.4551724137931034,0.4176470588235293,0.2689655172413793,0.3517241379310344,7,Big-Wing Secondary Creator
Terry Rozier,2021-22,1.571,0.026,73,0.925,0.081,1.0,0.051,1.193,0.09,0.0,0.0,0.842,0.177,1.043,0.017,1.378,0.028,1.132,0.275,1.072,0.211,33.7,0.483,8.1,0.227,0.4486486486486487,0.4430379746835444,0.329113924050633,0.2278481012658228,0.50625,0.5459459459459459,0.33125,0.35,0,Off-Guard Shot-Creator
Myles Turner,2021-22,1.41,0.08,42,0.4,0.02,0.0,0.0,0.0,0.0,1.161,0.127,0.0,0.0,1.16,0.165,1.543,0.071,1.112,0.327,1.204,0.1,29.4,0.107,4.4,0.173,0.1238938053097345,0.5599999999999999,0.36,0.08,0.4680851063829787,0.1592920353982301,0.0744680851063829,0.4680851063829787,1,Versatile Big Creator
Derrick Favors,2021-22,1.25,0.217,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.429,0.929,0.138,0.467,0.148,0.0,0.0,16.7,0.0,0.4,0.131,0.25,0.4186046511627906,0.255813953488372,0.3255813953488371,0.0851063829787234,0.0,0.0212765957446808,0.4468085106382978,1,Versatile Big Creator
DeMar DeRozan,2021-22,1.5,0.018,76,1.164,0.034,1.133,0.165,0.967,0.047,1.098,0.063,1.028,0.416,0.0,0.0,1.241,0.015,1.07,0.124,1.199,0.08,36.1,0.357,1.9,0.308,0.3828125,0.2119565217391304,0.2554347826086957,0.532608695652174,0.094059405940594,0.5859375,0.6039603960396039,0.1237623762376237,13,Iso-Wing Creator
Josh Christopher,2021-22,1.421,0.057,74,0.457,0.052,0.535,0.064,0.0,0.0,0.0,0.0,0.874,0.214,0.0,0.0,1.214,0.042,0.882,0.253,0.954,0.229,18.0,0.35,2.6,0.205,0.4269662921348314,0.5581395348837209,0.3488372093023256,0.0930232558139535,0.3823529411764706,0.5168539325842696,0.2647058823529412,0.25,15,Pass-First Willing Shooter
Max Strus,2021-22,1.317,0.064,68,0.854,0.15,0.0,0.0,1.034,0.183,0.0,0.0,1.057,0.055,1.167,0.028,0.0,0.0,1.246,0.33,1.322,0.141,23.3,0.441,6.5,0.177,0.231578947368421,0.7222222222222222,0.1666666666666666,0.1111111111111111,0.7831325301204819,0.1684210526315789,0.1566265060240964,0.6506024096385542,8,Movement Shooter
Kyle Anderson,2021-22,1.174,0.079,69,0.824,0.029,0.5,0.055,0.714,0.024,0.0,0.0,0.857,0.108,0.688,0.027,1.0,0.084,0.977,0.302,0.882,0.218,21.5,0.297,1.6,0.156,0.573170731707317,0.4150943396226416,0.4528301886792453,0.1320754716981132,0.2352941176470588,0.4634146341463414,0.2058823529411764,0.2205882352941176,3,Versatile Wing Slasher
Anthony Edwards,2021-22,1.174,0.03,72,0.972,0.07,0.907,0.181,0.91,0.043,0.0,0.0,0.852,0.267,0.0,0.0,0.966,0.019,1.079,0.156,1.239,0.181,34.3,0.344,8.4,0.262,0.3708920187793428,0.6333333333333333,0.2,0.1666666666666666,0.4855491329479768,0.5070422535211269,0.3930635838150288,0.1907514450867052,9,Aggressive Guard
Tristan Thompson,2021-22,1.152,0.222,30,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.068,0.0,0.0,0.86,0.275,0.836,0.266,0.0,0.0,1.154,0.063,15.7,0.14,0.1,0.168,0.1666666666666666,0.5744680851063831,0.4042553191489362,0.0212765957446808,0.0212765957446808,0.1212121212121212,0.0212765957446808,0.0212765957446808,4,Interior Big
Ja Morant,2021-22,1.576,0.021,57,1.0,0.044,0.994,0.112,1.0,0.02,0.0,0.0,0.921,0.453,0.0,0.0,1.0,0.028,0.935,0.088,1.213,0.192,33.1,0.285,4.5,0.33,0.4551971326164875,0.4906832298136646,0.4347826086956521,0.0745341614906832,0.2184466019417475,0.7491039426523297,0.3058252427184466,0.0970873786407767,9,Aggressive Guard
Aaron Wiggins,2021-22,1.3,0.094,50,1.1,0.023,0.6,0.023,0.0,0.0,0.0,0.0,0.783,0.108,0.0,0.0,1.069,0.068,0.843,0.39,1.094,0.225,24.2,0.384,2.8,0.149,0.3170731707317074,0.55,0.425,0.025,0.417910447761194,0.5,0.0597014925373134,0.3731343283582089,3,Versatile Wing Slasher
Robin Lopez,2021-22,1.3,0.15,37,0.0,0.0,0.0,0.0,0.0,0.0,0.873,0.412,0.0,0.0,1.13,0.086,1.119,0.157,0.857,0.052,0.0,0.0,17.0,0.129,0.2,0.182,0.3676470588235294,0.3703703703703703,0.537037037037037,0.0925925925925925,0.0363636363636363,0.1323529411764706,0.0545454545454545,0.0363636363636363,1,Versatile Big Creator
Isaiah Roby,2021-22,1.083,0.114,45,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.026,0.0,0.0,1.109,0.24,1.024,0.1,1.022,0.214,1.277,0.197,21.1,0.292,2.2,0.185,0.3295454545454545,0.6,0.3399999999999999,0.06,0.3055555555555556,0.2727272727272727,0.0694444444444444,0.2777777777777778,12,Stretch Big
Jeremiah Robinson-Earl,2021-22,1.063,0.123,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.318,1.026,0.1,0.849,0.272,1.255,0.121,22.2,0.406,3.4,0.152,0.2948717948717949,0.606060606060606,0.2121212121212121,0.1818181818181818,0.5151515151515151,0.0897435897435897,0.0303030303030303,0.5909090909090909,12,Stretch Big
Jalen Smith,2021-22,1.667,0.118,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.071,0.0,0.0,1.172,0.227,1.3,0.118,0.958,0.278,1.393,0.11,18.1,0.179,2.4,0.193,0.0884955752212389,0.5434782608695653,0.3043478260869565,0.1521739130434782,0.3478260869565217,0.0707964601769911,0.0434782608695652,0.4057971014492753,12,Stretch Big
Kevin Love,2021-22,1.316,0.04,74,0.846,0.041,0.742,0.033,0.842,0.04,0.887,0.159,0.917,0.013,1.272,0.121,1.22,0.063,1.127,0.292,1.246,0.121,22.5,0.242,6.4,0.239,0.2595419847328244,0.3421052631578947,0.2631578947368421,0.3947368421052631,0.6213592233009708,0.0610687022900763,0.1844660194174757,0.5728155339805825,7,Big-Wing Secondary Creator
Nicolas Batum,2021-22,1.316,0.086,59,0.962,0.059,0.0,0.0,0.65,0.045,0.0,0.0,0.818,0.025,1.133,0.068,0.0,0.0,1.255,0.48,1.066,0.138,24.8,0.514,4.6,0.13,0.4411764705882352,0.45,0.1,0.45,0.6969696969696969,0.088235294117647,0.1363636363636363,0.6818181818181819,6,Spot-Up Shooter
De'Andre Hunter,2021-22,1.441,0.047,53,0.882,0.047,0.787,0.085,0.891,0.077,0.846,0.036,0.878,0.103,0.913,0.032,0.813,0.022,1.013,0.326,1.167,0.184,29.8,0.217,3.7,0.194,0.1641791044776119,0.3943661971830985,0.3098591549295775,0.295774647887324,0.3425925925925925,0.417910447761194,0.2592592592592592,0.3518518518518518,7,Big-Wing Secondary Creator
Gary Harris,2021-22,1.324,0.057,61,0.961,0.157,0.6,0.023,1.171,0.063,0.0,0.0,0.523,0.131,0.0,0.0,0.647,0.026,1.089,0.309,1.359,0.196,28.4,0.393,5.0,0.16,0.3454545454545455,0.4523809523809523,0.238095238095238,0.3095238095238095,0.5494505494505495,0.3363636363636364,0.2417582417582418,0.4505494505494505,0,Off-Guard Shot-Creator
Danilo Gallinari,2021-22,1.455,0.047,66,0.938,0.023,0.912,0.096,0.357,0.02,1.058,0.17,0.643,0.06,1.154,0.074,0.824,0.024,1.179,0.373,1.264,0.075,25.3,0.333,4.5,0.182,0.2788461538461538,0.2608695652173913,0.2391304347826087,0.5,0.5,0.2403846153846153,0.3222222222222222,0.4333333333333333,7,Big-Wing Secondary Creator
Saddiq Bey,2021-22,1.455,0.025,82,0.973,0.055,0.899,0.089,0.884,0.071,0.781,0.054,0.844,0.109,1.118,0.025,1.05,0.045,1.005,0.325,1.103,0.166,33.0,0.357,7.4,0.209,0.3395061728395062,0.46875,0.28125,0.25,0.5323741007194245,0.345679012345679,0.2733812949640287,0.4100719424460431,7,Big-Wing Secondary Creator
Daniel Theis,2021-22,1.412,0.243,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417,0.257,1.05,0.143,0.905,0.15,1.083,0.086,20.8,0.346,2.3,0.162,0.3230769230769231,0.6410256410256411,0.2307692307692307,0.1282051282051282,0.3709677419354838,0.0923076923076923,0.032258064516129,0.4838709677419354,12,Stretch Big
Doug McDermott,2021-22,1.143,0.08,51,1.182,0.146,0.0,0.0,0.929,0.161,0.0,0.0,0.974,0.074,0.0,0.0,1.231,0.025,1.088,0.301,1.312,0.176,24.0,0.28,5.0,0.178,0.2075471698113208,0.5121951219512194,0.3170731707317072,0.1707317073170731,0.5494505494505495,0.320754716981132,0.1648351648351648,0.4835164835164836,8,Movement Shooter
Chris Duarte,2021-22,1.143,0.055,55,0.78,0.108,0.824,0.067,0.455,0.043,0.0,0.0,0.861,0.19,1.5,0.013,0.88,0.033,1.01,0.266,1.158,0.183,28.0,0.37,4.6,0.207,0.2746478873239437,0.4328358208955223,0.2238805970149253,0.3432835820895522,0.4070796460176991,0.4647887323943662,0.415929203539823,0.247787610619469,0,Off-Guard Shot-Creator
Stanley Johnson,2021-22,1.143,0.132,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.031,0.786,0.044,1.533,0.047,0.882,0.428,1.114,0.22,22.8,0.395,2.2,0.125,0.4761904761904762,0.5483870967741935,0.3225806451612903,0.1290322580645161,0.4230769230769231,0.3968253968253968,0.1153846153846153,0.4230769230769231,14,Glue Guy
Devin Vassell,2021-22,1.067,0.052,71,0.966,0.101,0.0,0.0,0.884,0.05,0.0,0.0,0.741,0.125,0.0,0.0,1.077,0.03,1.011,0.422,1.237,0.176,27.3,0.371,5.4,0.184,0.2845528455284553,0.2909090909090909,0.3272727272727272,0.3818181818181818,0.5,0.3577235772357724,0.3055555555555555,0.4629629629629629,6,Spot-Up Shooter
Bojan Bogdanovic,2021-22,1.306,0.031,69,1.093,0.037,0.603,0.05,1.076,0.136,0.894,0.082,1.097,0.063,0.857,0.024,1.083,0.031,1.18,0.289,1.089,0.215,30.9,0.268,6.8,0.232,0.1840490797546012,0.4328358208955223,0.4328358208955223,0.1343283582089552,0.5074626865671642,0.3803680981595091,0.2238805970149253,0.4029850746268656,7,Big-Wing Secondary Creator
Chuma Okeke,2021-22,1.353,0.051,70,0.982,0.083,0.722,0.027,1.094,0.048,0.733,0.023,0.702,0.071,1.0,0.026,1.235,0.026,0.839,0.45,1.059,0.154,25.0,0.47,5.3,0.159,0.3736263736263736,0.5,0.3,0.1999999999999999,0.6463414634146342,0.3406593406593406,0.1951219512195122,0.5487804878048781,6,Spot-Up Shooter
Avery Bradley,2021-22,1.122,0.104,62,0.818,0.056,0.0,0.0,1.438,0.041,0.0,0.0,0.968,0.078,0.895,0.048,1.286,0.035,0.945,0.37,1.06,0.213,22.7,0.429,3.4,0.119,0.2903225806451612,0.409090909090909,0.2272727272727272,0.3636363636363636,0.6071428571428572,0.1612903225806451,0.2321428571428571,0.5357142857142857,6,Spot-Up Shooter
RJ Barrett,2021-22,1.07,0.028,70,1.118,0.05,0.849,0.069,0.725,0.026,0.955,0.029,0.751,0.263,0.0,0.0,0.919,0.024,0.923,0.263,1.106,0.209,34.5,0.301,5.8,0.268,0.2624434389140271,0.5575221238938053,0.3274336283185841,0.1150442477876106,0.3391812865497076,0.5791855203619909,0.1812865497076023,0.2690058479532163,3,Versatile Wing Slasher
Maxi Kleber,2021-22,1.406,0.074,59,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.023,0.0,0.0,1.136,0.238,1.118,0.039,0.851,0.45,1.233,0.069,24.6,0.556,4.3,0.131,0.3943661971830985,0.6470588235294118,0.1764705882352941,0.1764705882352941,0.7166666666666667,0.1690140845070422,0.0833333333333333,0.7000000000000001,12,Stretch Big
Caleb Martin,2021-22,0.9,0.099,60,0.789,0.037,0.88,0.049,0.0,0.0,0.0,0.0,0.64,0.049,1.357,0.028,1.25,0.055,1.209,0.369,1.232,0.247,22.9,0.308,2.6,0.158,0.2650602409638554,0.6744186046511628,0.1627906976744186,0.1627906976744186,0.3823529411764706,0.3734939759036144,0.1470588235294117,0.3088235294117647,2,Off-Ball Big
Duncan Robinson,2021-22,1.1,0.05,79,1.043,0.228,0.0,0.0,1.016,0.155,0.0,0.0,1.148,0.075,1.048,0.026,0.0,0.0,1.119,0.291,1.237,0.115,25.9,0.593,7.9,0.174,0.3018867924528302,0.6153846153846154,0.2307692307692307,0.1538461538461538,0.8586956521739132,0.169811320754717,0.2173913043478261,0.6630434782608696,8,Movement Shooter
Dejounte Murray,2021-22,1.048,0.028,68,1.149,0.044,0.89,0.113,0.875,0.016,0.0,0.0,0.875,0.467,0.0,0.0,0.946,0.024,0.962,0.139,1.221,0.134,34.8,0.451,4.3,0.268,0.7853881278538811,0.3237410071942446,0.3381294964028777,0.3381294964028777,0.2349726775956284,0.8173515981735159,0.4590163934426229,0.1420765027322404,9,Aggressive Guard
Frank Jackson,2021-22,1.792,0.043,53,0.823,0.111,0.0,0.0,0.759,0.141,0.0,0.0,0.678,0.105,1.4,0.018,0.0,0.0,0.98,0.364,1.299,0.155,22.0,0.243,5.3,0.203,0.1938775510204081,0.4871794871794871,0.3333333333333333,0.1794871794871795,0.5824175824175825,0.3571428571428572,0.2417582417582418,0.4505494505494505,8,Movement Shooter
Trey Lyles,2021-22,1.593,0.121,24,0.0,0.0,0.0,0.0,0.0,0.0,0.821,0.125,0.0,0.0,0.643,0.063,1.5,0.08,1.184,0.388,1.138,0.129,20.5,0.342,2.8,0.205,0.2941176470588235,0.5869565217391305,0.2826086956521739,0.1304347826086956,0.3733333333333333,0.4470588235294117,0.12,0.36,1,Versatile Big Creator
Ayo Dosunmu,2021-22,1.344,0.047,77,1.286,0.021,0.893,0.041,0.0,0.0,0.0,0.0,0.929,0.144,0.0,0.0,0.647,0.025,0.96,0.37,1.186,0.27,27.4,0.498,2.4,0.138,0.6818181818181818,0.6000000000000001,0.1777777777777777,0.2222222222222222,0.3478260869565217,0.4772727272727272,0.2028985507246376,0.3478260869565217,15,Pass-First Willing Shooter
Ziaire Williams,2021-22,1.229,0.072,62,0.784,0.076,0.0,0.0,0.462,0.053,0.0,0.0,0.941,0.07,0.0,0.0,1.4,0.021,0.983,0.37,1.281,0.278,21.7,0.316,3.9,0.144,0.2432432432432432,0.4666666666666666,0.2666666666666666,0.2666666666666666,0.5735294117647058,0.1621621621621621,0.2058823529411764,0.5147058823529412,6,Spot-Up Shooter
Furkan Korkmaz,2021-22,1.68,0.045,67,0.95,0.072,0.0,0.0,1.094,0.057,0.0,0.0,0.766,0.253,0.0,0.0,1.3,0.018,0.854,0.355,1.135,0.133,21.1,0.401,4.0,0.17,0.4473684210526316,0.46875,0.3125,0.2187499999999999,0.5714285714285714,0.4868421052631579,0.3,0.3999999999999999,6,Spot-Up Shooter
Luguentz Dort,2021-22,1.448,0.032,51,0.9,0.056,0.96,0.056,0.735,0.038,0.0,0.0,0.92,0.18,0.0,0.0,1.125,0.027,0.944,0.359,1.048,0.209,32.7,0.442,7.7,0.228,0.2346368715083799,0.5303030303030303,0.3636363636363636,0.106060606060606,0.5422535211267606,0.5865921787709497,0.1901408450704225,0.4084507042253521,3,Versatile Wing Slasher
Alekesej Pokusevski,2021-22,1.313,0.056,61,0.3,0.035,0.8,0.026,1.154,0.023,0.0,0.0,0.514,0.129,0.96,0.087,1.04,0.087,0.747,0.31,0.973,0.197,20.2,0.513,3.2,0.195,0.4444444444444444,0.4651162790697674,0.3953488372093023,0.1395348837209302,0.4266666666666667,0.4333333333333333,0.1866666666666666,0.3866666666666666,3,Versatile Wing Slasher
D'Angelo Russell,2021-22,1.2,0.028,65,1.219,0.051,1.043,0.094,0.825,0.032,0.667,0.014,0.928,0.344,0.0,0.0,1.2,0.008,0.996,0.184,0.903,0.166,31.9,0.314,8.0,0.246,0.6461538461538463,0.3098591549295774,0.3098591549295774,0.380281690140845,0.5333333333333333,0.3128205128205129,0.46,0.2733333333333333,9,Aggressive Guard
Cameron Johnson,2021-22,1.64,0.036,66,0.943,0.05,1.5,0.014,0.836,0.096,0.0,0.0,0.724,0.041,0.9,0.043,1.474,0.027,1.246,0.453,1.313,0.21,26.2,0.399,5.9,0.167,0.3018867924528303,0.4545454545454545,0.3636363636363636,0.1818181818181818,0.641304347826087,0.2830188679245283,0.1195652173913043,0.6086956521739131,3,Versatile Wing Slasher
Thomas Bryant,2021-22,1.577,0.141,27,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.114,0.0,0.0,1.184,0.205,1.095,0.114,0.742,0.168,1.4,0.135,16.3,0.3,1.6,0.188,0.2615384615384615,0.625,0.15,0.225,0.2909090909090909,0.0615384615384615,0.0545454545454545,0.3818181818181818,12,Stretch Big
Olivier Sarr,2021-22,1.464,0.206,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.272,1.471,0.125,1.154,0.096,1.214,0.103,19.1,1.0,1.3,0.136,0.288135593220339,0.5294117647058824,0.3823529411764706,0.088235294117647,0.2826086956521739,0.0169491525423728,0.0434782608695652,0.3478260869565218,12,Stretch Big
Justise Winslow,2021-22,1.323,0.157,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.051,0.545,0.056,0.0,0.0,1.05,0.101,0.704,0.273,0.609,0.232,16.1,0.469,1.4,0.178,0.5490196078431373,0.5384615384615385,0.358974358974359,0.1025641025641025,0.2592592592592592,0.4705882352941176,0.1111111111111111,0.2777777777777777,14,Glue Guy
Brandon Ingram,2021-22,1.323,0.024,55,0.938,0.063,0.751,0.14,1.059,0.094,0.871,0.055,0.926,0.246,0.833,0.019,1.056,0.014,1.005,0.152,1.204,0.147,34.0,0.377,4.1,0.291,0.4672489082969432,0.2246376811594203,0.2391304347826086,0.5362318840579711,0.2290502793296089,0.5196506550218342,0.4525139664804469,0.2681564245810056,13,Iso-Wing Creator
Blake Griffin,2021-22,1.025,0.106,56,0.0,0.0,0.0,0.0,0.0,0.0,0.897,0.077,0.0,0.0,0.978,0.237,1.105,0.101,0.87,0.266,1.122,0.109,17.1,0.4,2.6,0.167,0.4769230769230769,0.7666666666666666,0.1666666666666666,0.0666666666666666,0.4642857142857143,0.1076923076923076,0.1071428571428571,0.3928571428571429,12,Stretch Big
Justin Holiday,2021-22,1.25,0.061,49,0.978,0.171,0.0,0.0,1.259,0.154,0.0,0.0,0.895,0.036,1.091,0.021,0.0,0.0,0.964,0.37,1.014,0.137,27.8,0.603,6.5,0.156,0.2636363636363636,0.48,0.12,0.4,0.7303370786516854,0.1727272727272727,0.2359550561797752,0.6179775280898876,8,Movement Shooter
John Konchar,2021-22,1.176,0.109,72,1.5,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.048,0.0,0.0,1.394,0.106,1.207,0.388,1.09,0.215,17.9,0.54,1.8,0.097,0.8095238095238094,0.65,0.2,0.15,0.5,0.2857142857142857,0.1388888888888889,0.4444444444444445,14,Glue Guy
Klay Thompson,2021-22,1.143,0.055,32,1.018,0.086,1.0,0.044,0.911,0.282,0.889,0.042,1.208,0.075,0.444,0.028,0.0,0.0,1.101,0.202,1.18,0.139,29.4,0.411,9.3,0.284,0.205,0.1839080459770115,0.2988505747126437,0.5172413793103449,0.5195530726256984,0.29,0.4078212290502793,0.4189944134078213,8,Movement Shooter
Bones Hyland,2021-22,1.696,0.033,69,0.959,0.069,0.937,0.089,1.171,0.05,0.0,0.0,0.821,0.253,0.0,0.0,0.0,0.0,1.054,0.263,1.0,0.182,19.0,0.438,5.2,0.231,0.4761904761904761,0.4516129032258064,0.2903225806451613,0.2580645161290322,0.6265060240963856,0.3809523809523809,0.3734939759036144,0.36144578313253,0,Off-Guard Shot-Creator
