PLAYER_NAME,Season,Cut PPP,Cut FREQ,GP,Handoff PPP,Handoff FREQ,Isolation PPP,Isolation FREQ,Misc PPP,Misc FREQ,OffScreen PPP,OffScreen FREQ,Postup PPP,Postup FREQ,PRBallHandler PPP,PRBallHandler FREQ,PRRollman PPP,PRRollman FREQ,OffRebound PPP,OffRebound FREQ,Spotup PPP,Spotup FREQ,Transition PPP,Transition FREQ,Total Poss,MIN,POTENTIAL_AST,DRIVE_PASSES_PCT,PULL_UP_FG3_PCT,CATCH_SHOOT_FG_PCT,FG3A,USG_PCT,POTENTIAL_AST FREQ,Restricted Area FREQ,In The Paint (Non-RA) FREQ,Mid-Range FREQ,3P FREQ,Drives FREQ,PULL_UP FREQ,CATCH_SHOOT FREQ
Brook Lopez,2021-22,1.222,0.176,13,0.0,0.0,0.0,0.0,0.455,0.072,0.0,0.0,0.75,0.078,0.0,0.0,1.167,0.196,1.214,0.092,1.0,0.222,1.211,0.124,11.299999999999999,23.0,1.0,0.083,0.333,0.346,4.1,0.211,0.08849557522123895,0.5666666666666667,0.3333333333333333,0.09999999999999999,0.4059405940594059,0.07964601769911506,0.1188118811881188,0.39603960396039606
Jalen McDaniels,2021-22,1.065,0.096,55,0.8,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063,0.049,1.0,0.056,0.467,0.046,1.083,0.444,1.273,0.204,5.5,16.3,2.0,0.377,0.333,0.37,2.0,0.152,0.36363636363636365,0.5714285714285715,0.32142857142857145,0.10714285714285715,0.4347826086956522,0.5636363636363636,0.06521739130434782,0.4347826086956522
Kessler Edwards,2021-22,0.917,0.114,49,0.0,0.0,0.0,0.0,0.25,0.038,0.0,0.0,0.0,0.0,0.0,0.0,1.286,0.067,0.783,0.073,0.824,0.397,1.041,0.235,5.9,20.6,1.1,0.27,0.0,0.357,2.8,0.132,0.1864406779661017,0.5714285714285714,0.21428571428571425,0.21428571428571425,0.5,0.13559322033898305,0.10714285714285715,0.5357142857142857
Killian Hayes,2021-22,1.28,0.042,66,0.735,0.056,0.469,0.081,0.273,0.055,0.0,0.0,0.0,0.0,0.737,0.284,0.0,0.0,0.786,0.023,0.791,0.254,0.833,0.179,8.8,25.0,8.5,0.513,0.125,0.309,2.5,0.154,0.9659090909090908,0.36363636363636365,0.40909090909090906,0.22727272727272727,0.35714285714285715,0.7272727272727273,0.3,0.3
Raul Neto,2021-22,1.143,0.049,70,1.103,0.069,0.815,0.048,0.639,0.063,0.6,0.026,0.0,0.0,0.956,0.397,0.0,0.0,0.0,0.0,0.892,0.229,0.935,0.109,7.9,19.6,5.9,0.394,0.381,0.244,1.7,0.18,0.7468354430379747,0.391304347826087,0.5,0.10869565217391305,0.2698412698412698,0.9113924050632911,0.31746031746031744,0.17460317460317462
Nerlens Noel,2021-22,1.103,0.315,25,0.0,0.0,0.0,0.0,0.625,0.174,0.0,0.0,0.0,0.0,0.0,0.0,1.176,0.185,0.826,0.25,0.0,0.0,0.0,0.0,3.4,22.5,1.3,0.5,0.0,0.444,0.1,0.072,0.3823529411764706,0.5652173913043479,0.30434782608695654,0.13043478260869565,0.04166666666666667,0.05882352941176471,0.08333333333333334,0.16666666666666669
Cody Zeller,2021-22,1.409,0.168,27,0.0,0.0,0.0,0.0,0.737,0.145,0.0,0.0,0.0,0.0,0.0,0.0,1.171,0.267,0.828,0.221,0.583,0.092,1.455,0.084,4.7,13.1,1.9,0.278,0.0,0.571,0.1,0.153,0.40425531914893614,0.7741935483870968,0.2258064516129032,0.0,0.030303030303030307,0.14893617021276595,0.0,0.09090909090909091
Santi Aldama,2021-22,1.409,0.139,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.139,0.558,0.272,1.138,0.184,3.6,11.2,1.5,0.333,0.0,0.196,1.5,0.174,0.41666666666666663,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.3658536585365854,0.38888888888888884,0.09756097560975611,0.34146341463414637
David Nwaba,2021-22,1.292,0.104,46,0.0,0.0,0.0,0.0,0.909,0.048,0.0,0.0,0.0,0.0,0.818,0.048,0.636,0.048,1.13,0.1,1.0,0.322,1.031,0.283,4.6,13.2,1.4,0.208,0.5,0.283,1.1,0.15,0.30434782608695654,0.8148148148148149,0.18518518518518517,0.0,0.2894736842105263,0.3695652173913044,0.026315789473684213,0.2631578947368421
Caris LeVert,2021-22,1.192,0.034,39,0.702,0.075,0.836,0.096,0.909,0.029,1.353,0.022,0.0,0.0,0.964,0.399,0.0,0.0,0.813,0.021,0.977,0.174,1.01,0.136,18.900000000000002,30.7,9.2,0.384,0.262,0.4,4.4,0.252,0.4867724867724867,0.3592233009708738,0.47572815533980584,0.16504854368932037,0.2993197278911565,0.7883597883597883,0.4489795918367347,0.1292517006802721
Robert Covington,2021-22,1.579,0.1,23,0.615,0.068,0.0,0.0,0.5,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.301,0.437,1.537,0.216,7.3,27.3,2.5,0.338,0.481,0.371,4.8,0.134,0.3424657534246575,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.6857142857142857,0.24657534246575344,0.09999999999999999,0.6285714285714287
De'Anthony Melton,2021-22,1.154,0.03,73,0.746,0.069,0.563,0.037,0.5,0.037,0.868,0.044,0.0,0.0,0.722,0.154,0.0,0.0,1.143,0.033,1.008,0.305,1.024,0.289,12.200000000000001,22.7,4.8,0.455,0.307,0.407,5.1,0.205,0.3934426229508196,0.43181818181818177,0.36363636363636365,0.20454545454545453,0.5368421052631579,0.37704918032786877,0.2736842105263158,0.38947368421052636
Luke Kennard,2021-22,1.0,0.042,70,0.944,0.149,0.0,0.0,0.679,0.039,0.976,0.175,0.0,0.0,0.94,0.115,1.462,0.018,0.0,0.0,1.33,0.278,1.333,0.167,10.299999999999999,27.4,3.7,0.435,0.396,0.455,6.0,0.16,0.35922330097087385,0.2333333333333333,0.3333333333333333,0.43333333333333335,0.6593406593406593,0.25242718446601947,0.34065934065934067,0.5384615384615385
Eric Paschall,2021-22,1.45,0.068,58,0.0,0.0,0.917,0.041,0.8,0.034,0.0,0.0,0.0,0.0,1.077,0.044,1.333,0.091,1.238,0.071,1.104,0.486,0.95,0.135,5.0,12.7,1.3,0.3,0.0,0.385,1.9,0.174,0.26,0.6521739130434782,0.26086956521739124,0.08695652173913043,0.4634146341463415,0.48,0.02439024390243903,0.4634146341463415
Austin Reaves,2021-22,1.381,0.052,61,0.882,0.042,1.3,0.074,0.536,0.069,1.167,0.03,0.0,0.0,0.953,0.106,1.389,0.044,0.929,0.034,0.943,0.345,1.386,0.204,6.5,23.2,3.6,0.429,0.147,0.36,2.7,0.121,0.5538461538461539,0.5,0.3076923076923077,0.1923076923076923,0.5192307692307693,0.43076923076923074,0.21153846153846154,0.4230769230769231
Jordan McLaughlin,2021-22,1.318,0.085,62,0.0,0.0,0.0,0.0,0.414,0.112,0.0,0.0,0.0,0.0,0.706,0.197,0.0,0.0,0.0,0.0,0.911,0.305,1.214,0.216,3.9,14.5,5.5,0.532,0.292,0.328,1.4,0.115,1.4102564102564104,0.5789473684210527,0.3684210526315789,0.052631578947368425,0.43749999999999994,0.717948717948718,0.18749999999999997,0.3125
Zeke Nnaji,2021-22,1.074,0.112,41,0.0,0.0,0.0,0.0,0.182,0.046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145,1.17,0.195,1.247,0.353,1.357,0.116,5.8,17.0,0.8,0.292,0.0,0.456,2.0,0.146,0.13793103448275862,0.7307692307692307,0.15384615384615385,0.11538461538461538,0.4444444444444444,0.10344827586206896,0.022222222222222223,0.48888888888888893
De'Aaron Fox,2021-22,1.75,0.011,59,0.818,0.07,1.058,0.11,0.662,0.048,0.0,0.0,0.9,0.014,0.897,0.416,0.0,0.0,0.0,0.0,0.98,0.143,1.168,0.173,23.5,35.3,10.9,0.267,0.271,0.34,4.2,0.284,0.46382978723404256,0.3380281690140845,0.4084507042253521,0.2535211267605634,0.22702702702702704,0.7106382978723403,0.47027027027027024,0.08648648648648649
Ben McLemore,2021-22,1.556,0.029,64,0.894,0.135,0.0,0.0,0.765,0.054,0.803,0.234,0.0,0.0,0.591,0.035,0.0,0.0,0.0,0.0,1.164,0.32,1.327,0.165,9.1,20.1,1.6,0.478,0.282,0.378,6.5,0.207,0.17582417582417584,0.45,0.1,0.45,0.7738095238095237,0.10989010989010989,0.20238095238095236,0.6666666666666666
Jalen Suggs,2021-22,1.474,0.025,48,0.612,0.064,0.646,0.063,0.295,0.058,0.917,0.016,0.8,0.02,0.618,0.295,0.0,0.0,1.0,0.016,0.693,0.2,0.919,0.242,15.700000000000001,27.2,8.2,0.363,0.19,0.227,4.1,0.244,0.5222929936305731,0.5405405405405407,0.2837837837837838,0.1756756756756757,0.3596491228070175,0.5732484076433121,0.30701754385964913,0.20175438596491227
Jericho Sims,2021-22,1.273,0.253,41,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.276,1.056,0.207,0.0,0.0,0.0,0.0,1.7999999999999998,13.5,0.9,0.0,0.0,0.0,0.0,0.068,0.5000000000000001,0.923076923076923,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
Lonnie Walker IV,2021-22,1.217,0.025,70,0.675,0.089,0.778,0.05,0.588,0.019,0.958,0.053,0.0,0.0,0.939,0.236,0.0,0.0,0.727,0.012,1.013,0.33,0.964,0.186,13.1,23.0,3.8,0.429,0.262,0.333,5.0,0.232,0.2900763358778626,0.38983050847457623,0.20338983050847456,0.4067796610169491,0.4587155963302752,0.44274809160305345,0.35779816513761464,0.36697247706422015
Naji Marshall,2021-22,1.077,0.073,55,1.333,0.034,1.071,0.039,0.8,0.028,0.0,0.0,0.0,0.0,0.792,0.149,0.0,0.0,0.762,0.059,0.628,0.341,1.112,0.251,6.4,13.4,2.5,0.278,0.333,0.186,1.9,0.197,0.390625,0.6129032258064515,0.2903225806451613,0.0967741935483871,0.38775510204081626,0.40625,0.14285714285714285,0.36734693877551017
Grayson Allen,2021-22,1.588,0.026,66,0.943,0.109,0.0,0.0,0.833,0.028,0.873,0.098,0.0,0.0,0.898,0.092,1.333,0.033,0.2,0.016,1.249,0.382,1.258,0.206,9.8,27.3,3.3,0.481,0.432,0.399,5.9,0.148,0.33673469387755095,0.5555555555555555,0.3333333333333333,0.1111111111111111,0.6860465116279071,0.4489795918367347,0.20930232558139536,0.5465116279069768
Udoka Azubuike,2021-22,1.5,0.277,17,0.0,0.0,0.0,0.0,0.1,0.154,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.308,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004,11.5,0.1,0.0,0.0,0.0,0.0,0.143,0.034482758620689655,0.8387096774193549,0.16129032258064516,0.0,0.0,0.0,0.0,0.034482758620689655
Garrison Mathews,2021-22,1.421,0.034,65,1.063,0.2,0.0,0.0,0.794,0.061,0.97,0.119,0.0,0.0,1.333,0.027,0.0,0.0,0.0,0.0,1.23,0.373,1.146,0.159,8.3,26.3,2.0,0.481,0.327,0.37,5.9,0.137,0.24096385542168672,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.8309859154929579,0.14457831325301204,0.1267605633802817,0.7183098591549295
Sandro Mamukelashvili,2021-22,0.941,0.175,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.237,1.143,0.144,0.96,0.258,0.0,0.0,2.8,9.9,1.4,0.419,0.333,0.44,1.3,0.142,0.5,0.7499999999999999,0.18749999999999997,0.0625,0.46428571428571436,0.28571428571428575,0.03571428571428572,0.4285714285714286
Darius Garland,2021-22,1.286,0.014,68,0.739,0.061,1.058,0.115,0.662,0.045,1.081,0.082,0.0,0.0,0.904,0.416,0.0,0.0,1.0,0.009,0.983,0.118,1.048,0.139,22.3,35.7,15.6,0.485,0.405,0.384,6.7,0.272,0.6995515695067264,0.3679245283018868,0.33018867924528306,0.30188679245283023,0.3872832369942196,0.7847533632286995,0.4508670520231214,0.1791907514450867
Luka Doncic,2021-22,1.227,0.012,65,1.033,0.048,1.11,0.214,0.672,0.03,1.0,0.012,0.929,0.089,0.925,0.443,0.0,0.0,1.258,0.016,0.818,0.072,0.888,0.061,28.900000000000002,35.4,17.0,0.432,0.358,0.309,8.8,0.368,0.588235294117647,0.265625,0.47656249999999994,0.25781249999999994,0.40740740740740744,0.7681660899653978,0.5972222222222222,0.046296296296296294
LaMelo Ball,2021-22,1.238,0.013,75,0.885,0.076,0.96,0.063,0.63,0.058,1.194,0.019,0.0,0.0,0.788,0.357,0.0,0.0,0.956,0.028,1.071,0.193,1.123,0.188,20.7,32.3,13.4,0.422,0.341,0.422,7.5,0.271,0.6473429951690821,0.4565217391304348,0.3478260869565218,0.1956521739130435,0.44910179640718567,0.6666666666666667,0.37724550898203596,0.2634730538922156
Romeo Langford,2021-22,1.238,0.098,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769,0.06,0.0,0.0,1.2,0.07,1.038,0.488,0.882,0.158,4.3,16.1,1.1,0.284,0.444,0.338,1.8,0.123,0.2558139534883721,0.5,0.36363636363636365,0.13636363636363635,0.45,0.46511627906976744,0.15,0.425
Gabe Vincent,2021-22,1.182,0.035,68,1.054,0.088,0.703,0.058,0.39,0.065,1.032,0.049,0.0,0.0,0.776,0.288,0.0,0.0,0.0,0.0,1.145,0.271,0.953,0.134,8.700000000000001,23.4,6.1,0.566,0.325,0.388,4.8,0.174,0.7011494252873562,0.43333333333333335,0.2333333333333333,0.3333333333333333,0.64,0.5747126436781609,0.38666666666666666,0.4
Dean Wade,2021-22,1.083,0.099,51,0.0,0.0,0.0,0.0,0.357,0.058,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.091,0.0,0.0,1.025,0.5,1.441,0.14,4.3,19.2,2.1,0.5,0.25,0.369,2.8,0.107,0.48837209302325585,0.6,0.19999999999999998,0.19999999999999998,0.6511627906976744,0.27906976744186046,0.0930232558139535,0.6511627906976744
Serge Ibaka,2021-22,1.0,0.109,35,0.0,0.0,0.0,0.0,0.4,0.084,0.0,0.0,0.938,0.134,0.0,0.0,0.87,0.226,1.043,0.096,1.02,0.209,1.391,0.096,6.499999999999999,16.3,1.8,0.382,0.667,0.383,1.8,0.172,0.276923076923077,0.38888888888888884,0.3611111111111111,0.25,0.32727272727272727,0.09230769230769231,0.05454545454545454,0.43636363636363634
Brandon Boston,2021-22,1.786,0.036,51,0.545,0.085,0.839,0.08,0.583,0.031,0.813,0.041,0.0,0.0,0.87,0.199,0.0,0.0,0.692,0.034,0.861,0.262,0.976,0.22,7.2,14.9,1.8,0.246,0.309,0.321,2.2,0.212,0.25,0.44186046511627897,0.18604651162790695,0.3720930232558139,0.34375,0.3333333333333333,0.43749999999999994,0.15625
Timothe Luwawu-Cabarrot,2021-22,1.316,0.085,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.054,0.0,0.0,0.0,0.0,0.991,0.496,1.32,0.223,3.7,13.2,1.3,0.429,0.625,0.339,2.3,0.135,0.35135135135135137,0.7692307692307692,0.15384615384615385,0.07692307692307693,0.6388888888888888,0.3243243243243243,0.08333333333333333,0.6111111111111112
Moses Brown,2021-22,1.316,0.238,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.273,0.275,0.9,0.25,0.0,0.0,1.364,0.138,5.2,8.6,0.2,0.0,0.0,0.0,0.0,0.199,0.038461538461538464,0.8214285714285714,0.14285714285714288,0.03571428571428572,0.0,0.019230769230769232,0.0,0.0
Cole Anthony,2021-22,1.316,0.016,66,1.0,0.066,0.856,0.076,0.553,0.064,0.556,0.015,0.0,0.0,0.814,0.385,0.0,0.0,0.8,0.013,0.984,0.158,1.021,0.202,17.6,31.7,11.1,0.434,0.288,0.357,6.0,0.245,0.6306818181818181,0.345679012345679,0.3703703703703704,0.2839506172839506,0.42857142857142855,0.6420454545454546,0.39285714285714285,0.25
Kelly Olynyk,2021-22,1.042,0.062,40,1.056,0.047,0.0,0.0,0.788,0.135,0.0,0.0,1.023,0.112,0.529,0.044,0.979,0.122,0.935,0.081,0.963,0.21,1.145,0.143,9.3,19.1,5.3,0.495,0.257,0.387,3.0,0.207,0.5698924731182795,0.6190476190476191,0.19047619047619047,0.19047619047619047,0.41666666666666663,0.27956989247311825,0.20833333333333331,0.3194444444444444
Cade Cunningham,2021-22,0.926,0.02,64,0.693,0.056,0.848,0.103,0.441,0.051,0.822,0.034,0.895,0.014,0.821,0.372,1.5,0.009,0.71,0.023,0.987,0.172,0.794,0.145,21.3,32.6,10.5,0.407,0.302,0.321,5.7,0.273,0.49295774647887325,0.44761904761904764,0.34285714285714286,0.20952380952380953,0.35403726708074534,0.6854460093896714,0.31677018633540366,0.23602484472049687
Tyler Cook,2021-22,1.263,0.311,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.246,0.0,0.0,0.0,0.0,0.0,0.0,1.8,10.0,0.7,0.2,0.0,0.0,0.0,0.127,0.38888888888888884,0.8421052631578948,0.15789473684210525,0.0,0.0,0.16666666666666666,0.0,0.0
Jose Alvarado,2021-22,1.263,0.053,54,0.727,0.061,0.933,0.042,0.778,0.05,0.0,0.0,0.0,0.0,0.917,0.335,0.0,0.0,0.0,0.0,1.0,0.26,0.764,0.154,6.3,15.4,5.5,0.471,0.091,0.349,2.0,0.174,0.873015873015873,0.4411764705882353,0.4117647058823529,0.14705882352941177,0.37037037037037035,0.8412698412698413,0.24074074074074073,0.2962962962962963
Norman Powell,2021-22,1.2,0.029,40,0.976,0.123,1.0,0.03,0.8,0.029,0.824,0.074,0.0,0.0,0.935,0.18,0.0,0.0,0.9,0.015,1.266,0.311,1.114,0.203,16.799999999999997,32.4,3.8,0.294,0.352,0.439,5.6,0.231,0.22619047619047622,0.5316455696202533,0.24050632911392408,0.22784810126582283,0.417910447761194,0.4761904761904763,0.2835820895522388,0.2835820895522388
Malik Beasley,2021-22,1.2,0.022,79,0.658,0.08,0.81,0.023,0.862,0.032,0.87,0.169,0.0,0.0,1.16,0.055,0.0,0.0,1.2,0.016,1.148,0.395,1.061,0.199,11.5,25.0,2.6,0.41,0.355,0.386,8.1,0.189,0.22608695652173913,0.40740740740740744,0.25925925925925924,0.3333333333333333,0.7499999999999999,0.17391304347826086,0.2222222222222222,0.6203703703703703
Royce O'Neale,2021-22,1.091,0.04,77,0.0,0.0,0.0,0.0,0.394,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.061,0.739,0.042,1.094,0.529,1.278,0.244,6.800000000000001,31.2,4.9,0.519,0.448,0.38,4.0,0.098,0.7205882352941176,0.7777777777777777,0.16666666666666666,0.05555555555555556,0.6896551724137931,0.30882352941176466,0.06896551724137931,0.6206896551724138
Reggie Bullock,2021-22,1.0,0.044,68,0.633,0.055,0.0,0.0,0.444,0.05,1.026,0.072,0.0,0.0,0.733,0.028,0.85,0.037,0.846,0.024,1.123,0.479,1.175,0.209,8.4,28.0,2.1,0.308,0.2,0.375,5.8,0.128,0.25,0.43749999999999994,0.25,0.3125,0.7837837837837838,0.09523809523809523,0.12162162162162161,0.7432432432432432
Derrick White,2021-22,1.533,0.021,49,0.878,0.102,0.941,0.023,0.625,0.044,0.711,0.052,0.0,0.0,0.938,0.312,0.0,0.0,0.0,0.0,1.036,0.27,1.052,0.159,14.7,29.3,8.7,0.46,0.287,0.318,4.9,0.196,0.5918367346938775,0.39655172413793094,0.44827586206896547,0.15517241379310343,0.4579439252336449,0.7006802721088436,0.2616822429906542,0.35514018691588783
Trey Murphy III,2021-22,1.15,0.064,62,0.429,0.068,0.0,0.0,1.182,0.035,0.913,0.074,0.0,0.0,0.143,0.045,0.0,0.0,1.36,0.08,1.045,0.428,1.383,0.193,4.5,13.9,1.2,0.424,0.273,0.388,3.0,0.147,0.26666666666666666,0.6666666666666666,0.19999999999999998,0.13333333333333333,0.6666666666666666,0.24444444444444446,0.08888888888888889,0.6444444444444444
Kyle Lowry,2021-22,1.045,0.025,63,0.984,0.07,1.018,0.064,0.637,0.092,0.817,0.069,0.0,0.0,0.951,0.282,0.0,0.0,0.933,0.017,1.134,0.18,1.013,0.181,13.6,33.9,14.1,0.562,0.381,0.364,6.1,0.178,1.036764705882353,0.4102564102564103,0.23076923076923078,0.358974358974359,0.61,0.5294117647058824,0.47000000000000003,0.31
Tim Hardaway Jr.,2021-22,1.571,0.023,42,0.967,0.099,0.897,0.048,0.783,0.038,0.974,0.064,0.0,0.0,0.89,0.164,1.125,0.026,0.0,0.0,0.977,0.35,1.085,0.174,14.299999999999999,29.6,4.0,0.294,0.319,0.339,7.2,0.214,0.27972027972027974,0.27777777777777773,0.20370370370370372,0.5185185185185185,0.5714285714285715,0.18181818181818185,0.40476190476190477,0.42063492063492064
Josh Hart,2021-22,1.467,0.028,41,0.806,0.057,1.118,0.031,0.675,0.074,1.0,0.019,0.0,0.0,0.77,0.113,0.0,0.0,1.0,0.046,1.014,0.257,1.173,0.363,12.899999999999999,33.2,8.5,0.423,0.375,0.336,3.9,0.184,0.6589147286821706,0.6969696969696969,0.18181818181818182,0.12121212121212123,0.37142857142857144,0.5193798449612403,0.22857142857142856,0.24761904761904763
Cory Joseph,2021-22,1.222,0.034,65,0.613,0.059,0.684,0.036,0.629,0.066,0.0,0.0,0.0,0.0,0.796,0.317,1.167,0.023,0.0,0.0,1.161,0.294,1.111,0.137,7.9,24.6,8.0,0.526,0.314,0.444,2.4,0.141,1.0126582278481011,0.4736842105263158,0.2894736842105263,0.2368421052631579,0.3870967741935484,0.860759493670886,0.2903225806451613,0.30645161290322576
JT Thor,2021-22,1.5,0.154,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057,0.538,0.0,0.0,1.9,7.9,1.0,0.25,0.0,0.308,0.8,0.116,0.5263157894736842,0.5555555555555556,0.22222222222222227,0.22222222222222227,0.4705882352941177,0.3684210526315789,0.11764705882352942,0.4705882352941177
Saben Lee,2021-22,1.1,0.081,37,0.0,0.0,0.611,0.073,0.364,0.045,0.0,0.0,0.0,0.0,0.675,0.313,0.0,0.0,0.0,0.0,0.696,0.187,1.175,0.232,6.1000000000000005,16.3,6.1,0.617,0.143,0.267,1.6,0.169,0.9999999999999999,0.7187499999999999,0.21874999999999997,0.0625,0.33333333333333337,1.1147540983606556,0.20833333333333334,0.16666666666666669
Kevin Porter Jr.,2021-22,1.048,0.019,61,0.778,0.05,0.795,0.118,0.403,0.062,1.0,0.017,0.0,0.0,0.817,0.39,0.0,0.0,1.429,0.013,1.37,0.118,0.868,0.204,17.2,31.3,10.8,0.427,0.332,0.483,6.8,0.239,0.6279069767441862,0.5156249999999999,0.28125,0.203125,0.5151515151515151,0.5465116279069768,0.49242424242424243,0.14393939393939395
Dennis Smith Jr.,2021-22,1.4,0.057,37,0.0,0.0,0.763,0.144,0.25,0.076,0.0,0.0,0.0,0.0,0.735,0.314,0.0,0.0,1.2,0.038,0.628,0.163,0.907,0.163,6.8,17.3,8.0,0.504,0.273,0.2,0.7,0.173,1.1764705882352942,0.5555555555555556,0.2888888888888889,0.15555555555555556,0.13725490196078433,1.1176470588235294,0.23529411764705882,0.07843137254901962
Nickeil Alexander-Walker,2021-22,1.05,0.026,50,0.772,0.104,0.448,0.038,0.438,0.042,0.849,0.07,0.0,0.0,0.798,0.275,0.0,0.0,0.722,0.024,0.922,0.272,1.049,0.136,15.0,22.6,4.5,0.397,0.293,0.32,5.2,0.237,0.3,0.537037037037037,0.25925925925925924,0.20370370370370372,0.49523809523809526,0.48666666666666664,0.24761904761904763,0.38095238095238093
Josh Richardson,2021-22,1.667,0.052,21,0.45,0.087,0.0,0.0,0.643,0.061,1.4,0.065,0.0,0.0,0.781,0.139,0.0,0.0,0.0,0.0,0.954,0.377,1.378,0.16,10.7,24.6,3.6,0.405,0.4,0.424,3.8,0.171,0.33644859813084116,0.2727272727272727,0.3863636363636363,0.3409090909090909,0.4634146341463415,0.4485981308411215,0.25609756097560976,0.4634146341463415
Georges Niang,2021-22,1.538,0.02,76,1.419,0.048,0.0,0.0,0.545,0.051,1.15,0.031,0.0,0.0,1.063,0.025,1.341,0.064,0.667,0.019,1.11,0.579,0.935,0.145,8.0,22.8,2.6,0.397,0.471,0.399,5.1,0.16,0.325,0.45833333333333337,0.4166666666666667,0.125,0.6891891891891891,0.375,0.08108108108108107,0.6621621621621622
George Hill,2021-22,1.429,0.041,54,0.846,0.038,0.857,0.062,0.5,0.059,0.0,0.0,0.0,0.0,0.872,0.229,0.0,0.0,1.273,0.032,0.876,0.331,1.317,0.176,6.1,23.2,4.0,0.448,0.111,0.368,2.5,0.115,0.6557377049180328,0.5925925925925926,0.25925925925925924,0.14814814814814814,0.4901960784313726,0.5573770491803279,0.19607843137254904,0.3921568627450981
Cam Reddish,2021-22,1.111,0.042,34,0.911,0.106,0.526,0.045,0.563,0.038,0.667,0.056,0.0,0.0,0.84,0.28,0.0,0.0,0.929,0.033,1.124,0.247,1.215,0.153,12.8,20.7,1.8,0.269,0.275,0.374,3.8,0.213,0.140625,0.4565217391304348,0.2608695652173913,0.28260869565217395,0.45783132530120474,0.3515625,0.3373493975903614,0.3373493975903614
Damian Lillard,2021-22,1.053,0.027,29,0.962,0.073,1.008,0.181,0.897,0.041,0.936,0.066,0.0,0.0,0.945,0.41,0.0,0.0,0.0,0.0,1.017,0.084,0.84,0.105,24.700000000000003,36.4,13.3,0.436,0.304,0.346,9.8,0.288,0.5384615384615384,0.5376344086021505,0.12903225806451613,0.3333333333333333,0.5157894736842106,0.603238866396761,0.5473684210526316,0.14736842105263157
Luka Garza,2021-22,0.769,0.137,32,0.0,0.0,0.0,0.0,0.722,0.095,0.0,0.0,0.938,0.084,0.0,0.0,1.164,0.321,1.258,0.163,0.591,0.116,0.0,0.0,5.5,12.2,1.3,0.308,0.0,0.309,1.5,0.195,0.23636363636363636,0.5806451612903226,0.1935483870967742,0.2258064516129032,0.32608695652173914,0.07272727272727274,0.06521739130434782,0.3695652173913044
Nassir Little,2021-22,1.188,0.041,42,0.786,0.071,0.667,0.038,0.65,0.051,1.533,0.038,0.0,0.0,1.25,0.061,0.0,0.0,1.0,0.046,1.013,0.382,1.156,0.244,8.899999999999999,25.9,2.8,0.357,0.346,0.333,3.7,0.155,0.31460674157303375,0.6578947368421053,0.18421052631578946,0.15789473684210525,0.49333333333333335,0.3707865168539326,0.17333333333333334,0.41333333333333333
Terrence Ross,2021-22,1.5,0.018,63,0.859,0.199,1.051,0.058,0.44,0.037,1.031,0.145,0.0,0.0,0.832,0.272,0.0,0.0,0.0,0.0,1.083,0.179,0.727,0.081,11.000000000000002,23.0,3.7,0.253,0.264,0.319,4.2,0.196,0.3363636363636363,0.2608695652173913,0.28260869565217395,0.4565217391304348,0.47727272727272724,0.3545454545454545,0.45454545454545453,0.32954545454545453
Trae Young,2021-22,1.385,0.006,76,1.0,0.037,0.982,0.162,0.982,0.055,1.417,0.012,0.0,0.0,0.967,0.513,0.0,0.0,1.292,0.012,1.343,0.069,1.079,0.135,27.0,34.9,17.2,0.39,0.37,0.488,8.0,0.333,0.637037037037037,0.3252032520325203,0.39024390243902435,0.2845528455284553,0.3940886699507389,0.6407407407407407,0.5911330049261083,0.054187192118226604
