PLAYER_NAME,Season,Cut PPP,Cut FREQ,GP,Handoff PPP,Handoff FREQ,Isolation PPP,Isolation FREQ,Misc PPP,Misc FREQ,OffScreen PPP,OffScreen FREQ,Postup PPP,Postup FREQ,PRBallHandler PPP,PRBallHandler FREQ,PRRollman PPP,PRRollman FREQ,OffRebound PPP,OffRebound FREQ,Spotup PPP,Spotup FREQ,Transition PPP,Transition FREQ,Total Poss,MIN,POTENTIAL_AST,DRIVE_PASSES_PCT,PULL_UP_FG3_PCT,CATCH_SHOOT_FG_PCT,FG3A,USG_PCT,POTENTIAL_AST FREQ,Restricted Area FREQ,In The Paint (Non-RA) FREQ,Mid-Range FREQ,3P FREQ,Drives FREQ,PULL_UP FREQ,CATCH_SHOOT FREQ
Robin Lopez,2021-22,1.3,0.15,37,0.0,0.0,0.0,0.0,0.318,0.082,0.0,0.0,0.873,0.412,0.0,0.0,1.13,0.086,1.119,0.157,0.857,0.052,0.0,0.0,6.800000000000001,17.0,2.5,0.129,0.0,0.429,0.2,0.182,0.3676470588235294,0.37037037037037035,0.537037037037037,0.09259259259259259,0.03636363636363637,0.1323529411764706,0.05454545454545454,0.03636363636363637
Isaiah Roby,2021-22,1.083,0.114,45,0.0,0.0,0.0,0.0,0.92,0.059,0.0,0.0,0.727,0.026,0.0,0.0,1.109,0.24,1.024,0.1,1.022,0.214,1.277,0.197,8.8,21.1,2.9,0.292,0.667,0.38,2.2,0.185,0.32954545454545453,0.6,0.33999999999999997,0.06,0.3055555555555556,0.2727272727272727,0.06944444444444445,0.2777777777777778
DeAndre Jordan,2021-22,1.342,0.309,32,0.0,0.0,0.0,0.0,0.286,0.114,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.203,0.871,0.252,0.0,0.0,1.364,0.089,3.7,13.0,0.7,0.0,0.0,0.0,0.0,0.132,0.18918918918918917,0.9333333333333332,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Jeremiah Robinson-Earl,2021-22,1.063,0.123,49,0.0,0.0,0.0,0.0,0.357,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.318,1.026,0.1,0.849,0.272,1.255,0.121,7.8,22.2,2.3,0.406,0.0,0.337,3.4,0.152,0.2948717948717949,0.606060606060606,0.2121212121212121,0.1818181818181818,0.5151515151515151,0.08974358974358974,0.030303030303030307,0.5909090909090909
Jalen Smith,2021-22,1.667,0.118,22,0.0,0.0,0.0,0.0,0.429,0.055,0.0,0.0,1.0,0.071,0.0,0.0,1.172,0.227,1.3,0.118,0.958,0.278,1.393,0.11,11.3,18.1,1.0,0.179,0.0,0.362,2.4,0.193,0.08849557522123894,0.5434782608695653,0.30434782608695654,0.15217391304347827,0.34782608695652173,0.07079646017699115,0.043478260869565216,0.40579710144927533
Kevin Love,2021-22,1.316,0.04,74,0.846,0.041,0.742,0.033,0.662,0.075,0.842,0.04,0.887,0.159,0.917,0.013,1.272,0.121,1.22,0.063,1.127,0.292,1.246,0.121,13.1,22.5,3.4,0.242,0.367,0.39,6.4,0.239,0.2595419847328244,0.34210526315789475,0.2631578947368421,0.39473684210526316,0.6213592233009708,0.06106870229007634,0.1844660194174757,0.5728155339805825
Nicolas Batum,2021-22,1.316,0.086,59,0.962,0.059,0.0,0.0,0.379,0.066,0.65,0.045,0.0,0.0,0.818,0.025,1.133,0.068,0.0,0.0,1.255,0.48,1.066,0.138,6.800000000000001,24.8,3.0,0.514,0.346,0.427,4.6,0.13,0.4411764705882352,0.45,0.1,0.45,0.6969696969696969,0.08823529411764705,0.13636363636363638,0.6818181818181819
De'Andre Hunter,2021-22,1.441,0.047,53,0.882,0.047,0.787,0.085,0.571,0.039,0.891,0.077,0.846,0.036,0.878,0.103,0.913,0.032,0.813,0.022,1.013,0.326,1.167,0.184,13.399999999999999,29.8,2.2,0.217,0.278,0.385,3.7,0.194,0.16417910447761197,0.39436619718309857,0.3098591549295775,0.295774647887324,0.34259259259259256,0.41791044776119407,0.25925925925925924,0.3518518518518518
Gary Harris,2021-22,1.324,0.057,61,0.961,0.157,0.6,0.023,0.636,0.034,1.171,0.063,0.0,0.0,0.523,0.131,0.0,0.0,0.647,0.026,1.089,0.309,1.359,0.196,10.999999999999998,28.4,3.8,0.393,0.222,0.421,5.0,0.16,0.3454545454545455,0.45238095238095233,0.23809523809523808,0.30952380952380953,0.5494505494505495,0.3363636363636364,0.2417582417582418,0.4505494505494505
Danilo Gallinari,2021-22,1.455,0.047,66,0.938,0.023,0.912,0.096,1.037,0.038,0.357,0.02,1.058,0.17,0.643,0.06,1.154,0.074,0.824,0.024,1.179,0.373,1.264,0.075,10.4,25.3,2.9,0.333,0.192,0.419,4.5,0.182,0.27884615384615385,0.2608695652173913,0.23913043478260873,0.5,0.5,0.24038461538461536,0.3222222222222222,0.43333333333333335
Saddiq Bey,2021-22,1.455,0.025,82,0.973,0.055,0.899,0.089,0.714,0.036,0.884,0.071,0.781,0.054,0.844,0.109,1.118,0.025,1.05,0.045,1.005,0.325,1.103,0.166,16.2,33.0,5.5,0.357,0.253,0.38,7.4,0.209,0.3395061728395062,0.46875,0.28125,0.25,0.5323741007194245,0.345679012345679,0.27338129496402874,0.41007194244604317
Daniel Theis,2021-22,1.412,0.243,21,0.0,0.0,0.0,0.0,0.583,0.086,0.0,0.0,0.0,0.0,0.0,0.0,1.417,0.257,1.05,0.143,0.905,0.15,1.083,0.086,6.5,20.8,2.1,0.346,0.0,0.324,2.3,0.162,0.3230769230769231,0.6410256410256411,0.23076923076923078,0.12820512820512822,0.3709677419354838,0.0923076923076923,0.03225806451612903,0.48387096774193544
Doug McDermott,2021-22,1.143,0.08,51,1.182,0.146,0.0,0.0,0.429,0.027,0.929,0.161,0.0,0.0,0.974,0.074,0.0,0.0,1.231,0.025,1.088,0.301,1.312,0.176,10.6,24.0,2.2,0.28,0.432,0.413,5.0,0.178,0.2075471698113208,0.5121951219512194,0.31707317073170727,0.17073170731707313,0.5494505494505495,0.32075471698113206,0.16483516483516483,0.4835164835164836
Chris Duarte,2021-22,1.143,0.055,55,0.78,0.108,0.824,0.067,0.633,0.04,0.455,0.043,0.0,0.0,0.861,0.19,1.5,0.013,0.88,0.033,1.01,0.266,1.158,0.183,14.2,28.0,3.9,0.37,0.315,0.4,4.6,0.207,0.2746478873239437,0.43283582089552236,0.22388059701492538,0.34328358208955223,0.4070796460176991,0.4647887323943662,0.415929203539823,0.247787610619469
Stanley Johnson,2021-22,1.143,0.132,48,0.0,0.0,0.0,0.0,0.438,0.05,0.0,0.0,0.0,0.0,1.4,0.031,0.786,0.044,1.533,0.047,0.882,0.428,1.114,0.22,6.3,22.8,3.0,0.395,0.625,0.308,2.2,0.125,0.4761904761904762,0.5483870967741935,0.3225806451612903,0.12903225806451613,0.4230769230769231,0.39682539682539686,0.11538461538461538,0.4230769230769231
Devin Vassell,2021-22,1.067,0.052,71,0.966,0.101,0.0,0.0,0.48,0.029,0.884,0.05,0.0,0.0,0.741,0.125,0.0,0.0,1.077,0.03,1.011,0.422,1.237,0.176,12.299999999999999,27.3,3.5,0.371,0.22,0.384,5.4,0.184,0.28455284552845533,0.29090909090909095,0.32727272727272727,0.38181818181818183,0.5,0.3577235772357724,0.3055555555555555,0.4629629629629629
Bojan Bogdanovic,2021-22,1.306,0.031,69,1.093,0.037,0.603,0.05,0.915,0.041,1.076,0.136,0.894,0.082,1.097,0.063,0.857,0.024,1.083,0.031,1.18,0.289,1.089,0.215,16.3,30.9,3.0,0.268,0.378,0.389,6.8,0.232,0.18404907975460122,0.43283582089552236,0.43283582089552236,0.13432835820895522,0.5074626865671642,0.38036809815950917,0.22388059701492538,0.40298507462686567
Chuma Okeke,2021-22,1.353,0.051,70,0.982,0.083,0.722,0.027,0.63,0.041,1.094,0.048,0.733,0.023,0.702,0.071,1.0,0.026,1.235,0.026,0.839,0.45,1.059,0.154,9.1,25.0,3.4,0.47,0.262,0.327,5.3,0.159,0.37362637362637363,0.5,0.3,0.19999999999999998,0.6463414634146342,0.34065934065934067,0.19512195121951223,0.5487804878048781
Avery Bradley,2021-22,1.122,0.104,62,0.818,0.056,0.0,0.0,0.619,0.053,1.438,0.041,0.0,0.0,0.968,0.078,0.895,0.048,1.286,0.035,0.945,0.37,1.06,0.213,6.200000000000001,22.7,1.8,0.429,0.419,0.407,3.4,0.119,0.29032258064516125,0.40909090909090906,0.22727272727272727,0.36363636363636365,0.6071428571428572,0.16129032258064513,0.23214285714285718,0.5357142857142857
RJ Barrett,2021-22,1.07,0.028,70,1.118,0.05,0.849,0.069,0.642,0.035,0.725,0.026,0.955,0.029,0.751,0.263,0.0,0.0,0.919,0.024,0.923,0.263,1.106,0.209,22.1,34.5,5.8,0.301,0.253,0.364,5.8,0.268,0.2624434389140271,0.5575221238938053,0.3274336283185841,0.11504424778761062,0.3391812865497076,0.5791855203619909,0.18128654970760233,0.2690058479532163
Maxi Kleber,2021-22,1.406,0.074,59,0.0,0.0,0.0,0.0,0.303,0.076,0.0,0.0,0.8,0.023,0.0,0.0,1.136,0.238,1.118,0.039,0.851,0.45,1.233,0.069,7.1,24.6,2.8,0.556,0.2,0.332,4.3,0.131,0.39436619718309857,0.6470588235294118,0.1764705882352941,0.1764705882352941,0.7166666666666667,0.16901408450704225,0.08333333333333333,0.7000000000000001
Day'Ron Sharpe,2021-22,1.25,0.182,32,0.0,0.0,0.0,0.0,0.095,0.106,0.0,0.0,1.222,0.091,0.0,0.0,1.159,0.222,0.982,0.288,0.0,0.0,0.0,0.0,5.6,12.2,1.3,0.25,0.0,0.333,0.2,0.205,0.23214285714285718,0.8478260869565218,0.13043478260869565,0.02173913043478261,0.0425531914893617,0.07142857142857144,0.0,0.06382978723404255
Caleb Martin,2021-22,0.9,0.099,60,0.789,0.037,0.88,0.049,0.607,0.055,0.0,0.0,0.0,0.0,0.64,0.049,1.357,0.028,1.25,0.055,1.209,0.369,1.232,0.247,8.3,22.9,2.2,0.308,0.429,0.398,2.6,0.158,0.26506024096385544,0.6744186046511628,0.1627906976744186,0.1627906976744186,0.3823529411764706,0.37349397590361444,0.14705882352941177,0.3088235294117647
Duncan Robinson,2021-22,1.1,0.05,79,1.043,0.228,0.0,0.0,0.432,0.046,1.016,0.155,0.0,0.0,1.148,0.075,1.048,0.026,0.0,0.0,1.119,0.291,1.237,0.115,10.6,25.9,3.2,0.593,0.451,0.349,7.9,0.174,0.30188679245283023,0.6153846153846154,0.23076923076923075,0.15384615384615385,0.8586956521739132,0.169811320754717,0.2173913043478261,0.6630434782608696
Dejounte Murray,2021-22,1.048,0.028,68,1.149,0.044,0.89,0.113,0.51,0.032,0.875,0.016,0.0,0.0,0.875,0.467,0.0,0.0,0.946,0.024,0.962,0.139,1.221,0.134,21.900000000000002,34.8,17.2,0.451,0.28,0.354,4.3,0.268,0.7853881278538811,0.3237410071942446,0.3381294964028777,0.3381294964028777,0.2349726775956284,0.8173515981735159,0.45901639344262296,0.14207650273224043
Frank Jackson,2021-22,1.792,0.043,53,0.823,0.111,0.0,0.0,0.591,0.039,0.759,0.141,0.0,0.0,0.678,0.105,1.4,0.018,0.0,0.0,0.98,0.364,1.299,0.155,9.799999999999999,22.0,1.9,0.243,0.25,0.329,5.3,0.203,0.19387755102040818,0.48717948717948717,0.33333333333333337,0.1794871794871795,0.5824175824175825,0.3571428571428572,0.2417582417582418,0.4505494505494505
Trey Lyles,2021-22,1.593,0.121,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,0.125,0.0,0.0,0.643,0.063,1.5,0.08,1.184,0.388,1.138,0.129,8.5,20.5,2.5,0.342,0.125,0.35,2.8,0.205,0.29411764705882354,0.5869565217391305,0.28260869565217395,0.13043478260869565,0.3733333333333333,0.44705882352941173,0.12000000000000001,0.36000000000000004
Ayo Dosunmu,2021-22,1.344,0.047,77,1.286,0.021,0.893,0.041,0.511,0.066,0.0,0.0,0.0,0.0,0.929,0.144,0.0,0.0,0.647,0.025,0.96,0.37,1.186,0.27,8.8,27.4,6.0,0.498,0.222,0.389,2.4,0.138,0.6818181818181818,0.6000000000000001,0.17777777777777778,0.2222222222222222,0.34782608695652173,0.47727272727272724,0.20289855072463767,0.34782608695652173
Ziaire Williams,2021-22,1.229,0.072,62,0.784,0.076,0.0,0.0,0.545,0.045,0.462,0.053,0.0,0.0,0.941,0.07,0.0,0.0,1.4,0.021,0.983,0.37,1.281,0.278,7.4,21.7,1.8,0.316,0.24,0.339,3.9,0.144,0.24324324324324323,0.4666666666666666,0.26666666666666666,0.26666666666666666,0.5735294117647058,0.16216216216216214,0.20588235294117646,0.5147058823529412
Greg Brown III,2021-22,1.075,0.157,48,0.818,0.043,0.0,0.0,0.222,0.071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.075,1.321,0.11,0.697,0.26,1.0,0.244,5.1,13.3,1.2,0.323,0.4,0.295,1.3,0.168,0.23529411764705882,0.7500000000000001,0.14285714285714288,0.10714285714285715,0.325,0.25490196078431376,0.1,0.325
Furkan Korkmaz,2021-22,1.68,0.045,67,0.95,0.072,0.0,0.0,0.227,0.039,1.094,0.057,0.0,0.0,0.766,0.253,0.0,0.0,1.3,0.018,0.854,0.355,1.135,0.133,7.6,21.1,3.4,0.401,0.265,0.306,4.0,0.17,0.4473684210526316,0.46875,0.3125,0.21874999999999997,0.5714285714285714,0.48684210526315796,0.3,0.39999999999999997
Luguentz Dort,2021-22,1.448,0.032,51,0.9,0.056,0.96,0.056,1.161,0.035,0.735,0.038,0.0,0.0,0.92,0.18,0.0,0.0,1.125,0.027,0.944,0.359,1.048,0.209,17.9,32.7,4.2,0.442,0.396,0.31,7.7,0.228,0.23463687150837992,0.5303030303030303,0.3636363636363636,0.10606060606060605,0.5422535211267606,0.5865921787709497,0.19014084507042256,0.4084507042253521
Wenyen Gabriel,2021-22,1.313,0.252,19,0.0,0.0,0.0,0.0,0.4,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.842,0.15,1.087,0.181,0.793,0.228,1.182,0.087,6.5,13.8,1.2,0.269,1.0,0.25,1.1,0.165,0.1846153846153846,0.7499999999999999,0.21874999999999997,0.03125,0.2619047619047619,0.15384615384615385,0.023809523809523808,0.2619047619047619
Alekesej Pokusevski,2021-22,1.313,0.056,61,0.3,0.035,0.8,0.026,0.083,0.042,1.154,0.023,0.0,0.0,0.514,0.129,0.96,0.087,1.04,0.087,0.747,0.31,0.973,0.197,9.0,20.2,4.0,0.513,0.192,0.303,3.2,0.195,0.4444444444444444,0.46511627906976744,0.3953488372093023,0.13953488372093023,0.4266666666666667,0.43333333333333335,0.18666666666666665,0.38666666666666666
D'Angelo Russell,2021-22,1.2,0.028,65,1.219,0.051,1.043,0.094,0.483,0.071,0.825,0.032,0.667,0.014,0.928,0.344,0.0,0.0,1.2,0.008,0.996,0.184,0.903,0.166,19.499999999999996,31.9,12.6,0.314,0.329,0.354,8.0,0.246,0.6461538461538463,0.30985915492957744,0.30985915492957744,0.38028169014084506,0.5333333333333333,0.3128205128205129,0.46,0.2733333333333333
Cameron Johnson,2021-22,1.64,0.036,66,0.943,0.05,1.5,0.014,0.6,0.029,0.836,0.096,0.0,0.0,0.724,0.041,0.9,0.043,1.474,0.027,1.246,0.453,1.313,0.21,10.599999999999998,26.2,3.2,0.399,0.292,0.422,5.9,0.167,0.3018867924528303,0.45454545454545453,0.3636363636363636,0.1818181818181818,0.641304347826087,0.28301886792452835,0.11956521739130437,0.6086956521739131
Thomas Bryant,2021-22,1.577,0.141,27,0.0,0.0,0.0,0.0,0.429,0.076,0.0,0.0,0.952,0.114,0.0,0.0,1.184,0.205,1.095,0.114,0.742,0.168,1.4,0.135,6.5,16.3,1.7,0.3,0.0,0.339,1.6,0.188,0.26153846153846155,0.625,0.15,0.225,0.29090909090909095,0.06153846153846154,0.05454545454545454,0.38181818181818183
Olivier Sarr,2021-22,1.464,0.206,22,0.0,0.0,0.0,0.0,0.526,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.272,1.471,0.125,1.154,0.096,1.214,0.103,5.8999999999999995,19.1,1.7,1.0,0.0,0.514,1.3,0.136,0.288135593220339,0.5294117647058824,0.3823529411764706,0.08823529411764706,0.28260869565217395,0.016949152542372885,0.04347826086956522,0.3478260869565218
Justise Winslow,2021-22,1.323,0.157,37,0.0,0.0,0.0,0.0,0.235,0.086,0.0,0.0,1.0,0.051,0.545,0.056,0.0,0.0,1.05,0.101,0.704,0.273,0.609,0.232,5.1,16.1,2.8,0.469,0.333,0.264,1.4,0.178,0.5490196078431373,0.5384615384615385,0.358974358974359,0.10256410256410257,0.25925925925925924,0.47058823529411764,0.1111111111111111,0.27777777777777773
Brandon Ingram,2021-22,1.323,0.024,55,0.938,0.063,0.751,0.14,0.789,0.045,1.059,0.094,0.871,0.055,0.926,0.246,0.833,0.019,1.056,0.014,1.005,0.152,1.204,0.147,22.9,34.0,10.7,0.377,0.213,0.413,4.1,0.291,0.4672489082969432,0.2246376811594203,0.23913043478260868,0.5362318840579711,0.22905027932960895,0.5196506550218342,0.45251396648044695,0.2681564245810056
Jock Landale,2021-22,1.171,0.139,54,0.0,0.0,0.0,0.0,0.417,0.095,0.0,0.0,1.04,0.099,0.0,0.0,1.113,0.21,1.063,0.127,1.179,0.222,1.174,0.091,4.5,10.9,1.4,0.5,0.333,0.319,1.6,0.172,0.3111111111111111,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.4210526315789474,0.022222222222222223,0.026315789473684213,0.4473684210526316
Blake Griffin,2021-22,1.025,0.106,56,0.0,0.0,0.0,0.0,0.786,0.074,0.0,0.0,0.897,0.077,0.0,0.0,0.978,0.237,1.105,0.101,0.87,0.266,1.122,0.109,6.5,17.1,3.1,0.4,0.3,0.256,2.6,0.167,0.47692307692307695,0.7666666666666666,0.16666666666666666,0.06666666666666667,0.46428571428571436,0.10769230769230768,0.10714285714285715,0.3928571428571429
Justin Holiday,2021-22,1.25,0.061,49,0.978,0.171,0.0,0.0,0.632,0.036,1.259,0.154,0.0,0.0,0.895,0.036,1.091,0.021,0.0,0.0,0.964,0.37,1.014,0.137,11.0,27.8,2.9,0.603,0.36,0.365,6.5,0.156,0.2636363636363636,0.48,0.12,0.4,0.7303370786516854,0.17272727272727273,0.23595505617977527,0.6179775280898876
John Konchar,2021-22,1.176,0.109,72,1.5,0.032,0.0,0.0,0.4,0.064,0.0,0.0,0.0,0.0,0.333,0.048,0.0,0.0,1.394,0.106,1.207,0.388,1.09,0.215,4.2,17.9,3.4,0.54,0.364,0.432,1.8,0.097,0.8095238095238094,0.65,0.2,0.15,0.5,0.2857142857142857,0.1388888888888889,0.4444444444444445
Klay Thompson,2021-22,1.143,0.055,32,1.018,0.086,1.0,0.044,1.05,0.031,0.911,0.282,0.889,0.042,1.208,0.075,0.444,0.028,0.0,0.0,1.101,0.202,1.18,0.139,20.0,29.4,4.1,0.411,0.452,0.363,9.3,0.284,0.205,0.18390804597701152,0.2988505747126437,0.5172413793103449,0.5195530726256984,0.29,0.40782122905027934,0.4189944134078213
Bones Hyland,2021-22,1.696,0.033,69,0.959,0.069,0.937,0.089,0.645,0.044,1.171,0.05,0.0,0.0,0.821,0.253,0.0,0.0,0.0,0.0,1.054,0.263,1.0,0.182,10.500000000000002,19.0,5.0,0.438,0.369,0.371,5.2,0.231,0.4761904761904761,0.4516129032258064,0.2903225806451613,0.25806451612903225,0.6265060240963856,0.3809523809523809,0.37349397590361444,0.36144578313253006
Talen Horton-Tucker,2021-22,1.182,0.049,60,1.0,0.062,0.635,0.077,0.405,0.055,1.056,0.027,0.364,0.016,0.904,0.23,1.0,0.028,0.786,0.021,0.804,0.248,1.094,0.189,11.0,25.2,5.1,0.354,0.268,0.276,3.0,0.189,0.4636363636363636,0.5666666666666667,0.25,0.18333333333333335,0.3333333333333333,0.6454545454545454,0.30000000000000004,0.2111111111111111
CJ Elleby,2021-22,1.182,0.083,58,0.45,0.05,0.0,0.0,0.65,0.05,0.667,0.045,0.0,0.0,0.548,0.078,0.0,0.0,0.903,0.078,0.864,0.387,0.915,0.206,6.300000000000001,20.2,2.8,0.425,0.0,0.312,2.2,0.143,0.44444444444444436,0.625,0.25,0.125,0.4150943396226416,0.46031746031746024,0.11320754716981132,0.4150943396226416
Zach Collins,2021-22,0.975,0.174,28,0.0,0.0,0.0,0.0,0.387,0.135,0.0,0.0,0.935,0.135,0.0,0.0,1.148,0.265,0.913,0.1,0.897,0.126,1.5,0.052,8.0,17.9,3.5,0.455,0.0,0.462,1.5,0.184,0.4375,0.525,0.3,0.175,0.2727272727272727,0.05,0.03636363636363637,0.34545454545454546
Jerami Grant,2021-22,1.407,0.03,47,0.939,0.074,0.784,0.125,0.526,0.021,1.101,0.078,0.909,0.062,0.707,0.103,0.941,0.038,1.235,0.019,1.039,0.287,1.214,0.163,18.6,31.9,5.3,0.332,0.3,0.374,5.4,0.253,0.28494623655913975,0.38947368421052636,0.21052631578947367,0.39999999999999997,0.36241610738255037,0.44623655913978494,0.28187919463087246,0.36912751677852346
Tre Jones,2021-22,1.357,0.066,69,1.056,0.043,0.923,0.062,0.407,0.064,0.0,0.0,0.0,0.0,0.903,0.318,0.0,0.0,1.3,0.024,0.968,0.225,1.087,0.19,6.1000000000000005,16.6,6.7,0.404,0.133,0.237,0.7,0.151,1.0983606557377048,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.8688524590163933,0.3061224489795918,0.12244897959183672
Alex Caruso,2021-22,1.423,0.075,41,0.545,0.032,0.0,0.0,0.276,0.084,0.0,0.0,0.0,0.0,0.717,0.173,0.0,0.0,0.538,0.037,0.908,0.378,0.983,0.173,8.1,28.0,6.8,0.512,0.217,0.346,3.1,0.13,0.8395061728395062,0.5937499999999999,0.25,0.15625,0.5,0.4938271604938272,0.20967741935483872,0.41935483870967744
Kevin Huerter,2021-22,1.321,0.032,74,0.986,0.08,0.657,0.04,0.367,0.034,0.941,0.078,0.0,0.0,0.82,0.197,1.118,0.019,1.125,0.018,1.171,0.321,1.168,0.178,11.799999999999999,29.6,4.7,0.301,0.299,0.425,5.6,0.169,0.39830508474576276,0.2916666666666667,0.4166666666666667,0.2916666666666667,0.5436893203883495,0.35593220338983056,0.33009708737864074,0.4174757281553398
Carmelo Anthony,2021-22,1.321,0.033,69,0.778,0.021,0.95,0.071,0.625,0.047,1.282,0.046,1.062,0.173,0.75,0.028,0.896,0.057,1.333,0.046,1.011,0.314,1.387,0.162,12.7,26.0,1.6,0.174,0.383,0.382,5.8,0.195,0.12598425196850396,0.2553191489361702,0.19148936170212766,0.5531914893617021,0.5523809523809524,0.05511811023622047,0.3142857142857143,0.5238095238095238
Troy Brown Jr.,2021-22,1.233,0.102,66,0.0,0.0,0.0,0.0,0.5,0.048,0.0,0.0,0.0,0.0,0.64,0.085,0.0,0.0,1.2,0.051,0.993,0.466,0.873,0.187,4.2,16.0,1.5,0.4,0.25,0.365,2.0,0.118,0.35714285714285715,0.65,0.2,0.15,0.5128205128205129,0.30952380952380953,0.10256410256410257,0.48717948717948717
Reggie Jackson,2021-22,1.5,0.016,75,0.704,0.037,0.766,0.143,0.5,0.06,1.294,0.012,0.0,0.0,0.874,0.401,0.0,0.0,0.8,0.01,0.906,0.174,0.9,0.138,19.099999999999998,31.2,9.1,0.369,0.333,0.311,6.8,0.273,0.4764397905759163,0.32978723404255317,0.351063829787234,0.3191489361702127,0.4171779141104294,0.5706806282722514,0.4539877300613497,0.21472392638036808
Jalen Green,2021-22,1.241,0.024,67,0.969,0.081,1.023,0.111,0.774,0.026,0.773,0.063,0.0,0.0,0.809,0.292,0.0,0.0,1.286,0.012,1.137,0.197,1.053,0.19,17.599999999999998,31.9,5.1,0.337,0.342,0.352,6.8,0.234,0.2897727272727273,0.6216216216216215,0.16216216216216214,0.21621621621621623,0.47887323943661975,0.5000000000000001,0.33098591549295775,0.2676056338028169
Jordan Poole,2021-22,0.973,0.027,76,0.922,0.124,0.897,0.086,0.747,0.056,1.139,0.122,0.0,0.0,1.0,0.238,0.833,0.009,1.333,0.009,1.048,0.153,1.197,0.176,17.6,30.0,7.3,0.391,0.342,0.38,7.6,0.252,0.41477272727272724,0.44444444444444436,0.3333333333333333,0.22222222222222218,0.5467625899280575,0.46590909090909083,0.3381294964028777,0.3309352517985611
Anthony Gill,2021-22,1.308,0.172,44,0.0,0.0,0.0,0.0,0.2,0.066,0.0,0.0,0.0,0.0,0.0,0.0,1.389,0.119,1.136,0.146,1.304,0.305,1.444,0.119,3.1,10.5,1.0,0.275,0.0,0.556,0.6,0.138,0.3225806451612903,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.24,0.3870967741935484,0.0,0.24
Mike Muscala,2021-22,1.133,0.105,43,0.0,0.0,0.0,0.0,0.4,0.035,0.0,0.0,0.0,0.0,0.0,0.0,1.478,0.322,1.176,0.059,1.154,0.318,1.094,0.112,6.2,13.8,1.0,0.0,0.5,0.409,3.8,0.198,0.16129032258064516,0.45,0.2,0.35,0.6551724137931034,0.016129032258064516,0.034482758620689655,0.7413793103448276
Marquese Chriss,2021-22,1.097,0.187,34,0.0,0.0,0.0,0.0,0.125,0.096,0.0,0.0,0.267,0.09,0.0,0.0,1.25,0.289,0.667,0.145,1.0,0.102,1.357,0.084,4.8,10.2,0.8,0.2,0.25,0.375,0.7,0.205,0.16666666666666669,0.78125,0.18749999999999997,0.03125,0.1794871794871795,0.08333333333333334,0.025641025641025644,0.1794871794871795
Khris Middleton,2021-22,1.097,0.024,66,0.967,0.046,0.897,0.132,0.742,0.047,0.743,0.077,0.961,0.077,0.924,0.251,0.938,0.012,1.231,0.02,1.268,0.147,1.055,0.166,20.2,32.4,10.0,0.441,0.361,0.388,6.6,0.255,0.49504950495049505,0.2247191011235955,0.30337078651685395,0.47191011235955055,0.4258064516129032,0.39603960396039606,0.5161290322580645,0.23870967741935484
Xavier Tillman Sr.,2021-22,0.81,0.149,53,0.0,0.0,0.0,0.0,0.448,0.103,0.0,0.0,0.867,0.053,0.0,0.0,1.115,0.185,1.081,0.132,0.682,0.157,1.02,0.178,5.0,13.2,2.1,0.242,0.25,0.24,0.9,0.164,0.42000000000000004,0.5625,0.34375,0.09374999999999999,0.21951219512195125,0.12,0.12195121951219513,0.21951219512195125
Marcus Smart,2021-22,1.435,0.024,71,1.037,0.028,0.706,0.071,0.537,0.07,1.176,0.018,0.969,0.033,0.703,0.2,1.0,0.016,1.261,0.024,1.006,0.365,0.917,0.151,13.2,32.3,10.2,0.457,0.22,0.352,5.1,0.179,0.7727272727272727,0.411764705882353,0.47058823529411764,0.11764705882352941,0.504950495049505,0.6590909090909091,0.1485148514851485,0.4059405940594059
Josh Jackson,2021-22,1.375,0.077,39,0.167,0.038,0.0,0.0,0.467,0.048,0.818,0.071,0.0,0.0,0.824,0.109,0.0,0.0,1.0,0.045,0.784,0.372,1.164,0.176,8.0,16.3,2.6,0.377,0.238,0.267,2.5,0.196,0.325,0.5,0.23529411764705885,0.2647058823529412,0.423728813559322,0.3,0.22033898305084745,0.3559322033898305
Maurice Harkless,2021-22,1.32,0.111,47,0.0,0.0,0.0,0.0,0.364,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974,0.516,0.881,0.187,4.1000000000000005,18.4,1.0,0.365,0.143,0.303,2.1,0.112,0.2439024390243902,0.7647058823529411,0.1764705882352941,0.058823529411764705,0.5384615384615385,0.26829268292682923,0.05128205128205129,0.48717948717948717
