PLAYER_NAME,Season,DEF Handoff PPP,DEF Handoff FREQ,GP,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,MIN,DEFLECTIONS,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36
Keita Bates-Diop,2019-20,1.25,0.123,37,1.143,0.179,1.0,0.062,0.5,0.051,0.814,0.221,0.0,0.0,1.295,0.226,0.328,0.049,0.456,-0.029,0.551,-0.024,16.9,0.66,0.667,0.331,6.9,0.57,3.84,1.4059171597633138
Keita Bates-Diop,2019-20,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.385,0.328,0.049,0.456,-0.029,0.551,-0.024,16.9,0.66,0.667,0.331,6.9,0.57,3.84,1.4059171597633138
Elie Okobo,2019-20,1.25,0.092,55,0.778,0.069,0.9,0.077,0.7,0.038,1.265,0.375,0.0,0.0,1.113,0.272,0.339,0.02,0.428,0.118,0.533,0.076,13.1,0.91,0.56,0.213,9.2,0.47,4.13,2.5007633587786264
Ryan Arcidiacono,2019-20,1.111,0.095,58,0.731,0.092,1.091,0.078,0.652,0.081,0.685,0.191,1.5,0.042,0.867,0.371,0.418,-0.006,0.355,0.046,0.415,0.054,16.0,0.83,0.75,0.1,9.5,0.6,4.2,1.8675
Sterling Brown,2019-20,1.034,0.12,52,0.727,0.045,1.125,0.066,0.0,0.0,0.852,0.364,0.0,0.0,1.0,0.31,0.404,0.041,0.387,-0.093,0.466,-0.075,14.7,0.88,0.727,0.202,6.1,0.55,4.19,2.1551020408163266
Kyle Lowry,2019-20,0.789,0.062,58,0.806,0.05,0.831,0.096,0.559,0.055,0.884,0.209,0.364,0.018,0.93,0.484,0.436,-0.028,0.35,-0.024,0.434,-0.016,36.2,2.98,0.507,0.202,8.4,1.13,3.41,2.9635359116022095
Fred VanVleet,2019-20,0.769,0.055,54,0.941,0.048,0.976,0.058,0.714,0.039,0.813,0.376,0.923,0.018,0.934,0.385,0.399,-0.02,0.344,-0.021,0.418,-0.018,35.7,4.19,0.618,0.163,10.1,1.21,3.74,4.2252100840336135
Larry Nance Jr.,2019-20,1.069,0.063,56,0.75,0.113,0.696,0.05,1.15,0.043,0.75,0.096,1.444,0.059,0.912,0.246,0.317,-0.025,0.457,0.007,0.541,0.013,26.3,2.16,0.525,0.413,4.9,0.88,3.86,2.956653992395437
Kyle Anderson,2019-20,1.0,0.063,67,0.958,0.097,1.313,0.065,1.059,0.034,0.708,0.242,0.591,0.044,0.781,0.341,0.386,-0.071,0.349,-0.089,0.441,-0.116,19.8,1.48,0.615,0.284,7.2,0.69,3.91,2.690909090909091
Patrick McCaw,2019-20,0.969,0.1,37,1.0,0.075,0.816,0.119,1.571,0.044,1.0,0.303,0.0,0.0,0.906,0.3,0.36,-0.008,0.435,-0.035,0.5,-0.017,24.5,1.59,0.536,0.298,9.2,0.89,4.0,2.336326530612245
Carmelo Anthony,2019-20,0.939,0.057,58,0.804,0.088,1.027,0.064,0.794,0.059,1.138,0.05,1.0,0.04,1.212,0.358,0.47,0.028,0.292,0.008,0.394,-0.03,32.8,1.48,0.283,0.337,6.2,1.0,3.49,1.6243902439024391
Kyle Kuzma,2019-20,0.912,0.063,61,1.115,0.178,0.969,0.059,0.717,0.086,0.736,0.169,0.7,0.037,1.035,0.262,0.317,-0.009,0.384,-0.028,0.497,-0.031,25.0,0.64,0.568,0.293,7.0,0.88,3.9,0.9216000000000001
Bogdan Bogdanovic,2019-20,0.861,0.066,61,0.964,0.051,1.158,0.07,0.522,0.042,0.675,0.214,1.2,0.018,1.027,0.48,0.451,-0.032,0.337,0.048,0.416,0.035,28.9,2.07,0.61,0.286,7.6,1.01,3.87,2.578546712802768
Davis Bertans,2019-20,0.838,0.062,55,0.877,0.123,0.804,0.078,0.721,0.073,0.8,0.101,1.462,0.044,0.977,0.293,0.299,0.04,0.449,-0.038,0.545,-0.014,29.3,1.54,0.538,0.286,7.2,0.97,3.67,1.8921501706484642
Patty Mills,2019-20,0.775,0.075,66,0.929,0.052,0.931,0.054,0.964,0.052,0.824,0.412,0.0,0.0,1.137,0.285,0.444,-0.013,0.305,-0.065,0.384,-0.045,22.5,1.14,0.52,0.107,14.2,0.82,4.0,1.8239999999999998
Kemba Walker,2019-20,0.756,0.063,56,0.865,0.057,1.162,0.057,0.809,0.073,0.953,0.33,0.857,0.022,0.961,0.353,0.386,0.001,0.4,-0.013,0.477,-0.015,31.1,1.63,0.54,0.263,8.2,1.03,3.7,1.8868167202572343
D'Angelo Russell,2019-20,1.231,0.077,33,1.5,0.041,1.0,0.047,1.385,0.038,0.782,0.352,0.0,0.0,1.272,0.37,0.383,0.071,0.431,0.017,0.497,0.03,32.3,2.18,0.5,0.136,8.1,1.1,3.7,2.4297213622291025
D'Angelo Russell,2019-20,0.0,0.0,12,1.1,0.132,1.0,0.066,0.0,0.0,1.103,0.192,0.0,0.0,1.048,0.417,0.383,0.071,0.431,0.017,0.497,0.03,32.3,2.18,0.5,0.136,8.1,1.1,3.7,2.4297213622291025
Goran Dragic,2019-20,0.941,0.069,59,0.714,0.057,0.697,0.067,1.143,0.028,0.813,0.325,1.357,0.028,0.858,0.386,0.377,-0.041,0.36,0.079,0.463,0.034,28.2,1.29,0.49,0.169,9.5,0.9,3.61,1.646808510638298
Doug McDermott,2019-20,0.842,0.092,69,0.911,0.135,0.636,0.053,1.278,0.043,0.73,0.152,0.692,0.031,0.946,0.403,0.375,0.003,0.398,0.012,0.504,0.014,19.9,0.3,0.462,0.27,6.1,0.71,4.11,0.542713567839196
Anthony Davis,2019-20,0.842,0.044,63,0.711,0.105,0.659,0.048,0.667,0.035,0.85,0.07,1.065,0.036,0.95,0.304,0.358,-0.047,0.358,-0.114,0.437,-0.1,34.4,2.74,0.5,0.423,5.4,1.11,3.59,2.867441860465117
Kawhi Leonard,2019-20,0.8,0.067,57,0.692,0.043,0.849,0.088,1.174,0.038,0.842,0.304,1.273,0.037,0.726,0.364,0.427,-0.076,0.375,0.003,0.435,0.008,32.4,3.53,0.5,0.281,6.9,1.09,3.7,3.922222222222222
Gary Harris,2019-20,0.681,0.084,56,0.875,0.071,1.143,0.075,0.929,0.05,0.735,0.35,0.667,0.027,0.96,0.311,0.434,-0.003,0.318,0.004,0.383,-0.009,31.8,2.61,0.672,0.239,10.3,1.07,3.93,2.9547169811320755
Kyle Korver,2019-20,1.269,0.086,58,0.84,0.082,0.214,0.046,0.0,0.0,0.862,0.309,1.2,0.033,0.798,0.309,0.364,-0.008,0.377,-0.093,0.454,-0.059,16.6,1.02,0.55,0.179,8.9,0.61,4.06,2.212048192771084
Jordan Poole,2019-20,1.0,0.099,57,1.333,0.063,0.826,0.069,0.2,0.03,0.81,0.348,0.0,0.0,0.917,0.324,0.36,0.003,0.454,-0.002,0.522,0.029,22.3,1.12,0.552,0.127,9.5,0.72,3.61,1.808071748878924
Giannis Antetokounmpo,2019-20,0.786,0.059,63,0.425,0.056,1.143,0.049,0.735,0.048,0.877,0.114,0.653,0.102,0.917,0.308,0.406,-0.006,0.355,-0.204,0.438,-0.181,30.4,2.08,0.33,0.311,4.9,1.01,3.56,2.463157894736842
Alex Caruso,2019-20,0.688,0.091,64,0.741,0.109,1.0,0.06,0.538,0.049,0.675,0.377,1.538,0.025,1.204,0.258,0.34,-0.006,0.367,0.015,0.484,0.003,18.4,2.05,0.696,0.285,9.5,0.67,4.03,4.010869565217391
Rajon Rondo,2019-20,1.0,0.116,48,1.067,0.051,0.875,0.055,0.538,0.044,0.843,0.348,0.6,0.051,0.929,0.287,0.384,0.004,0.391,0.012,0.471,0.036,20.5,1.48,0.371,0.134,9.2,0.67,3.66,2.599024390243902
Kevin Knox II,2019-20,0.756,0.121,65,0.818,0.118,1.25,0.139,0.667,0.032,0.821,0.225,1.0,0.029,1.041,0.263,0.415,0.037,0.344,0.013,0.44,-0.012,17.9,0.49,0.478,0.158,7.1,0.61,3.88,0.9854748603351956
Timothe Luwawu-Cabarrot,2019-20,1.0,0.101,47,1.333,0.069,1.129,0.09,1.5,0.046,0.874,0.321,0.909,0.032,1.035,0.249,0.424,-0.043,0.275,0.021,0.367,0.057,18.1,0.85,0.455,0.283,8.4,0.68,4.12,1.6906077348066297
De'Anthony Melton,2019-20,0.745,0.101,60,1.056,0.078,1.222,0.078,0.75,0.043,0.86,0.416,0.0,0.0,1.123,0.228,0.343,0.085,0.456,0.013,0.529,0.007,19.5,2.58,0.578,0.245,6.6,0.7,3.97,4.763076923076923
Will Barton,2019-20,0.714,0.085,58,0.767,0.074,0.846,0.09,0.925,0.069,0.908,0.265,1.0,0.021,1.047,0.369,0.368,-0.004,0.411,0.023,0.497,0.039,33.0,1.55,0.593,0.268,6.0,1.13,3.92,1.6909090909090911
Solomon Hill,2019-20,1.333,0.097,48,0.8,0.072,0.792,0.086,0.857,0.075,0.944,0.194,0.8,0.036,1.148,0.29,0.419,0.057,0.365,0.012,0.434,0.007,18.4,1.47,0.579,0.285,7.1,0.63,3.81,2.8760869565217395
Solomon Hill,2019-20,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.345,0.492,0.419,0.057,0.365,0.012,0.434,0.007,18.4,1.47,0.579,0.285,7.1,0.63,3.81,2.8760869565217395
Jalen Brunson,2019-20,1.0,0.108,57,1.318,0.066,0.478,0.069,1.321,0.084,0.992,0.386,0.0,0.0,1.065,0.231,0.357,0.008,0.365,0.029,0.434,0.06,17.9,0.67,0.55,0.226,8.7,0.62,3.93,1.347486033519553
Damion Lee,2019-20,0.923,0.08,49,1.296,0.056,0.744,0.08,1.107,0.058,0.802,0.27,1.214,0.029,1.12,0.361,0.394,0.078,0.376,0.083,0.457,0.082,29.0,1.31,0.653,0.201,7.8,1.08,4.1,1.6262068965517242
Kentavious Caldwell-Pope,2019-20,0.72,0.081,69,1.08,0.081,0.49,0.083,1.184,0.062,1.017,0.386,1.647,0.028,0.939,0.239,0.379,-0.046,0.364,0.055,0.457,0.026,25.5,1.55,0.593,0.268,9.7,0.9,3.96,2.188235294117647
Hamidou Diallo,2019-20,1.088,0.098,46,0.921,0.109,0.629,0.101,0.926,0.078,0.815,0.356,0.0,0.0,0.766,0.221,0.36,-0.102,0.35,-0.024,0.436,-0.012,19.5,1.37,0.553,0.305,5.7,0.69,4.08,2.5292307692307694
Ben McLemore,2019-20,0.841,0.085,71,1.096,0.101,1.0,0.066,0.968,0.06,0.852,0.3,1.182,0.021,0.966,0.282,0.338,-0.038,0.443,0.077,0.539,0.068,22.8,1.13,0.537,0.191,8.1,0.85,4.11,1.7842105263157892
Donte DiVincenzo,2019-20,0.771,0.091,66,1.0,0.06,1.093,0.081,0.846,0.025,0.802,0.391,0.0,0.021,1.104,0.272,0.366,0.039,0.393,-0.077,0.475,-0.052,23.0,2.24,0.451,0.273,6.6,0.86,4.05,3.5060869565217394
Svi Mykhailiuk,2019-20,1.027,0.101,56,1.042,0.065,0.897,0.079,1.316,0.052,0.932,0.319,1.6,0.027,0.97,0.272,0.344,-0.066,0.374,0.112,0.494,0.116,22.6,1.39,0.487,0.155,11.5,0.75,3.94,2.2141592920353976
Monte Morris,2019-20,0.864,0.096,73,0.731,0.057,0.767,0.093,1.368,0.041,0.888,0.33,0.733,0.033,1.022,0.291,0.353,-0.005,0.399,-0.021,0.493,-0.026,22.4,1.22,0.488,0.161,12.0,0.73,3.8,1.9607142857142859
Brad Wanamaker,2019-20,0.844,0.089,71,0.886,0.069,0.956,0.089,0.8,0.04,0.859,0.366,0.611,0.036,1.029,0.271,0.397,-0.011,0.357,0.034,0.45,0.047,19.3,1.94,0.629,0.146,9.3,0.63,3.63,3.6186528497409323
Elfrid Payton,2019-20,0.844,0.081,45,1.136,0.04,0.773,0.079,1.031,0.058,0.848,0.45,1.133,0.027,1.008,0.232,0.38,-0.024,0.35,0.045,0.424,0.049,27.7,2.6,0.582,0.212,8.3,0.96,3.91,3.3790613718411553
Aaron Gordon,2019-20,0.809,0.069,62,0.708,0.07,1.067,0.088,0.829,0.051,0.893,0.219,1.441,0.05,0.977,0.32,0.338,-0.039,0.417,-0.082,0.51,-0.063,32.5,1.02,0.507,0.347,5.9,1.08,3.76,1.129846153846154
Gordon Hayward,2019-20,0.809,0.099,52,0.782,0.115,0.794,0.071,0.923,0.082,0.833,0.277,0.833,0.025,1.124,0.237,0.365,-0.006,0.416,-0.027,0.503,-0.032,33.5,1.31,0.49,0.224,7.3,1.18,3.91,1.407761194029851
Emmanuel Mudiay,2019-20,1.147,0.113,54,1.143,0.07,0.88,0.083,0.706,0.057,0.867,0.427,1.364,0.037,0.875,0.187,0.341,0.016,0.341,0.001,0.458,0.011,15.7,0.69,0.476,0.135,8.9,0.53,3.91,1.5821656050955413
Kris Dunn,2019-20,1.054,0.073,51,0.667,0.077,1.093,0.106,1.118,0.067,0.706,0.315,1.529,0.033,0.885,0.291,0.428,-0.021,0.361,0.022,0.444,0.014,24.9,3.71,0.667,0.21,7.3,0.92,4.05,5.363855421686747
Tyus Jones,2019-20,1.0,0.093,65,0.412,0.04,1.793,0.069,0.944,0.043,0.701,0.479,0.929,0.033,0.988,0.2,0.412,0.003,0.328,0.028,0.43,-0.009,19.0,1.17,0.606,0.087,9.4,0.66,4.02,2.2168421052631575
T.J. McConnell,2019-20,0.975,0.092,71,1.1,0.023,0.571,0.064,0.0,0.0,0.757,0.499,0.0,0.0,1.009,0.265,0.334,0.0,0.408,0.023,0.474,0.03,18.7,1.79,0.636,0.132,9.6,0.72,4.3,3.4459893048128345
LeBron James,2019-20,0.83,0.088,67,0.714,0.105,0.875,0.06,0.588,0.032,0.775,0.226,0.7,0.019,0.847,0.355,0.373,-0.052,0.391,-0.059,0.457,-0.038,34.6,1.93,0.615,0.251,6.9,1.03,3.32,2.008092485549133
Jarrett Culver,2019-20,0.976,0.085,63,0.85,0.083,0.932,0.091,1.033,0.062,0.897,0.383,0.917,0.025,1.009,0.219,0.333,-0.013,0.424,-0.014,0.518,-0.016,23.9,1.67,0.4,0.297,8.4,0.82,3.85,2.5154811715481173
Alec Burks,2019-20,1.108,0.082,48,1.0,0.082,0.556,0.08,0.8,0.033,1.085,0.365,0.0,0.0,0.984,0.274,0.365,-0.005,0.413,-0.045,0.491,-0.015,26.6,1.64,0.58,0.213,7.5,0.91,3.89,2.219548872180451
Alec Burks,2019-20,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.429,0.0,0.0,1.316,0.194,0.365,-0.005,0.413,-0.045,0.491,-0.015,26.6,1.64,0.58,0.213,7.5,0.91,3.89,2.219548872180451
Tomas Satoransky,2019-20,0.872,0.084,65,0.78,0.089,1.313,0.086,0.889,0.08,0.662,0.248,1.087,0.041,1.011,0.33,0.326,-0.035,0.431,0.058,0.512,0.062,28.9,2.03,0.449,0.252,8.7,1.08,4.14,2.5287197231833907
Furkan Korkmaz,2019-20,0.854,0.096,72,0.942,0.104,1.178,0.09,1.143,0.028,0.756,0.321,1.136,0.044,0.969,0.197,0.333,0.008,0.397,-0.029,0.464,-0.016,21.7,1.0,0.714,0.167,9.3,0.76,4.01,1.6589861751152075
Khris Middleton,2019-20,0.774,0.095,62,0.909,0.039,0.891,0.082,1.313,0.029,0.654,0.336,1.0,0.02,0.994,0.315,0.445,0.007,0.313,-0.092,0.387,-0.068,29.9,1.82,0.549,0.19,7.5,1.05,3.78,2.191304347826087
Caris LeVert,2019-20,0.745,0.125,45,0.667,0.041,0.966,0.066,1.111,0.041,0.873,0.43,0.0,0.0,0.982,0.248,0.391,0.016,0.313,0.055,0.398,0.057,29.6,2.33,0.514,0.28,7.3,0.96,3.7,2.833783783783784
Devonte' Graham,2019-20,0.732,0.085,63,0.574,0.072,1.278,0.082,1.042,0.037,0.781,0.237,0.955,0.034,1.201,0.417,0.416,0.035,0.372,0.011,0.462,0.024,35.1,2.05,0.483,0.215,10.0,1.12,3.64,2.102564102564102
Isaac Bonga,2019-20,1.313,0.066,66,0.945,0.113,1.125,0.099,1.2,0.021,0.732,0.283,0.667,0.025,0.794,0.329,0.377,-0.011,0.387,-0.018,0.479,0.006,18.9,1.33,0.538,0.356,6.9,0.71,4.14,2.5333333333333337
Miles Bridges,2019-20,0.955,0.065,65,0.654,0.119,1.083,0.07,0.946,0.054,1.112,0.223,0.824,0.025,0.935,0.386,0.365,0.008,0.414,-0.004,0.488,-0.002,30.7,1.29,0.31,0.297,6.7,1.1,4.07,1.5127035830618893
Luka Doncic,2019-20,0.913,0.073,61,1.03,0.105,1.0,0.046,1.02,0.078,0.753,0.238,0.895,0.03,0.995,0.338,0.357,-0.028,0.445,-0.01,0.516,0.008,33.6,1.54,0.458,0.215,5.9,1.01,3.46,1.65
Russell Westbrook,2019-20,0.764,0.093,57,0.59,0.066,1.0,0.066,1.031,0.054,0.753,0.308,1.5,0.024,1.18,0.31,0.408,0.028,0.35,-0.002,0.45,-0.019,36.0,2.63,0.524,0.286,7.6,1.19,3.52,2.63
Kelly Oubre Jr.,2019-20,1.049,0.071,56,0.864,0.076,1.086,0.121,1.345,0.05,0.943,0.301,0.0,0.0,0.842,0.329,0.37,-0.008,0.409,-0.034,0.479,-0.006,34.5,3.09,0.509,0.252,6.1,1.16,3.74,3.224347826086956
Frank Ntilikina,2019-20,0.977,0.097,57,1.176,0.075,1.276,0.064,1.0,0.044,0.83,0.455,0.375,0.035,1.281,0.212,0.337,0.06,0.371,0.069,0.468,0.051,20.8,1.93,0.629,0.223,10.8,0.73,3.93,3.340384615384615
Lou Williams,2019-20,0.896,0.085,65,0.905,0.074,0.559,0.06,0.696,0.041,0.805,0.299,0.963,0.048,0.989,0.311,0.4,-0.021,0.367,0.043,0.432,0.032,28.7,1.32,0.52,0.194,10.0,0.89,3.4,1.6557491289198607
Cory Joseph,2019-20,0.741,0.081,72,0.953,0.09,1.08,0.07,0.727,0.046,0.876,0.406,1.571,0.02,1.075,0.262,0.364,-0.017,0.395,0.002,0.488,-0.002,24.4,1.47,0.508,0.189,9.6,0.9,4.12,2.1688524590163936
D.J. Augustin,2019-20,0.729,0.121,57,0.733,0.031,0.462,0.053,0.56,0.051,0.824,0.422,1.1,0.041,0.847,0.228,0.433,-0.072,0.291,0.04,0.395,0.024,24.9,0.82,0.444,0.164,11.7,0.78,3.63,1.1855421686746987
Isaiah Thomas,2019-20,1.294,0.098,40,0.526,0.055,1.545,0.032,0.667,0.095,0.925,0.387,0.0,0.0,1.093,0.249,0.397,0.029,0.33,0.099,0.412,0.073,23.1,0.63,0.529,0.132,10.9,0.67,3.36,0.9818181818181818
Torrey Craig,2019-20,1.189,0.082,58,0.778,0.099,1.148,0.06,1.267,0.033,0.822,0.408,0.667,0.026,1.074,0.267,0.376,0.016,0.398,-0.012,0.47,-0.001,18.5,0.81,0.464,0.323,6.5,0.68,4.35,1.5762162162162163
Jerami Grant,2019-20,1.1,0.07,71,0.776,0.085,0.944,0.063,1.049,0.071,0.777,0.195,1.167,0.052,0.932,0.331,0.394,-0.076,0.353,-0.066,0.433,-0.029,26.6,1.31,0.432,0.387,6.5,0.88,3.8,1.7729323308270677
Derrick Jones Jr.,2019-20,1.073,0.07,59,0.76,0.086,0.68,0.086,0.879,0.057,0.959,0.253,0.688,0.027,0.916,0.347,0.429,-0.051,0.308,0.016,0.4,-0.002,23.3,2.0,0.604,0.396,7.1,0.84,4.0,3.0901287553648067
Duncan Robinson,2019-20,0.863,0.068,73,0.957,0.093,0.61,0.078,0.867,0.06,1.132,0.171,0.943,0.046,0.916,0.393,0.438,-0.028,0.352,0.033,0.447,0.031,29.7,1.11,0.694,0.159,8.3,0.99,3.82,1.3454545454545457
Jamal Murray,2019-20,0.83,0.084,59,1.081,0.059,0.897,0.046,0.895,0.06,0.911,0.337,1.04,0.04,0.898,0.326,0.407,-0.029,0.373,0.037,0.452,0.047,32.3,2.08,0.534,0.225,8.9,1.07,3.82,2.3182662538699694
Matisse Thybulle,2019-20,0.772,0.095,65,0.75,0.067,0.826,0.115,0.833,0.02,0.812,0.459,0.8,0.017,1.009,0.185,0.356,-0.086,0.367,-0.008,0.434,0.001,19.8,2.57,0.745,0.234,10.5,0.74,4.32,4.672727272727272
Michael Carter-Williams,2019-20,1.098,0.112,45,1.214,0.077,1.273,0.09,0.615,0.036,0.811,0.463,1.0,0.027,1.016,0.17,0.442,0.04,0.34,-0.037,0.417,-0.04,18.5,1.64,0.436,0.272,7.9,0.65,3.99,3.191351351351351
Gary Trent Jr.,2019-20,0.957,0.106,61,0.805,0.092,1.278,0.081,0.389,0.041,0.699,0.435,2.091,0.025,1.154,0.176,0.403,0.045,0.373,-0.02,0.435,-0.02,21.8,1.89,0.583,0.135,9.8,0.74,3.97,3.1211009174311926
Malcolm Brogdon,2019-20,0.833,0.084,54,0.962,0.04,1.038,0.082,0.788,0.051,0.757,0.509,1.067,0.023,0.89,0.183,0.348,-0.031,0.373,-0.049,0.489,-0.044,30.9,1.46,0.477,0.26,9.1,0.98,3.59,1.7009708737864078
Kevin Huerter,2019-20,0.75,0.112,56,1.136,0.082,1.156,0.084,0.643,0.026,0.89,0.336,1.143,0.026,1.174,0.288,0.353,0.036,0.45,0.033,0.525,0.056,31.4,2.05,0.59,0.18,8.1,1.12,3.98,2.3503184713375798
Bruce Brown,2019-20,0.703,0.096,58,0.837,0.064,0.846,0.078,0.696,0.034,0.85,0.451,0.5,0.015,1.006,0.235,0.286,-0.009,0.416,0.011,0.511,0.018,28.2,2.52,0.543,0.265,6.7,0.96,3.92,3.217021276595745
Garrett Temple,2019-20,0.672,0.096,62,0.5,0.057,1.315,0.077,1.444,0.026,0.952,0.473,0.923,0.019,0.876,0.22,0.371,-0.02,0.353,0.021,0.43,-0.002,27.9,1.63,0.527,0.183,9.2,0.94,3.86,2.1032258064516127
Eric Bledsoe,2019-20,0.902,0.076,61,0.579,0.028,1.056,0.054,0.0,0.0,0.855,0.503,0.808,0.039,0.919,0.257,0.401,-0.028,0.324,-0.071,0.4,-0.046,27.0,1.62,0.557,0.237,8.5,0.98,3.84,2.16
Terrence Ross,2019-20,0.885,0.1,69,1.097,0.06,1.105,0.11,1.077,0.025,0.89,0.227,1.333,0.023,1.131,0.41,0.435,0.0,0.394,-0.008,0.468,-0.007,27.4,1.93,0.673,0.162,8.0,0.92,3.83,2.5357664233576642
Joe Harris,2019-20,0.852,0.091,69,0.906,0.054,0.933,0.076,0.867,0.05,1.133,0.279,0.765,0.029,0.985,0.331,0.354,0.017,0.395,0.002,0.496,0.019,30.8,0.93,0.493,0.238,8.6,1.03,3.83,1.087012987012987
Cam Reddish,2019-20,0.821,0.096,58,0.922,0.087,1.021,0.082,1.296,0.046,0.903,0.37,1.083,0.02,0.86,0.256,0.341,-0.036,0.446,-0.015,0.518,-0.001,26.7,2.4,0.59,0.19,9.0,1.02,4.19,3.235955056179775
T.J. Warren,2019-20,0.648,0.109,68,1.189,0.057,0.971,0.104,1.207,0.044,0.852,0.281,0.0,0.0,0.948,0.298,0.375,-0.009,0.368,-0.024,0.474,-0.005,32.9,2.91,0.562,0.343,7.8,1.2,4.13,3.18419452887538
Rodney McGruder,2019-20,1.27,0.111,56,0.682,0.066,1.045,0.066,0.0,0.0,0.938,0.486,0.0,0.0,0.922,0.192,0.377,-0.033,0.332,0.001,0.425,0.012,15.6,0.93,0.45,0.278,7.4,0.59,4.14,2.146153846153846
Austin Rivers,2019-20,1.022,0.08,68,0.696,0.098,1.304,0.04,0.98,0.086,0.861,0.363,0.727,0.019,1.058,0.243,0.333,-0.022,0.416,0.016,0.515,0.031,23.4,1.38,0.543,0.223,9.1,0.83,3.85,2.123076923076923
Jeremy Lamb,2019-20,0.959,0.101,46,1.0,0.045,0.831,0.122,0.8,0.031,0.924,0.3,0.913,0.048,0.987,0.314,0.347,-0.057,0.418,-0.01,0.485,0.022,28.1,2.63,0.741,0.23,6.3,0.97,3.94,3.369395017793594
Jaylen Brown,2019-20,0.87,0.076,57,0.767,0.061,1.017,0.085,1.0,0.085,0.862,0.266,1.0,0.024,0.913,0.343,0.434,-0.002,0.344,-0.024,0.42,-0.031,33.9,2.23,0.453,0.266,6.8,1.18,3.86,2.368141592920354
Tristan Thompson,2019-20,1.548,0.036,57,0.77,0.071,0.833,0.035,0.817,0.083,1.286,0.049,1.163,0.057,1.016,0.147,0.296,-0.016,0.369,-0.087,0.486,-0.084,30.2,1.05,0.338,0.447,5.5,1.0,3.95,1.251655629139073
Delon Wright,2019-20,0.923,0.093,73,1.029,0.061,0.848,0.082,0.923,0.046,0.808,0.391,1.5,0.029,1.028,0.257,0.312,-0.019,0.453,-0.004,0.53,0.017,21.5,2.36,0.441,0.256,8.0,0.74,4.03,3.9516279069767437
Dejounte Murray,2019-20,0.906,0.076,66,0.75,0.069,1.104,0.069,0.909,0.047,0.893,0.456,0.941,0.024,1.076,0.225,0.375,-0.019,0.436,0.019,0.503,0.034,25.6,3.09,0.542,0.202,6.3,0.95,4.22,4.3453124999999995
DeMar DeRozan,2019-20,0.828,0.093,68,1.162,0.06,0.644,0.095,1.038,0.085,0.842,0.295,0.0,0.0,1.176,0.274,0.344,0.041,0.398,0.013,0.471,0.033,34.1,1.75,0.471,0.187,7.9,1.1,3.65,1.847507331378299
Lonzo Ball,2019-20,0.716,0.086,63,0.686,0.066,1.07,0.055,1.042,0.062,0.917,0.437,1.176,0.022,1.005,0.238,0.332,0.016,0.437,-0.012,0.513,0.006,32.1,2.95,0.515,0.234,7.4,1.09,3.79,3.3084112149532707
Danuel House Jr.,2019-20,0.86,0.083,63,0.746,0.098,1.085,0.069,0.804,0.075,0.863,0.214,1.333,0.035,1.068,0.346,0.376,0.015,0.382,0.036,0.477,0.043,30.4,1.57,0.443,0.217,8.0,1.13,4.06,1.8592105263157896
OG Anunoby,2019-20,1.22,0.063,69,0.614,0.068,0.848,0.071,0.7,0.062,0.822,0.208,0.647,0.026,1.117,0.42,0.424,0.008,0.319,-0.045,0.396,-0.029,29.9,2.49,0.563,0.315,6.5,1.1,4.04,2.99799331103679
Seth Curry,2019-20,1.042,0.101,64,1.086,0.074,0.935,0.097,0.972,0.076,0.849,0.32,1.333,0.025,1.048,0.263,0.42,0.015,0.314,0.035,0.389,0.057,24.6,1.41,0.535,0.119,11.0,0.78,3.74,2.0634146341463415
P.J. Tucker,2019-20,0.847,0.06,72,0.881,0.129,1.098,0.042,0.885,0.089,0.956,0.14,0.882,0.017,0.914,0.297,0.351,0.006,0.358,-0.009,0.461,-0.035,34.3,2.14,0.538,0.349,7.0,1.22,3.87,2.246064139941691
Chris Paul,2019-20,0.962,0.091,70,0.808,0.045,1.135,0.064,1.0,0.096,0.797,0.305,0.733,0.026,0.845,0.332,0.396,-0.015,0.389,0.064,0.465,0.045,31.5,3.34,0.686,0.14,8.2,0.93,3.28,3.817142857142857
Brandon Ingram,2019-20,0.911,0.083,62,0.914,0.086,0.692,0.096,1.043,0.068,1.019,0.239,1.217,0.034,1.112,0.304,0.37,0.006,0.419,-0.049,0.499,-0.033,33.9,1.89,0.509,0.325,6.0,1.16,3.75,2.007079646017699
