PLAYER_NAME,Season,DEF Handoff PPP,DEF Handoff FREQ,GP,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,MIN,DEFLECTIONS,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36
Mike Muscala,2020-21,0.0,0.0,35,1.053,0.059,0.0,0.0,0.913,0.071,0.0,0.0,1.25,0.062,0.95,0.123,0.215,-0.122,0.43,-0.039,0.534,-0.05,18.4,0.54,0.545,0.455,5.4,0.63,3.84,1.056521739130435
Gorgui Dieng,2020-21,0.0,0.0,22,0.909,0.106,0.0,0.0,0.882,0.082,0.0,0.0,2.0,0.048,0.902,0.246,0.294,0.049,0.401,0.019,0.489,0.053,14.5,1.5,0.438,0.379,5.2,0.49,3.85,3.7241379310344827
Gorgui Dieng,2020-21,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.171,0.294,0.049,0.401,0.019,0.489,0.053,14.5,1.5,0.438,0.379,5.2,0.49,3.85,3.7241379310344827
Trey Lyles,2020-21,0.0,0.0,23,0.909,0.22,0.0,0.0,0.0,0.0,0.667,0.15,0.0,0.0,1.167,0.3,0.327,0.007,0.46,-0.079,0.573,-0.053,15.6,0.7,0.667,0.326,5.0,0.52,3.95,1.6153846153846154
Blake Griffin,2020-21,0.0,0.0,20,1.105,0.088,1.063,0.074,0.727,0.051,1.25,0.055,0.8,0.092,1.0,0.323,0.377,0.013,0.324,-0.005,0.416,0.0,25.8,1.17,0.586,0.333,5.4,0.74,3.42,1.6325581395348836
Blake Griffin,2020-21,0.0,0.0,26,1.212,0.248,0.0,0.0,0.818,0.083,1.083,0.045,0.857,0.053,0.81,0.218,0.377,0.013,0.324,-0.005,0.416,0.0,25.8,1.17,0.586,0.333,5.4,0.74,3.42,1.6325581395348836
Luka Samanic,2020-21,0.0,0.0,14,1.118,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.3,0.316,-0.004,0.437,-0.156,0.532,-0.148,9.3,0.52,0.8,0.382,4.5,0.34,4.08,2.0129032258064514
Isaac Bonga,2020-21,0.0,0.0,40,1.294,0.096,0.917,0.067,0.0,0.0,0.87,0.388,0.0,0.0,1.075,0.298,0.352,-0.012,0.341,-0.086,0.462,-0.086,10.8,0.68,0.429,0.364,9.2,0.41,4.12,2.2666666666666666
Dylan Windler,2020-21,0.0,0.0,31,1.158,0.125,0.0,0.0,0.0,0.0,1.119,0.276,0.0,0.0,1.043,0.309,0.29,-0.052,0.461,-0.034,0.565,0.0,16.5,1.23,0.565,0.308,6.8,0.62,4.22,2.6836363636363636
Max Strus,2020-21,0.0,0.0,39,1.1,0.108,0.0,0.0,0.0,0.0,1.0,0.119,0.0,0.0,1.064,0.589,0.534,0.017,0.291,0.122,0.369,0.093,13.0,0.59,0.714,0.244,8.5,0.46,3.98,1.6338461538461537
Hassan Whiteside,2020-21,0.0,0.0,36,1.048,0.06,0.0,0.0,1.273,0.063,0.0,0.0,1.3,0.028,0.778,0.102,0.218,-0.048,0.385,-0.043,0.495,-0.044,15.2,0.42,0.368,0.502,4.0,0.51,3.76,0.9947368421052631
Oshae Brissett,2020-21,0.0,0.0,21,0.88,0.116,0.0,0.0,0.864,0.102,0.842,0.088,0.0,0.0,0.657,0.31,0.246,-0.09,0.543,-0.009,0.638,0.015,24.7,1.52,0.125,0.409,5.2,0.91,3.94,2.2153846153846155
Harry Giles III,2020-21,0.0,0.0,32,1.294,0.092,0.0,0.0,1.167,0.065,0.0,0.0,0.0,0.0,1.115,0.33,0.453,-0.077,0.328,-0.018,0.388,-0.004,9.2,0.45,0.333,0.459,5.1,0.32,4.04,1.7608695652173914
DeMarcus Cousins,2020-21,0.0,0.0,25,0.815,0.084,0.0,0.0,1.048,0.065,0.0,0.0,0.824,0.053,0.718,0.121,0.24,-0.019,0.369,0.002,0.46,-0.003,17.4,1.56,0.444,0.338,4.9,0.52,3.6,3.227586206896552
DeMarcus Cousins,2020-21,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.204,0.24,-0.019,0.369,0.002,0.46,-0.003,17.4,1.56,0.444,0.338,4.9,0.52,3.6,3.227586206896552
Nerlens Noel,2020-21,0.0,0.0,64,0.688,0.052,0.0,0.0,0.82,0.099,0.923,0.021,1.447,0.062,0.744,0.197,0.223,-0.085,0.548,-0.061,0.647,-0.059,24.2,2.8,0.324,0.413,5.0,0.84,4.01,4.165289256198347
Mo Bamba,2020-21,0.0,0.0,46,1.211,0.051,0.0,0.0,1.094,0.086,0.0,0.0,1.095,0.057,0.94,0.135,0.231,0.007,0.415,-0.03,0.508,-0.038,15.8,0.8,0.571,0.404,3.7,0.53,3.97,1.8227848101265822
Daniel Theis,2020-21,0.0,0.0,23,1.043,0.093,0.0,0.0,0.182,0.045,0.0,0.0,1.3,0.081,0.929,0.285,0.317,-0.01,0.425,-0.062,0.516,-0.036,24.6,1.54,0.542,0.424,5.0,0.83,3.85,2.253658536585366
Daniel Theis,2020-21,0.0,0.0,42,0.947,0.077,0.0,0.0,0.75,0.089,0.0,0.0,0.923,0.053,1.008,0.261,0.317,-0.01,0.425,-0.062,0.516,-0.036,24.6,1.54,0.542,0.424,5.0,0.83,3.85,2.253658536585366
Onyeka Okongwu,2020-21,0.0,0.0,50,0.889,0.09,0.0,0.0,0.893,0.093,0.0,0.0,1.357,0.047,1.096,0.173,0.282,-0.028,0.421,-0.004,0.537,-0.007,12.0,0.74,0.5,0.503,6.0,0.43,4.13,2.22
Nicolo Melli,2020-21,0.0,0.0,23,1.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786,0.277,0.333,0.057,0.418,-0.029,0.502,0.025,12.6,0.84,0.5,0.295,5.3,0.43,4.03,2.4
Nicolo Melli,2020-21,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.315,0.333,0.057,0.418,-0.029,0.502,0.025,12.6,0.84,0.5,0.295,5.3,0.43,4.03,2.4
KZ Okpala,2020-21,0.0,0.0,37,1.04,0.134,0.0,0.0,0.0,0.0,0.939,0.176,0.0,0.0,0.88,0.444,0.435,-0.012,0.346,0.02,0.435,-0.013,12.1,1.05,0.417,0.324,9.2,0.45,4.1,3.1239669421487606
Yuta Watanabe,2020-21,0.0,0.0,50,0.897,0.111,0.5,0.038,0.846,0.05,0.54,0.192,1.1,0.038,1.169,0.452,0.365,-0.016,0.469,-0.035,0.528,0.001,14.5,0.68,0.611,0.34,5.8,0.54,4.19,1.6882758620689655
Marc Gasol,2020-21,0.0,0.0,52,0.867,0.06,0.0,0.0,0.708,0.048,0.0,0.0,1.25,0.072,1.308,0.131,0.212,-0.023,0.433,0.03,0.515,0.019,19.1,1.5,0.385,0.391,5.6,0.6,3.59,2.8272251308900525
Dwight Powell,2020-21,0.0,0.0,58,0.667,0.074,0.0,0.0,0.718,0.074,0.167,0.023,1.032,0.058,0.868,0.172,0.277,-0.028,0.376,-0.021,0.503,-0.028,16.6,1.09,0.586,0.389,6.5,0.57,3.93,2.363855421686747
Drew Eubanks,2020-21,0.0,0.0,54,0.75,0.087,0.0,0.0,0.75,0.039,0.0,0.0,1.409,0.053,0.75,0.145,0.248,-0.064,0.482,-0.108,0.564,-0.058,14.0,0.8,0.529,0.419,4.7,0.5,4.07,2.0571428571428574
Zeke Nnaji,2020-21,0.0,0.0,34,1.077,0.198,0.0,0.0,0.0,0.0,0.583,0.092,0.0,0.0,1.082,0.374,0.374,-0.011,0.397,0.114,0.469,0.076,9.5,0.52,0.6,0.354,5.6,0.34,4.1,1.9705263157894737
Chimezie Metu,2020-21,0.0,0.0,36,0.903,0.136,0.0,0.0,1.438,0.07,0.0,0.0,0.0,0.0,1.303,0.289,0.325,0.086,0.396,0.042,0.479,0.042,13.6,0.97,0.5,0.393,4.6,0.47,3.88,2.567647058823529
D.J. Wilson,2020-21,0.0,0.0,23,1.526,0.135,0.0,0.0,0.923,0.092,0.0,0.0,0.6,0.071,1.028,0.255,0.318,-0.081,0.343,0.03,0.453,0.04,12.4,0.74,0.571,0.357,4.5,0.45,4.04,2.1483870967741936
Nemanja Bjelica,2020-21,0.0,0.0,26,0.906,0.199,0.0,0.0,0.588,0.106,0.0,0.0,0.917,0.075,1.048,0.261,0.297,-0.033,0.445,-0.003,0.551,-0.019,16.1,0.84,0.438,0.315,6.4,0.53,3.86,1.878260869565217
Nemanja Bjelica,2020-21,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.458,0.297,-0.033,0.445,-0.003,0.551,-0.019,16.1,0.84,0.438,0.315,6.4,0.53,3.86,1.878260869565217
Jusuf Nurkic,2020-21,0.0,0.0,37,1.111,0.054,0.0,0.0,1.118,0.034,0.0,0.0,0.714,0.084,0.795,0.166,0.226,-0.04,0.403,-0.02,0.508,-0.036,23.8,2.11,0.5,0.395,4.3,0.8,3.81,3.191596638655462
Nikola Vucevic,2020-21,0.0,0.0,26,0.75,0.089,0.0,0.0,1.059,0.038,0.0,0.0,1.629,0.078,1.074,0.12,0.205,0.051,0.4,-0.021,0.508,-0.029,33.5,1.73,0.365,0.388,4.4,1.04,3.61,1.8591044776119403
Nikola Vucevic,2020-21,0.0,0.0,44,1.417,0.068,0.0,0.0,0.902,0.073,0.0,0.0,1.394,0.047,0.913,0.148,0.205,0.051,0.4,-0.021,0.508,-0.029,33.5,1.73,0.365,0.388,4.4,1.04,3.61,1.8591044776119403
Luke Kornet,2020-21,0.0,0.0,18,1.269,0.17,0.0,0.0,0.9,0.065,0.0,0.0,0.938,0.105,1.136,0.144,0.233,0.003,0.451,-0.07,0.573,-0.06,11.2,0.19,0.5,0.612,4.5,0.37,3.74,0.6107142857142858
James Wiseman,2020-21,0.0,0.0,39,1.1,0.071,0.0,0.0,0.941,0.04,0.0,0.0,0.875,0.075,0.902,0.144,0.243,-0.076,0.454,0.013,0.544,0.009,21.4,0.23,0.545,0.323,4.8,0.79,4.1,0.3869158878504673
Serge Ibaka,2020-21,0.0,0.0,41,0.783,0.083,0.0,0.0,0.913,0.041,0.0,0.0,1.056,0.065,0.883,0.138,0.204,-0.049,0.415,-0.03,0.521,-0.037,23.3,0.56,0.238,0.458,4.3,0.73,3.72,0.865236051502146
Robin Lopez,2020-21,0.0,0.0,71,1.088,0.042,0.0,0.0,1.038,0.032,0.0,0.0,1.14,0.053,1.14,0.139,0.208,0.011,0.396,-0.093,0.486,-0.047,19.1,0.3,0.179,0.618,5.0,0.65,3.84,0.5654450261780104
Alex Len,2020-21,0.0,0.0,57,1.357,0.052,0.0,0.0,0.793,0.054,0.0,0.0,0.905,0.039,1.068,0.11,0.182,-0.057,0.45,-0.07,0.552,-0.077,15.3,0.91,0.389,0.45,5.0,0.55,3.94,2.1411764705882352
Chris Boucher,2020-21,0.0,0.0,60,0.784,0.076,0.0,0.0,0.86,0.085,0.867,0.022,1.258,0.046,0.875,0.395,0.357,-0.053,0.436,-0.04,0.528,-0.028,24.2,1.07,0.533,0.421,4.5,0.88,3.96,1.5917355371900828
Precious Achiuwa,2020-21,0.0,0.0,61,1.167,0.105,0.0,0.0,0.909,0.064,1.0,0.041,0.85,0.058,1.018,0.325,0.333,-0.005,0.403,-0.068,0.505,-0.046,12.1,0.66,0.321,0.423,4.8,0.44,4.13,1.9636363636363638
Cody Zeller,2020-21,0.0,0.0,48,0.915,0.113,0.0,0.0,0.962,0.125,0.0,0.0,1.357,0.034,0.832,0.228,0.224,-0.015,0.466,-0.022,0.566,-0.006,20.9,1.44,0.25,0.503,4.4,0.73,3.9,2.480382775119617
Naz Reid,2020-21,0.0,0.0,70,0.957,0.062,1.273,0.015,0.933,0.081,1.118,0.023,0.873,0.074,1.086,0.157,0.239,0.074,0.454,-0.075,0.543,-0.055,19.2,1.09,0.4,0.481,4.0,0.67,3.87,2.04375
Frank Kaminsky,2020-21,0.0,0.0,47,1.098,0.104,0.0,0.0,0.966,0.073,0.0,0.0,1.227,0.056,1.156,0.195,0.236,0.007,0.361,-0.027,0.5,-0.031,15.2,0.74,0.667,0.367,5.2,0.5,3.8,1.7526315789473683
Derrick Favors,2020-21,0.0,0.0,68,0.902,0.078,0.0,0.0,1.0,0.059,0.0,0.0,1.293,0.062,0.879,0.1,0.21,-0.02,0.431,-0.019,0.555,-0.01,15.3,0.81,0.424,0.513,4.7,0.53,4.0,1.9058823529411764
Xavier Tillman Sr.,2020-21,0.0,0.0,59,0.758,0.106,0.0,0.0,0.955,0.075,1.105,0.032,1.0,0.055,0.86,0.195,0.261,-0.013,0.442,-0.042,0.535,-0.033,18.4,1.29,0.355,0.426,6.1,0.67,4.02,2.5239130434782613
Bobby Portis,2020-21,0.0,0.0,66,0.873,0.075,0.0,0.0,0.83,0.064,0.857,0.019,0.94,0.068,1.065,0.147,0.279,-0.008,0.376,-0.078,0.465,-0.041,20.8,1.58,0.452,0.414,4.7,0.73,3.89,2.7346153846153847
Dario Saric,2020-21,0.0,0.0,50,1.041,0.106,0.0,0.0,0.885,0.056,1.462,0.028,0.759,0.063,1.092,0.141,0.267,-0.075,0.401,0.0,0.522,-0.003,17.4,1.12,0.5,0.295,5.2,0.59,3.8,2.3172413793103455
Kristaps Porzingis,2020-21,0.0,0.0,43,1.083,0.078,0.0,0.0,1.056,0.059,0.0,0.0,0.907,0.07,1.139,0.176,0.275,0.003,0.452,-0.057,0.52,-0.049,30.9,0.98,0.3,0.396,5.0,0.94,3.62,1.141747572815534
Steven Adams,2020-21,0.0,0.0,58,1.06,0.065,0.615,0.017,0.816,0.049,0.909,0.014,1.2,0.103,1.098,0.171,0.261,0.076,0.345,-0.007,0.461,-0.027,27.7,1.48,0.463,0.554,4.6,0.95,3.9,1.9234657039711192
Jonas Valanciunas,2020-21,0.0,0.0,62,1.125,0.049,1.154,0.013,0.959,0.05,1.077,0.013,0.988,0.085,0.954,0.134,0.203,-0.008,0.395,-0.04,0.51,-0.035,28.3,0.94,0.449,0.459,3.9,0.94,3.79,1.1957597173144874
Enes Freedom,2020-21,0.0,0.0,72,1.1,0.05,0.667,0.012,0.851,0.074,0.0,0.0,1.315,0.073,1.111,0.143,0.168,0.007,0.437,-0.015,0.549,-0.008,24.4,0.69,0.278,0.482,4.1,0.79,3.91,1.018032786885246
Willie Cauley-Stein,2020-21,0.0,0.0,53,0.982,0.109,0.0,0.0,0.973,0.072,0.0,0.0,1.205,0.085,0.987,0.153,0.318,0.012,0.364,-0.043,0.485,-0.053,17.1,1.04,0.458,0.356,5.5,0.59,4.02,2.1894736842105265
Ivica Zubac,2020-21,0.0,0.0,72,0.905,0.062,1.071,0.014,0.755,0.053,0.0,0.0,0.86,0.056,0.948,0.154,0.219,0.008,0.34,-0.102,0.446,-0.083,22.3,0.47,0.361,0.534,4.2,0.75,3.87,0.7587443946188339
Tristan Thompson,2020-21,0.0,0.0,54,1.018,0.09,1.091,0.017,0.78,0.094,0.778,0.029,1.571,0.056,1.245,0.156,0.265,0.048,0.358,-0.077,0.464,-0.05,23.8,0.56,0.395,0.46,5.1,0.83,3.96,0.8470588235294119
Nic Claxton,2020-21,0.0,0.0,32,0.87,0.225,0.0,0.0,0.632,0.062,0.833,0.039,0.0,0.0,0.857,0.274,0.349,-0.062,0.366,-0.017,0.491,-0.051,18.6,1.25,0.4,0.446,4.5,0.69,4.01,2.419354838709677
DeAndre Jordan,2020-21,0.0,0.0,57,0.942,0.086,1.067,0.019,0.71,0.077,0.0,0.0,0.697,0.041,1.075,0.15,0.289,0.012,0.292,-0.005,0.405,-0.035,21.9,0.84,0.438,0.377,4.8,0.66,3.37,1.3808219178082193
Myles Turner,2020-21,0.0,0.0,47,1.082,0.09,0.0,0.0,0.977,0.063,0.933,0.022,0.864,0.087,1.076,0.174,0.22,0.04,0.502,-0.124,0.596,-0.103,31.0,2.21,0.533,0.405,5.1,1.08,3.83,2.5664516129032258
Isaiah Stewart,2020-21,0.0,0.0,68,0.944,0.088,0.0,0.0,0.885,0.076,0.8,0.012,0.818,0.055,0.769,0.151,0.26,-0.063,0.435,-0.09,0.553,-0.081,21.4,0.88,0.333,0.49,4.2,0.77,4.07,1.480373831775701
Christian Wood,2020-21,0.0,0.0,41,0.835,0.139,1.0,0.023,0.984,0.1,1.182,0.018,0.88,0.041,1.127,0.206,0.324,0.03,0.378,-0.092,0.469,-0.067,32.3,1.2,0.344,0.377,5.0,1.05,3.7,1.3374613003095974
Richaun Holmes,2020-21,0.0,0.0,61,0.74,0.11,1.273,0.012,0.985,0.073,0.8,0.017,1.333,0.043,1.061,0.108,0.227,-0.02,0.462,-0.075,0.544,-0.054,29.2,1.49,0.45,0.46,4.7,0.96,3.75,1.8369863013698629
Kevon Looney,2020-21,0.0,0.0,61,0.915,0.123,0.0,0.0,0.964,0.082,0.818,0.016,0.63,0.04,1.03,0.148,0.248,-0.01,0.374,-0.015,0.498,-0.026,19.0,0.92,0.342,0.575,5.0,0.66,3.82,1.743157894736842
Bismack Biyombo,2020-21,0.0,0.0,66,0.918,0.152,0.0,0.0,1.065,0.082,0.0,0.0,1.0,0.032,1.179,0.279,0.331,0.047,0.385,-0.083,0.473,-0.075,20.4,0.67,0.389,0.47,5.6,0.7,3.84,1.1823529411764706
Olivier Sarr,2021-22,0.0,0.0,22,0.6,0.047,0.0,0.0,0.75,0.075,0.0,0.0,1.15,0.094,1.1,0.141,0.309,0.079,0.42,0.025,0.532,0.018,19.1,0.77,0.333,0.409,5.8,0.67,4.0,1.45130890052356
Tony Bradley,2021-22,0.0,0.0,52,0.462,0.04,0.0,0.0,0.391,0.071,0.0,0.0,0.885,0.08,0.915,0.146,0.227,0.048,0.42,-0.178,0.568,-0.164,10.0,0.24,0.563,0.478,4.6,0.36,3.94,0.864
Davis Bertans,2021-22,0.0,0.0,22,0.636,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.844,0.305,0.265,-0.02,0.425,0.026,0.575,-0.018,14.4,0.68,0.6,0.316,6.9,0.49,3.81,1.7
Davis Bertans,2021-22,0.0,0.0,34,0.857,0.157,0.0,0.0,0.0,0.0,0.769,0.097,0.0,0.0,1.08,0.373,0.265,-0.02,0.425,0.026,0.575,-0.018,14.4,0.68,0.6,0.316,6.9,0.49,3.81,1.7
Cody Zeller,2021-22,0.0,0.0,27,0.8,0.075,0.0,0.0,0.929,0.104,0.0,0.0,0.0,0.0,0.889,0.201,0.23,0.033,0.489,0.034,0.579,0.017,13.1,0.81,0.286,0.432,5.0,0.48,4.09,2.2259541984732825
Chris Chiozza,2021-22,0.0,0.0,34,0.727,0.076,0.0,0.0,0.0,0.0,0.878,0.34,0.0,0.0,1.0,0.396,0.414,-0.033,0.309,0.014,0.414,0.066,10.9,0.56,0.333,0.286,8.6,0.39,3.87,1.8495412844036698
Brook Lopez,2021-22,0.0,0.0,13,0.727,0.058,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.085,1.029,0.185,0.285,-0.001,0.323,-0.185,0.376,-0.133,23.0,1.31,0.2,0.453,7.3,0.77,3.76,2.0504347826086957
Frank Kaminsky,2021-22,0.0,0.0,9,0.727,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.116,0.197,0.047,0.432,-0.061,0.561,-0.063,20.1,1.33,0.5,0.39,4.5,0.68,3.8,2.382089552238806
Goran Dragic,2021-22,0.0,0.0,16,0.9,0.088,0.0,0.0,0.0,0.0,0.59,0.345,0.0,0.0,1.182,0.292,0.299,0.052,0.403,0.004,0.569,-0.073,23.7,1.29,0.692,0.246,9.7,0.81,3.77,1.9594936708860762
Goran Dragic,2021-22,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.367,0.299,0.052,0.403,0.004,0.569,-0.073,23.7,1.29,0.692,0.246,9.7,0.81,3.77,1.9594936708860762
Leandro Bolmaro,2021-22,0.0,0.0,15,0.545,0.19,0.0,0.0,0.0,0.0,0.65,0.345,0.0,0.0,1.353,0.293,0.346,0.121,0.469,-0.03,0.506,0.024,6.9,0.43,0.556,0.372,8.1,0.27,4.3,2.243478260869565
Derrick Favors,2021-22,0.0,0.0,39,0.391,0.063,0.0,0.0,0.971,0.093,0.0,0.0,1.321,0.077,1.105,0.104,0.275,0.016,0.332,-0.055,0.406,-0.033,16.7,0.9,0.154,0.489,4.9,0.54,3.8,1.9401197604790419
DeAndre Jordan,2021-22,0.0,0.0,32,0.909,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.202,0.285,0.046,0.367,-0.02,0.415,-0.003,13.0,0.54,0.6,0.424,4.9,0.42,3.78,1.4953846153846153
DeAndre Jordan,2021-22,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263,0.192,0.285,0.046,0.367,-0.02,0.415,-0.003,13.0,0.54,0.6,0.424,4.9,0.42,3.78,1.4953846153846153
James Bouknight,2021-22,0.0,0.0,30,0.714,0.147,0.0,0.0,0.0,0.0,1.28,0.263,0.0,0.0,1.053,0.4,0.429,0.104,0.375,0.192,0.491,0.162,9.8,0.42,0.417,0.327,7.1,0.38,4.08,1.5428571428571427
DeMarcus Cousins,2021-22,0.0,0.0,31,1.1,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.08,1.171,0.192,0.267,-0.092,0.45,-0.032,0.55,-0.005,14.9,1.48,0.435,0.437,4.6,0.48,3.67,3.5758389261744963
DeMarcus Cousins,2021-22,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.126,0.76,0.21,0.267,-0.092,0.45,-0.032,0.55,-0.005,14.9,1.48,0.435,0.437,4.6,0.48,3.67,3.5758389261744963
Robin Lopez,2021-22,0.0,0.0,37,1.0,0.037,0.0,0.0,1.636,0.034,0.0,0.0,0.571,0.086,1.214,0.171,0.257,-0.048,0.393,-0.04,0.455,-0.003,17.0,0.22,0.375,0.643,5.7,0.56,3.78,0.46588235294117647
Sandro Mamukelashvili,2021-22,0.0,0.0,29,1.1,0.093,0.0,0.0,1.833,0.111,0.0,0.0,0.0,0.0,0.971,0.324,0.302,0.008,0.47,0.089,0.574,0.11,9.9,0.41,0.417,0.439,5.2,0.35,4.08,1.4909090909090907
Greg Monroe,2021-22,0.0,0.0,5,1.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.045,0.477,0.019,0.55,0.026,13.9,1.21,0.2,0.531,5.8,0.49,3.85,3.1338129496402876
Thanasis Antetokounmpo,2021-22,0.0,0.0,35,0.846,0.091,0.0,0.0,1.182,0.077,0.0,0.0,0.455,0.077,1.128,0.329,0.359,0.044,0.435,-0.052,0.522,-0.031,9.9,0.94,0.167,0.485,6.4,0.36,4.16,3.4181818181818175
Enes Freedom,2021-22,0.0,0.0,35,1.182,0.035,0.0,0.0,1.077,0.084,0.0,0.0,1.421,0.061,0.942,0.168,0.239,0.073,0.25,-0.079,0.392,-0.105,11.8,0.23,0.25,0.484,4.7,0.37,3.63,0.7016949152542372
Keon Johnson,2021-22,0.0,0.0,22,1.0,0.067,0.722,0.092,1.0,0.077,0.791,0.221,0.0,0.0,0.941,0.436,0.37,-0.057,0.444,0.04,0.519,0.053,18.8,1.3,0.813,0.309,9.2,0.68,3.9,2.4893617021276597
Marquese Chriss,2021-22,0.0,0.0,34,0.722,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.231,0.28,-0.062,0.457,0.038,0.566,0.05,10.2,0.74,0.375,0.466,5.0,0.36,3.97,2.611764705882353
Alex Len,2021-22,0.0,0.0,39,0.542,0.062,0.0,0.0,0.857,0.054,0.0,0.0,0.704,0.069,1.02,0.128,0.215,0.024,0.412,-0.062,0.521,-0.039,15.9,0.82,0.364,0.478,5.4,0.55,3.78,1.8566037735849055
Jericho Sims,2021-22,0.0,0.0,41,0.542,0.083,0.0,0.0,0.895,0.066,0.0,0.0,1.133,0.052,1.053,0.131,0.25,-0.019,0.384,0.049,0.509,0.001,13.5,0.41,0.25,0.527,4.8,0.47,3.95,1.0933333333333333
Admiral Schofield,2021-22,0.0,0.0,38,1.273,0.073,0.0,0.0,1.167,0.08,0.875,0.213,0.0,0.0,0.918,0.327,0.373,-0.017,0.386,-0.054,0.464,-0.086,12.3,0.26,0.2,0.27,5.5,0.44,4.08,0.7609756097560976
Vlatko Cancar,2021-22,0.0,0.0,15,1.077,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.463,0.342,0.053,0.425,-0.018,0.479,-0.008,11.8,0.2,0.667,0.226,8.3,0.4,3.78,0.6101694915254238
Nerlens Noel,2021-22,0.0,0.0,25,0.875,0.064,0.0,0.0,1.357,0.056,0.0,0.0,1.261,0.092,1.167,0.217,0.274,0.095,0.485,-0.107,0.555,-0.096,22.5,2.76,0.667,0.482,5.3,0.76,3.86,4.4159999999999995
Trevor Ariza,2021-22,0.0,0.0,24,1.364,0.081,0.727,0.081,0.0,0.0,0.889,0.2,0.0,0.0,0.825,0.296,0.319,-0.052,0.393,0.058,0.515,0.045,19.3,1.25,0.286,0.183,7.0,0.66,3.91,2.33160621761658
Dewayne Dedmon,2021-22,0.0,0.0,67,0.625,0.051,0.0,0.0,1.13,0.098,0.0,0.0,1.189,0.079,0.893,0.179,0.282,-0.015,0.371,-0.05,0.486,-0.035,15.9,0.85,0.292,0.399,4.6,0.52,3.78,1.9245283018867922
Juancho Hernangomez,2021-22,0.0,0.0,16,1.455,0.138,0.727,0.138,0.0,0.0,1.1,0.125,0.0,0.0,0.696,0.288,0.335,-0.02,0.419,-0.005,0.491,0.014,11.1,0.4,0.385,0.26,6.3,0.41,4.17,1.2972972972972974
Naji Marshall,2021-22,0.0,0.0,55,1.067,0.077,0.903,0.16,1.154,0.067,0.898,0.304,0.0,0.0,1.157,0.263,0.371,-0.032,0.35,-0.009,0.425,0.004,13.4,0.85,0.474,0.296,5.8,0.49,4.12,2.283582089552239
Isaiah Livers,2021-22,0.0,0.0,19,1.067,0.109,0.0,0.0,1.091,0.08,0.793,0.21,0.0,0.0,0.791,0.312,0.314,-0.136,0.385,-0.031,0.519,-0.038,20.2,1.74,0.5,0.316,8.5,0.73,4.09,3.100990099009901
Reggie Perry,2021-22,0.0,0.0,9,0.944,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739,0.288,0.349,-0.003,0.339,0.094,0.468,0.095,18.7,1.3,0.333,0.404,4.6,0.64,3.78,2.502673796791444
Thomas Bryant,2021-22,0.0,0.0,27,1.5,0.051,0.0,0.0,1.28,0.105,0.0,0.0,0.882,0.072,0.786,0.118,0.256,-0.02,0.378,-0.042,0.484,-0.012,16.3,0.44,0.333,0.389,4.4,0.53,3.73,0.9717791411042945
Braxton Key,2021-22,0.0,0.0,9,0.947,0.25,0.0,0.0,0.0,0.0,0.846,0.171,0.0,0.0,0.667,0.276,0.322,-0.142,0.414,-0.033,0.54,-0.037,17.9,1.82,0.714,0.42,6.2,0.66,4.06,3.660335195530727
