Cut PPP,Cut FREQ,Handoff PPP,Handoff FREQ,Isolation PPP,Isolation FREQ,OffScreen PPP,OffScreen FREQ,Postup PPP,Postup FREQ,PRBallHandler PPP,PRBallHandler FREQ,PRRollman PPP,PRRollman FREQ,OffRebound PPP,OffRebound FREQ,Spotup PPP,Spotup FREQ,Transition PPP,Transition FREQ,DRIVE_PASSES_PCT,FG3A,USG_PCT,POTENTIAL_AST FREQ,Restricted Area FREQ,In The Paint (Non-RA) FREQ,Mid-Range FREQ,3P FREQ,Drives FREQ,PULL_UP FREQ,CATCH_SHOOT FREQ
1.1139791044776113,0.082265671641791,0.6165014925373137,0.04436716417910445,0.5529611940298509,0.04893731343283584,0.5453223880597017,0.03314626865671643,0.3788746268656718,0.03614626865671641,0.5993343283582087,0.14204477611940303,0.612650746268657,0.06296417910447753,0.8657552238805972,0.05732835820895519,0.9651134328358209,0.25538805970149236,1.134770149253731,0.15678507462686578,0.3685731343283583,3.735820895522386,0.19007462686567167,0.43887374311192806,0.5048812911060121,0.2946094801883943,0.20050922870559343,0.39586835769192075,0.39040501805954436,0.22619249138073774,0.3207864710606833
