DEF Handoff PPP,DEF Handoff FREQ,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36
0.7650083565459603,0.0628077994428969,0.8924596100278553,0.08314484679665744,0.7705598885793865,0.04842339832869078,0.8904038997214488,0.05191364902506966,0.7832089136490248,0.22007242339832866,0.7868467966573821,0.03025905292479107,1.0193314763231196,0.30328969359331465,0.3587437325905293,-0.002788300835654596,0.3689972144846798,-0.01007242339832869,0.4617130919220054,-0.006495821727019497,0.5006350974930364,0.29030083565459586,7.2913649025069684,0.8589415041782729,3.850863509749302,2.1125379759179204
