PLAYER_NAME,GP_x,G_x,FREQ 3 Pointers,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS 3 Pointers,Season,GP_y,G_y,FREQ Less Than 6Ft,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS Less Than 6Ft,GP,G,FREQ Less Than 10Ft,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS Less Than 10Ft
Reggie Jackson,82,81,0.357,1.3,3.56,0.366,0.36,0.006,2018-19,82,80,0.399,2.67,3.98,0.672,0.604,0.067,82,81,0.478,3.07,4.77,0.645,0.564,0.08
Danilo Gallinari,68,65,0.294,1.38,3.56,0.388,0.354,0.035,2018-19,68,66,0.428,3.19,5.18,0.616,0.613,0.003,68,68,0.519,3.65,6.28,0.581,0.572,0.009
Patty Mills,82,76,0.405,1.34,3.56,0.377,0.352,0.024,2018-19,82,77,0.298,1.77,2.62,0.674,0.602,0.072,82,79,0.359,1.99,3.16,0.629,0.562,0.068
Jamal Murray,75,71,0.357,1.37,3.56,0.386,0.356,0.03,2018-19,75,72,0.354,2.09,3.53,0.592,0.6,-0.007,75,74,0.46,2.47,4.59,0.538,0.557,-0.019
Bryn Forbes,82,80,0.371,1.35,3.56,0.38,0.357,0.023,2018-19,82,76,0.304,1.87,2.91,0.64,0.599,0.041,82,78,0.398,2.29,3.82,0.601,0.555,0.046
Trevor Ariza,68,65,0.353,1.41,3.56,0.397,0.361,0.036,2018-19,68,68,0.439,3.06,4.43,0.691,0.62,0.071,68,68,0.515,3.37,5.19,0.649,0.576,0.072
Josh Okogie,71,66,0.351,1.38,3.55,0.389,0.361,0.028,2018-19,71,68,0.407,2.41,4.11,0.586,0.607,-0.022,71,69,0.484,2.69,4.89,0.55,0.565,-0.014
George Hill,57,57,0.411,1.25,3.53,0.353,0.352,0.001,2018-19,57,54,0.307,1.51,2.63,0.573,0.581,-0.008,57,57,0.395,1.91,3.39,0.565,0.545,0.02
Wendell Carter Jr.,42,41,0.245,1.29,3.52,0.365,0.356,0.009,2018-19,42,41,0.434,3.36,6.24,0.538,0.622,-0.084,42,42,0.531,3.9,7.64,0.511,0.585,-0.074
Kent Bazemore,67,64,0.35,1.37,3.51,0.391,0.357,0.034,2018-19,67,65,0.431,2.57,4.31,0.595,0.588,0.007,67,65,0.493,2.79,4.94,0.565,0.548,0.016
Jordan Clarkson,81,76,0.397,1.25,3.51,0.356,0.352,0.003,2018-19,81,74,0.366,1.95,3.23,0.603,0.592,0.011,81,79,0.438,2.19,3.86,0.565,0.552,0.013
Derrick Favors,74,69,0.26,1.03,3.51,0.292,0.35,-0.058,2018-19,74,74,0.424,2.91,5.73,0.507,0.611,-0.103,74,74,0.53,3.58,7.18,0.499,0.57,-0.071
Terrance Ferguson,73,68,0.375,1.33,3.51,0.379,0.36,0.019,2018-19,73,69,0.345,1.99,3.22,0.617,0.602,0.015,73,69,0.433,2.27,4.04,0.563,0.56,0.003
Danuel House Jr.,39,37,0.351,1.31,3.49,0.375,0.362,0.013,2018-19,39,39,0.403,2.62,4.0,0.654,0.617,0.036,39,39,0.499,3.03,4.95,0.611,0.571,0.04
Malcolm Brogdon,64,62,0.328,1.3,3.48,0.372,0.358,0.015,2018-19,64,61,0.276,1.61,2.94,0.548,0.597,-0.049,64,61,0.36,1.92,3.83,0.502,0.554,-0.052
Cory Joseph,82,75,0.355,1.21,3.48,0.347,0.358,-0.01,2018-19,82,80,0.357,2.13,3.49,0.612,0.596,0.016,82,81,0.446,2.48,4.37,0.567,0.554,0.013
Rudy Gay,69,65,0.389,1.09,3.45,0.315,0.357,-0.042,2018-19,69,64,0.373,1.99,3.3,0.601,0.615,-0.014,69,65,0.456,2.23,4.04,0.552,0.57,-0.018
Taurean Prince,55,52,0.399,1.2,3.45,0.347,0.359,-0.012,2018-19,55,50,0.334,1.98,2.89,0.686,0.608,0.078,55,53,0.399,2.2,3.45,0.637,0.566,0.071
Noah Vonleh,66,62,0.301,1.27,3.45,0.368,0.354,0.015,2018-19,66,62,0.406,2.62,4.67,0.562,0.614,-0.052,66,64,0.505,3.17,5.8,0.546,0.576,-0.031
Kevin Love,22,21,0.305,1.23,3.45,0.355,0.357,-0.001,2018-19,22,22,0.414,2.5,4.68,0.534,0.603,-0.069,22,22,0.506,3.0,5.73,0.524,0.571,-0.047
David Nwaba,50,47,0.406,1.42,3.44,0.413,0.349,0.064,2018-19,50,47,0.358,1.82,3.04,0.599,0.607,-0.009,50,49,0.436,2.02,3.7,0.546,0.566,-0.02
Jaren Jackson Jr.,58,55,0.316,1.31,3.43,0.382,0.35,0.032,2018-19,58,57,0.465,2.64,5.05,0.522,0.619,-0.097,58,58,0.551,3.03,5.98,0.507,0.578,-0.071
Larry Nance Jr.,67,63,0.272,1.13,3.42,0.332,0.355,-0.023,2018-19,67,65,0.403,3.09,5.06,0.611,0.618,-0.007,67,67,0.507,3.52,6.37,0.553,0.576,-0.023
Ricky Rubio,66,63,0.319,1.29,3.42,0.376,0.355,0.022,2018-19,66,61,0.343,2.32,3.68,0.63,0.596,0.034,66,63,0.457,2.94,4.91,0.599,0.552,0.047
Davis Bertans,76,68,0.363,1.22,3.42,0.358,0.35,0.008,2018-19,76,70,0.385,2.14,3.63,0.591,0.614,-0.023,76,73,0.469,2.53,4.42,0.571,0.569,0.003
Darius Miller,69,65,0.379,1.28,3.41,0.374,0.356,0.019,2018-19,69,62,0.358,1.75,3.22,0.545,0.604,-0.059,69,64,0.458,2.12,4.12,0.514,0.562,-0.048
Kentavious Caldwell-Pope,82,78,0.386,1.38,3.41,0.404,0.357,0.047,2018-19,82,75,0.37,2.16,3.27,0.66,0.597,0.063,82,76,0.439,2.34,3.88,0.604,0.559,0.045
Caris LeVert,40,38,0.329,1.05,3.4,0.309,0.345,-0.037,2018-19,40,39,0.332,2.3,3.43,0.672,0.598,0.074,40,39,0.412,2.73,4.25,0.641,0.554,0.087
Myles Turner,74,69,0.203,1.28,3.39,0.378,0.353,0.026,2018-19,74,74,0.514,4.68,8.59,0.544,0.619,-0.075,74,74,0.611,5.24,10.22,0.513,0.58,-0.066
Derrick Jones Jr.,56,53,0.399,1.09,3.39,0.321,0.353,-0.032,2018-19,56,51,0.332,1.41,2.82,0.5,0.604,-0.104,56,55,0.431,1.77,3.66,0.483,0.564,-0.082
Miles Bridges,79,74,0.372,1.11,3.38,0.33,0.347,-0.018,2018-19,79,75,0.389,2.25,3.53,0.638,0.613,0.025,79,77,0.455,2.49,4.14,0.602,0.567,0.035
Donovan Mitchell,75,71,0.355,1.21,3.37,0.36,0.354,0.006,2018-19,75,68,0.315,1.71,2.99,0.571,0.591,-0.02,75,73,0.419,2.09,3.97,0.527,0.549,-0.022
Serge Ibaka,74,66,0.219,1.26,3.34,0.377,0.356,0.02,2018-19,74,74,0.417,3.32,6.34,0.525,0.611,-0.086,74,74,0.509,3.91,7.74,0.504,0.573,-0.069
Dwight Powell,76,71,0.307,1.12,3.33,0.336,0.355,-0.019,2018-19,76,73,0.385,2.59,4.17,0.621,0.616,0.006,76,73,0.469,2.92,5.08,0.575,0.574,0.001
D.J. Augustin,79,77,0.376,1.11,3.32,0.336,0.358,-0.022,2018-19,79,70,0.287,1.77,2.53,0.7,0.597,0.103,79,73,0.374,2.08,3.29,0.631,0.55,0.081
Avery Bradley,63,59,0.311,1.37,3.32,0.411,0.36,0.052,2018-19,63,61,0.372,2.56,3.97,0.644,0.602,0.042,63,63,0.469,2.9,5.0,0.581,0.56,0.021
Robin Lopez,72,66,0.233,1.08,3.31,0.328,0.354,-0.026,2018-19,72,70,0.356,2.79,5.04,0.554,0.621,-0.067,72,70,0.44,3.29,6.24,0.528,0.579,-0.052
Tomas Satoransky,78,73,0.327,1.29,3.29,0.393,0.351,0.042,2018-19,78,72,0.415,2.67,4.18,0.638,0.598,0.04,78,74,0.51,3.01,5.14,0.586,0.552,0.034
Mason Plumlee,82,77,0.291,1.12,3.29,0.341,0.354,-0.014,2018-19,82,81,0.435,2.93,4.91,0.596,0.619,-0.024,82,81,0.525,3.34,5.94,0.563,0.584,-0.022
Spencer Dinwiddie,68,61,0.348,1.16,3.28,0.354,0.347,0.007,2018-19,68,66,0.288,1.63,2.71,0.603,0.6,0.003,68,67,0.388,2.01,3.65,0.552,0.556,-0.004
Tristan Thompson,43,41,0.244,1.63,3.28,0.496,0.355,0.142,2018-19,43,43,0.362,2.7,4.86,0.555,0.613,-0.058,43,43,0.468,3.23,6.28,0.515,0.578,-0.063
Joe Ingles,80,78,0.327,1.24,3.28,0.378,0.351,0.027,2018-19,80,75,0.341,2.15,3.41,0.63,0.609,0.021,80,78,0.436,2.54,4.36,0.582,0.567,0.015
Shaquille Harrison,71,67,0.382,1.14,3.27,0.349,0.354,-0.005,2018-19,71,65,0.344,1.77,2.94,0.603,0.596,0.007,71,68,0.425,2.07,3.63,0.57,0.555,0.014
Billy Garrett,4,4,0.565,1.75,3.25,0.538,0.374,0.165,2018-19,4,4,0.348,1.75,2.0,0.875,0.582,0.294,4,4,0.348,1.75,2.0,0.875,0.528,0.347
Fred VanVleet,64,60,0.312,1.06,3.25,0.327,0.354,-0.027,2018-19,64,62,0.378,2.48,3.94,0.631,0.588,0.043,64,62,0.464,3.0,4.83,0.621,0.547,0.074
Eric Gordon,67,64,0.352,1.22,3.24,0.378,0.357,0.02,2018-19,67,66,0.347,2.04,3.19,0.64,0.603,0.037,67,67,0.459,2.46,4.22,0.583,0.562,0.021
Kevon Looney,80,72,0.276,1.1,3.24,0.34,0.354,-0.015,2018-19,80,77,0.37,2.28,4.35,0.523,0.607,-0.084,80,79,0.487,2.78,5.73,0.485,0.567,-0.083
JaVale McGee,75,67,0.222,1.33,3.24,0.412,0.354,0.058,2018-19,75,74,0.453,3.45,6.63,0.521,0.613,-0.092,75,74,0.528,3.92,7.72,0.508,0.575,-0.068
Markieff Morris,57,53,0.327,1.09,3.23,0.337,0.354,-0.017,2018-19,57,53,0.384,2.26,3.79,0.597,0.606,-0.009,57,56,0.477,2.54,4.7,0.541,0.572,-0.031
Torrey Craig,72,66,0.402,1.07,3.21,0.333,0.357,-0.024,2018-19,72,60,0.357,1.6,2.85,0.561,0.611,-0.05,72,63,0.442,1.92,3.53,0.543,0.564,-0.021
Will Barton,43,40,0.38,1.21,3.21,0.377,0.362,0.015,2018-19,43,42,0.388,2.0,3.28,0.61,0.608,0.002,43,43,0.466,2.47,3.93,0.627,0.57,0.057
Jonathan Isaac,73,70,0.345,1.15,3.21,0.359,0.355,0.004,2018-19,73,71,0.411,2.11,3.82,0.552,0.613,-0.061,73,72,0.495,2.36,4.6,0.512,0.572,-0.06
Shelvin Mack,57,54,0.391,1.23,3.19,0.385,0.354,0.03,2018-19,57,53,0.326,1.67,2.67,0.625,0.592,0.033,57,54,0.414,1.96,3.39,0.58,0.552,0.029
DeAndre Jordan,69,61,0.228,1.16,3.19,0.364,0.352,0.012,2018-19,69,67,0.321,2.64,4.49,0.587,0.624,-0.037,69,68,0.412,3.13,5.77,0.543,0.585,-0.043
Marco Belinelli,79,75,0.402,1.15,3.18,0.363,0.358,0.005,2018-19,79,67,0.31,1.56,2.46,0.634,0.601,0.033,79,72,0.394,1.77,3.11,0.569,0.558,0.011
Evan Turner,73,70,0.343,1.1,3.18,0.345,0.349,-0.004,2018-19,73,66,0.294,1.47,2.73,0.538,0.597,-0.06,73,69,0.4,1.85,3.71,0.498,0.554,-0.055
Monte Morris,82,78,0.422,1.02,3.18,0.322,0.353,-0.031,2018-19,82,70,0.342,1.61,2.59,0.623,0.596,0.027,82,74,0.417,1.85,3.15,0.589,0.558,0.031
Tim Frazier,55,51,0.396,1.24,3.16,0.391,0.348,0.043,2018-19,55,45,0.349,1.71,2.78,0.614,0.585,0.03,55,47,0.412,1.96,3.29,0.597,0.545,0.052
Damyean Dotson,72,68,0.364,1.13,3.15,0.357,0.366,-0.009,2018-19,72,70,0.402,2.22,3.49,0.637,0.604,0.033,72,70,0.46,2.42,3.99,0.606,0.563,0.044
Jarrett Allen,80,75,0.179,1.13,3.15,0.357,0.342,0.015,2018-19,80,80,0.435,4.38,7.65,0.572,0.626,-0.054,80,80,0.519,5.06,9.13,0.555,0.585,-0.03
Jalen Brunson,68,61,0.363,1.09,3.15,0.346,0.361,-0.015,2018-19,68,59,0.319,1.81,2.76,0.654,0.595,0.059,68,61,0.415,2.21,3.6,0.612,0.55,0.062
Jusuf Nurkic,72,64,0.189,1.07,3.14,0.341,0.356,-0.015,2018-19,72,72,0.412,3.71,6.83,0.543,0.624,-0.081,72,72,0.503,4.14,8.35,0.496,0.584,-0.088
Goran Dragic,36,35,0.347,1.22,3.14,0.389,0.353,0.037,2018-19,36,35,0.371,1.92,3.36,0.57,0.592,-0.022,36,36,0.439,2.17,3.97,0.545,0.559,-0.014
Dragan Bender,44,37,0.275,1.2,3.14,0.384,0.352,0.032,2018-19,44,39,0.457,2.66,5.2,0.511,0.618,-0.107,44,42,0.565,3.2,6.43,0.498,0.579,-0.081
Mario Hezonja,56,51,0.361,1.3,3.14,0.415,0.357,0.058,2018-19,56,50,0.398,2.16,3.46,0.624,0.625,-0.001,56,52,0.487,2.45,4.23,0.578,0.581,-0.003
Gary Harris,57,55,0.42,0.81,3.14,0.257,0.36,-0.103,2018-19,57,49,0.359,1.79,2.68,0.667,0.62,0.047,57,51,0.415,1.96,3.11,0.633,0.578,0.055
Luol Deng,22,19,0.434,0.77,3.14,0.246,0.358,-0.111,2018-19,22,18,0.34,1.32,2.45,0.537,0.621,-0.084,22,20,0.409,1.59,2.95,0.538,0.588,-0.049
Kyle Anderson,43,42,0.346,1.14,3.12,0.366,0.358,0.008,2018-19,43,40,0.385,2.0,3.47,0.577,0.613,-0.036,43,42,0.455,2.16,4.09,0.528,0.574,-0.045
Kenneth Faried,36,32,0.31,1.03,3.11,0.33,0.349,-0.019,2018-19,36,32,0.363,2.47,3.64,0.679,0.622,0.057,36,33,0.454,2.94,4.56,0.646,0.578,0.069
Mike Muscala,61,59,0.296,1.16,3.11,0.374,0.358,0.015,2018-19,61,59,0.43,2.51,4.52,0.554,0.607,-0.052,61,59,0.534,2.97,5.62,0.528,0.568,-0.041
Joakim Noah,42,38,0.339,1.1,3.1,0.354,0.344,0.01,2018-19,42,41,0.357,1.74,3.26,0.533,0.619,-0.086,42,41,0.414,1.95,3.79,0.516,0.577,-0.061
Jae Crowder,78,73,0.347,1.09,3.09,0.353,0.356,-0.003,2018-19,78,73,0.36,1.67,3.21,0.52,0.604,-0.084,78,76,0.476,2.18,4.24,0.514,0.563,-0.049
Reggie Bullock,62,61,0.324,1.1,3.08,0.356,0.363,-0.007,2018-19,62,59,0.399,2.52,3.79,0.664,0.598,0.065,62,61,0.482,2.79,4.58,0.609,0.561,0.048
Maxi Kleber,71,65,0.304,1.03,3.08,0.333,0.364,-0.031,2018-19,71,68,0.436,2.3,4.42,0.519,0.613,-0.094,71,69,0.524,2.65,5.32,0.497,0.567,-0.07
Maurice Harkless,60,58,0.341,1.12,3.08,0.362,0.359,0.004,2018-19,60,58,0.399,2.27,3.6,0.63,0.601,0.029,60,59,0.48,2.52,4.33,0.581,0.558,0.023
Dillon Brooks,18,18,0.491,0.83,3.06,0.273,0.358,-0.085,2018-19,18,18,0.348,1.44,2.17,0.667,0.607,0.059,18,18,0.393,1.67,2.44,0.682,0.569,0.113
DeAndre' Bembry,82,78,0.35,1.05,3.06,0.343,0.356,-0.014,2018-19,82,75,0.408,2.23,3.57,0.625,0.595,0.03,82,78,0.482,2.56,4.22,0.607,0.554,0.053
Solomon Hill,44,39,0.394,0.89,3.05,0.291,0.353,-0.062,2018-19,44,39,0.359,1.59,2.77,0.574,0.597,-0.024,44,39,0.424,1.73,3.27,0.528,0.555,-0.027
Michael Kidd-Gilchrist,62,58,0.336,0.97,3.03,0.319,0.349,-0.03,2018-19,62,58,0.414,2.05,3.74,0.547,0.615,-0.067,62,61,0.527,2.35,4.76,0.495,0.571,-0.076
Juancho Hernangomez,68,57,0.385,1.01,3.03,0.335,0.353,-0.018,2018-19,68,63,0.402,1.74,3.16,0.549,0.608,-0.059,68,64,0.475,1.94,3.74,0.52,0.569,-0.05
Lou Williams,75,70,0.391,1.16,3.01,0.385,0.349,0.036,2018-19,75,70,0.369,1.87,2.84,0.657,0.607,0.05,75,72,0.446,2.05,3.44,0.597,0.56,0.037
Justin Jackson,80,73,0.383,0.98,3.01,0.324,0.355,-0.032,2018-19,80,72,0.371,1.89,2.93,0.645,0.605,0.04,80,76,0.459,2.18,3.61,0.602,0.565,0.037
Deyonta Davis,8,6,0.364,0.88,3.0,0.292,0.356,-0.064,2018-19,8,8,0.485,1.5,4.0,0.375,0.632,-0.257,8,8,0.515,1.63,4.25,0.382,0.587,-0.204
Kenrich Williams,43,38,0.309,1.14,3.0,0.38,0.351,0.029,2018-19,43,39,0.446,2.86,4.33,0.661,0.614,0.047,43,39,0.547,3.3,5.3,0.623,0.57,0.053
Damian Jones,24,23,0.268,0.79,3.0,0.264,0.35,-0.086,2018-19,24,23,0.379,2.54,4.25,0.598,0.608,-0.01,24,24,0.483,3.0,5.42,0.554,0.573,-0.019
JR Smith,9,9,0.429,0.89,3.0,0.296,0.335,-0.039,2018-19,9,7,0.317,2.0,2.22,0.9,0.582,0.318,9,8,0.381,2.33,2.67,0.875,0.545,0.33
DeMarre Carroll,67,61,0.35,1.01,2.99,0.34,0.351,-0.011,2018-19,67,63,0.386,1.93,3.3,0.584,0.624,-0.041,67,64,0.486,2.22,4.15,0.536,0.577,-0.041
T.J. Warren,43,38,0.337,1.4,2.98,0.469,0.367,0.102,2018-19,43,43,0.432,2.49,3.81,0.652,0.61,0.042,43,43,0.511,2.77,4.51,0.613,0.567,0.046
Wilson Chandler,49,49,0.358,1.06,2.96,0.359,0.35,0.008,2018-19,49,42,0.328,1.57,2.71,0.579,0.602,-0.023,49,46,0.422,1.82,3.49,0.52,0.556,-0.035
Andre Iguodala,67,64,0.373,0.99,2.96,0.333,0.351,-0.018,2018-19,67,64,0.369,1.75,2.93,0.597,0.611,-0.014,67,66,0.469,2.01,3.72,0.542,0.57,-0.028
Sterling Brown,57,49,0.469,1.25,2.95,0.423,0.352,0.071,2018-19,57,47,0.307,1.11,1.93,0.573,0.597,-0.025,57,50,0.374,1.3,2.35,0.552,0.556,-0.004
Nikola Vucevic,78,72,0.161,1.14,2.91,0.392,0.347,0.045,2018-19,78,78,0.418,4.04,7.56,0.534,0.616,-0.082,78,78,0.525,4.96,9.5,0.522,0.576,-0.054
Jerryd Bayless,33,30,0.442,1.21,2.91,0.417,0.362,0.055,2018-19,33,29,0.35,1.55,2.3,0.671,0.597,0.074,33,31,0.433,1.76,2.85,0.617,0.553,0.064
Ryan Arcidiacono,79,73,0.347,1.0,2.91,0.343,0.359,-0.016,2018-19,79,75,0.369,1.95,3.09,0.631,0.592,0.039,79,77,0.449,2.2,3.76,0.586,0.551,0.035
JaMychal Green,65,60,0.41,0.95,2.91,0.328,0.359,-0.031,2018-19,65,58,0.351,1.49,2.49,0.599,0.61,-0.012,65,62,0.427,1.69,3.03,0.558,0.569,-0.01
Marc Gasol,79,68,0.2,1.03,2.9,0.354,0.351,0.002,2018-19,79,79,0.404,3.33,5.86,0.568,0.613,-0.045,79,79,0.522,3.89,7.58,0.513,0.574,-0.061
Trey Burke,56,49,0.39,0.89,2.89,0.309,0.355,-0.047,2018-19,56,45,0.354,1.54,2.63,0.585,0.59,-0.005,56,50,0.431,1.79,3.2,0.559,0.551,0.007
Iman Shumpert,61,56,0.367,1.1,2.87,0.383,0.349,0.034,2018-19,61,57,0.403,2.23,3.15,0.708,0.603,0.105,61,58,0.472,2.46,3.69,0.667,0.561,0.106
Rodney Hood,72,70,0.36,0.85,2.86,0.296,0.354,-0.058,2018-19,72,66,0.363,1.94,2.89,0.673,0.595,0.078,72,69,0.443,2.22,3.53,0.63,0.556,0.074
Terry Rozier,79,73,0.354,1.01,2.85,0.356,0.358,-0.002,2018-19,79,72,0.355,1.72,2.86,0.602,0.589,0.013,79,73,0.447,1.96,3.59,0.546,0.546,0.0
Austin Rivers,75,69,0.3,0.97,2.85,0.341,0.358,-0.017,2018-19,75,73,0.403,2.51,3.83,0.655,0.597,0.058,75,75,0.509,2.8,4.84,0.579,0.556,0.022
Malik Beasley,81,71,0.386,1.07,2.83,0.38,0.356,0.024,2018-19,81,71,0.358,1.75,2.62,0.67,0.604,0.066,81,73,0.44,2.05,3.22,0.636,0.562,0.074
Rodney McGruder,64,57,0.342,1.09,2.83,0.387,0.363,0.024,2018-19,64,57,0.326,1.42,2.7,0.526,0.599,-0.073,64,62,0.408,1.59,3.38,0.472,0.557,-0.085
Tyler Zeller,6,6,0.27,1.0,2.83,0.353,0.337,0.016,2018-19,6,5,0.317,1.5,3.33,0.45,0.625,-0.175,6,5,0.397,1.83,4.17,0.44,0.602,-0.162
Wayne Ellington,52,44,0.34,0.94,2.83,0.333,0.359,-0.026,2018-19,52,46,0.361,1.71,3.0,0.571,0.608,-0.037,52,49,0.475,2.13,3.94,0.541,0.562,-0.021
Enes Freedom,67,62,0.202,1.15,2.82,0.407,0.352,0.055,2018-19,67,66,0.389,3.18,5.43,0.585,0.621,-0.035,67,66,0.505,3.88,7.06,0.55,0.582,-0.032
Rodions Kurucs,62,59,0.333,0.85,2.82,0.303,0.35,-0.047,2018-19,62,58,0.426,1.85,3.61,0.513,0.618,-0.105,62,59,0.513,2.13,4.35,0.489,0.578,-0.089
Tyreke Evans,69,63,0.407,0.93,2.81,0.33,0.355,-0.025,2018-19,69,55,0.296,1.23,2.04,0.603,0.598,0.005,69,60,0.39,1.45,2.7,0.538,0.556,-0.018
JJ Redick,73,70,0.334,1.01,2.81,0.361,0.353,0.008,2018-19,73,70,0.383,2.01,3.22,0.626,0.586,0.04,73,72,0.476,2.33,4.0,0.582,0.549,0.034
Vince Carter,76,67,0.454,1.01,2.8,0.362,0.349,0.013,2018-19,76,67,0.343,1.24,2.12,0.584,0.607,-0.023,76,69,0.426,1.46,2.63,0.555,0.567,-0.012
Christian Wood,20,16,0.424,1.05,2.8,0.375,0.336,0.039,2018-19,20,15,0.318,1.25,2.1,0.595,0.594,0.001,20,16,0.394,1.45,2.6,0.558,0.551,0.006
John Henson,14,13,0.331,0.93,2.79,0.333,0.336,-0.002,2018-19,14,13,0.195,0.5,1.64,0.304,0.596,-0.292,14,13,0.288,0.71,2.43,0.294,0.56,-0.266
Kadeem Allen,19,17,0.381,1.16,2.79,0.415,0.358,0.057,2018-19,19,18,0.36,1.53,2.63,0.58,0.582,-0.002,19,19,0.396,1.63,2.89,0.564,0.546,0.018
Treveon Graham,34,33,0.335,0.88,2.79,0.316,0.354,-0.038,2018-19,34,29,0.327,1.62,2.74,0.591,0.614,-0.023,34,30,0.451,2.06,3.76,0.547,0.564,-0.017
Shai Gilgeous-Alexander,82,74,0.272,0.85,2.79,0.306,0.36,-0.054,2018-19,82,81,0.442,2.55,4.55,0.56,0.586,-0.026,82,81,0.531,2.85,5.46,0.522,0.547,-0.025
OG Anunoby,67,62,0.389,0.97,2.78,0.349,0.355,-0.006,2018-19,67,59,0.335,1.4,2.39,0.588,0.609,-0.021,67,60,0.431,1.67,3.07,0.544,0.564,-0.02
Thomas Bryant,70,65,0.22,1.03,2.77,0.371,0.35,0.021,2018-19,70,68,0.501,3.7,6.3,0.587,0.62,-0.033,70,68,0.57,4.13,7.17,0.576,0.581,-0.006
Luc Mbah a Moute,4,3,0.478,0.5,2.75,0.182,0.357,-0.175,2018-19,4,3,0.348,1.5,2.0,0.75,0.626,0.125,4,3,0.348,1.5,2.0,0.75,0.587,0.163
Bam Adebayo,82,74,0.267,0.99,2.74,0.36,0.355,0.005,2018-19,82,76,0.338,1.98,3.48,0.568,0.614,-0.046,82,80,0.443,2.33,4.56,0.511,0.574,-0.063
Bruce Brown,73,67,0.32,0.92,2.73,0.337,0.356,-0.019,2018-19,73,69,0.387,1.88,3.3,0.568,0.601,-0.033,73,71,0.498,2.15,4.25,0.506,0.557,-0.051
Theo Pinson,15,12,0.5,0.87,2.73,0.317,0.344,-0.027,2018-19,15,11,0.305,0.73,1.67,0.44,0.598,-0.158,15,11,0.305,0.73,1.67,0.44,0.566,-0.126
Bobby Portis,48,44,0.245,0.98,2.73,0.359,0.353,0.006,2018-19,48,47,0.43,3.33,4.79,0.696,0.613,0.083,48,48,0.55,3.88,6.13,0.633,0.573,0.059
Isaiah Canaan,29,22,0.367,0.97,2.72,0.354,0.367,-0.012,2018-19,29,27,0.386,2.0,2.86,0.699,0.606,0.093,29,28,0.46,2.21,3.41,0.646,0.567,0.079
Domantas Sabonis,74,71,0.235,0.99,2.72,0.363,0.347,0.017,2018-19,74,73,0.43,2.78,4.97,0.56,0.615,-0.056,74,73,0.551,3.34,6.36,0.524,0.574,-0.05
Luke Kornet,44,38,0.229,0.84,2.7,0.311,0.35,-0.039,2018-19,44,37,0.468,2.73,5.52,0.494,0.615,-0.121,44,39,0.584,3.3,6.89,0.479,0.575,-0.097
De'Anthony Melton,49,40,0.324,1.06,2.69,0.394,0.363,0.031,2018-19,49,43,0.442,2.16,3.67,0.589,0.595,-0.006,49,47,0.523,2.41,4.35,0.554,0.556,-0.002
Shabazz Napier,54,48,0.336,0.72,2.69,0.269,0.351,-0.082,2018-19,54,43,0.336,1.8,2.69,0.669,0.598,0.071,54,47,0.44,2.11,3.52,0.6,0.553,0.047
Jeremy Lin,74,66,0.325,0.99,2.66,0.371,0.354,0.017,2018-19,74,71,0.403,1.97,3.3,0.598,0.587,0.012,74,72,0.488,2.32,4.0,0.581,0.548,0.033
Jared Dudley,59,54,0.32,0.98,2.66,0.369,0.348,0.021,2018-19,59,54,0.385,1.75,3.2,0.545,0.615,-0.07,59,56,0.481,2.07,4.0,0.517,0.57,-0.054
Rondae Hollis-Jefferson,59,55,0.288,0.98,2.66,0.369,0.347,0.022,2018-19,59,56,0.448,2.49,4.14,0.602,0.619,-0.016,59,57,0.527,2.83,4.86,0.582,0.576,0.006
Gordon Hayward,71,67,0.359,0.83,2.66,0.312,0.35,-0.038,2018-19,71,64,0.381,1.65,2.83,0.582,0.598,-0.016,71,67,0.488,1.92,3.62,0.529,0.559,-0.029
Chandler Hutchison,43,39,0.351,0.72,2.65,0.272,0.358,-0.086,2018-19,43,39,0.4,1.86,3.02,0.615,0.601,0.014,43,42,0.517,2.23,3.91,0.571,0.56,0.012
Wayne Selden,72,67,0.413,0.94,2.65,0.356,0.354,0.002,2018-19,72,62,0.317,1.26,2.04,0.619,0.611,0.009,72,64,0.406,1.47,2.61,0.564,0.563,0.0
Gerald Green,72,68,0.384,0.93,2.64,0.353,0.356,-0.004,2018-19,72,64,0.39,1.69,2.68,0.632,0.596,0.036,72,68,0.479,1.93,3.29,0.586,0.554,0.033
Jalen Jones,16,14,0.519,1.13,2.63,0.429,0.345,0.083,2018-19,16,13,0.346,1.31,1.75,0.75,0.609,0.141,16,14,0.395,1.38,2.0,0.688,0.557,0.13
Tyus Jones,67,61,0.344,1.09,2.61,0.417,0.362,0.055,2018-19,67,59,0.396,1.9,3.0,0.632,0.589,0.043,67,61,0.463,2.04,3.51,0.583,0.55,0.033
Alex Len,77,73,0.216,1.08,2.6,0.415,0.347,0.068,2018-19,77,75,0.408,2.82,4.91,0.574,0.613,-0.039,77,75,0.487,3.23,5.86,0.552,0.57,-0.018
Dwayne Bacon,40,33,0.391,0.93,2.6,0.356,0.358,-0.002,2018-19,40,32,0.338,1.48,2.25,0.656,0.61,0.046,40,35,0.44,1.73,2.93,0.59,0.566,0.024
